match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_goalAssist,stat_bigChanceCreated,stat_ownGoals,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_challengeLost,stat_bigChanceMissed
11369970,home,KVC Westerlo,Sinan Bolat,,,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,1,1,False,True,33.0,17.0,27.0,11.0,12.0,14.0,5.0,19.0,12.0,3.0,2.0,2.0,90.0,40.0,6.6,17.0,0.00119362,0,-0.7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369970,home,KVC Westerlo,Bryan Reynolds,,,bryan-reynolds,B. Reynolds,D,22,185,426,M,862075,EUR,993686400,D,22,22,False,,28.0,20.0,4.0,1.0,11.0,14.0,10.0,15.0,4.0,,,,90.0,60.0,7.4,11.0,0.122733,0,,1.0,1.0,3.0,10.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,
11369970,home,KVC Westerlo,Roman Neustädter,,,roman-neustadter,R. Neustädter,D,33,190,122,M,38471,EUR,572140800,D,33,33,False,,20.0,13.0,10.0,5.0,12.0,15.0,1.0,5.0,1.0,,,,45.0,24.0,6.3,7.0,0.00051418,0,,,,1.0,1.0,,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11369970,home,KVC Westerlo,Emin Bayram,,,emin-bayram,E. Bayram,D,40,193,768,M,997153,EUR,1049241600,D,40,40,False,,45.0,24.0,23.0,9.0,20.0,30.0,4.0,15.0,4.0,,,,90.0,62.0,5.8,25.0,0.00124024,1,,,,8.0,11.0,1.0,,5.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,6.0,2.0,1.0,1.0,1.0,0.07,,,,,,,,,,
11369970,home,KVC Westerlo,Tuur Rommens,,,rommens-tuur,T. Rommens,D,25,185,329,M,1130011,EUR,1048636800,D,25,25,False,,25.0,14.0,4.0,1.0,8.0,14.0,6.0,11.0,2.0,,,,69.0,62.0,7.2,22.0,0.65826,0,,,,4.0,7.0,3.0,2.0,3.0,,,,,2.0,1.0,2.0,1.0,4.0,1.0,,,1.0,,2.0,2.0,,,,,,,,
11369970,home,KVC Westerlo,Serhiy Sydorchuk,,,serhiy-sydorchuk,S. Sydorchuk,M,8,189,289,M,81202,EUR,673142400,M,15,15,False,,39.0,27.0,9.0,6.0,11.0,14.0,16.0,25.0,5.0,,,,90.0,57.0,6.7,14.0,0.0159216,0,,,,2.0,8.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,,,,,,,
11369970,home,KVC Westerlo,Arthur Piedfort,Arthur Piedfort,,arthur-piedfort,A. Piedfort,M,46,186,202,M,1149123,EUR,1107216000,M,46,46,False,,30.0,17.0,5.0,1.0,11.0,13.0,6.0,17.0,5.0,,,,90.0,43.0,6.3,16.0,0.0034444,0,,,,2.0,4.0,2.0,1.0,3.0,1.0,,1.0,,1.0,,,3.0,5.0,,,,1.0,,,,,,,,,,,
11369970,home,KVC Westerlo,Griffin Yow,,,griffin-yow,G. Yow,M,18,173,283,M,979808,EUR,1032912000,M,18,18,False,,19.0,12.0,3.0,2.0,5.0,7.0,7.0,14.0,4.0,,,,74.0,46.0,8.6,14.0,0.0325948,3,,2.0,,1.0,6.0,2.0,2.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,4.0,3.0,,,,1.8183,,,,2.0,1.0,2.0,1.0,1.7153,,
11369970,home,KVC Westerlo,Nicolas Madsen,,,nicolas-madsen,N. Madsen,M,24,193,1189,M,938306,EUR,953251200,M,8,8,False,,28.0,18.0,5.0,2.0,6.0,11.0,12.0,18.0,4.0,,,,74.0,39.0,7.2,14.0,0.0480049,1,,1.0,,1.0,4.0,,,1.0,,,1.0,,1.0,2.0,,4.0,4.0,,,,,0.3343,,,,1.0,,1.0,,0.9421,,
11369970,home,KVC Westerlo,Thomas Van den Keybus,,,thomas-van-den-keybus,T. V. d. Keybus,M,39,179,112,M,997164,EUR,988156800,M,39,39,False,,21.0,13.0,2.0,1.0,3.0,5.0,11.0,19.0,5.0,,,,86.0,41.0,6.2,18.0,0.110602,1,,3.0,1.0,,6.0,2.0,1.0,,,1.0,2.0,1.0,3.0,3.0,,2.0,9.0,4.0,,,1.0,0.1363,,,,1.0,,,,0.0204,1.0,
