match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_challengeLost,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_goals,stat_totalOffside
11369963,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184.0,413,M,878898,EUR,889574400,G,16,16,False,True,19.0,13.0,10.0,4.0,10.0,10.0,3.0,9.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,25.0,6.4,6.0,0.00071016,0,-0.4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369963,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,D,13,13,False,,33.0,26.0,1.0,1.0,8.0,10.0,21.0,27.0,1.0,7.0,1.0,6.0,,,,,90.0,59.0,7.2,14.0,0.244341,1,,,,4.0,3.0,2.0,6.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0446,2.0,,,,,,,,,,,,,
11369963,home,Standard Liège,Lucas Noubi,lucas-noubi,L. Noubi,D,4,184.0,322,M,1127337,EUR,1105747200,D,51,51,False,,64.0,56.0,8.0,4.0,35.0,37.0,22.0,30.0,2.0,6.0,2.0,7.0,,,,,90.0,79.0,7.1,12.0,0.0438289,1,,Lucas Noubi,,3.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,2.0,,0.1102,1.0,1.0,1.0,1.0,,,,,,,,,,
11369963,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186.0,339,M,97061,EUR,737769600,D,34,34,False,,57.0,46.0,11.0,3.0,30.0,33.0,16.0,24.0,5.0,8.0,3.0,4.0,,,,,90.0,66.0,6.7,12.0,0.644421,2,,,,,,4.0,6.0,,,,3.0,1.0,1.0,,2.0,0.0735,,,2.0,,,,,,,,,,,
11369963,home,Standard Liège,Souleyman Doumbia,souleyman-doumbia,S. Doumbia,D,15,175.0,137,M,366760,EUR,843523200,D,15,15,False,,47.0,36.0,4.0,,23.0,27.0,13.0,20.0,2.0,6.0,2.0,6.0,,,,,78.0,67.0,6.7,12.0,0.00632996,0,,,,,,1.0,5.0,1.0,,,3.0,3.0,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
11369963,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177.0,698,M,871822,EUR,905212800,M,17,17,False,,68.0,60.0,9.0,3.0,33.0,36.0,30.0,38.0,,5.0,1.0,11.0,,,,,90.0,90.0,7.0,16.0,0.223154,0,,,,6.0,3.0,1.0,6.0,4.0,2.0,,2.0,1.0,2.0,1.0,,,3.0,1.0,,,2.0,,,,,,,,,
11369963,home,Standard Liège,Hakim Sahabo,sahabo-hakim,H. Sahabo,M,6,183.0,470,M,1434757,EUR,1118880000,M,33,33,False,,57.0,51.0,5.0,4.0,28.0,30.0,23.0,27.0,,6.0,,8.0,,,,,73.0,68.0,7.2,7.0,0.0259452,1,,Hakim Sahabo,,,,1.0,3.0,2.0,1.0,1.0,4.0,2.0,,1.0,1.0,0.0705,,,,1.0,,1.0,,,,,,,,
11369963,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,,41.0,36.0,6.0,4.0,12.0,14.0,25.0,30.0,1.0,5.0,,5.0,,,,,90.0,57.0,6.6,13.0,0.0904841,1,,,,3.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,0.0674,,2.0,,,1.0,,,,,,,,,
11369963,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,22,22,False,,41.0,35.0,3.0,3.0,10.0,11.0,26.0,36.0,,13.0,1.0,5.0,,,,,90.0,70.0,8.1,15.0,0.0445255,3,,,,6.0,1.0,1.0,5.0,10.0,8.0,,3.0,1.0,2.0,2.0,1.0,0.1834,3.0,,1.0,1.0,1.0,,2.0,0.0523,,,,,,
11369963,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177.0,2122,M,869910,EUR,897868800,M,19,19,False,,16.0,12.0,1.0,,3.0,3.0,9.0,15.0,1.0,15.0,,5.0,,,,,89.0,54.0,7.0,17.0,0.0211091,2,,,,2.0,,,11.0,11.0,6.0,,3.0,2.0,2.0,5.0,1.0,0.0466,,3.0,1.0,1.0,2.0,,1.0,0.2422,,,,,,
11369963,home,Standard Liège,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189.0,938,M,838640,EUR,888019200,F,14,14,False,,13.0,11.0,,,3.0,3.0,8.0,11.0,,,,3.0,,,,,90.0,25.0,7.0,8.0,0.0101606,4,,,,1.0,,,2.0,,,1.0,,,4.0,,2.0,0.2358,,1.0,2.0,,,,1.0,0.118,1.0,,,,,
11369963,home,Standard Liège,Stipe Perica,stipe-perica,S. Perica,F,,192.0,362,M,284845,EUR,805075200,F,28,28,True,,5.0,3.0,,,,1.0,3.0,4.0,2.0,2.0,,1.0,,,,,17.0,8.0,6.7,4.0,0.0141995,0,,,,,,2.0,3.0,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
