match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_clearanceOffLine,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAGoal,stat_punches,stat_errorLeadToAShot,stat_bigChanceMissed
12437045,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10523,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,home,Chelsea,Renato Veiga,renato-veiga,R. Veiga,D,12,190,11718,M,renatoveiga95,1087359,EUR,1059436800,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,home,Chelsea,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Nick Pope,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,25.0,18.0,10.0,3.0,0.0,16.0,17.0,2.0,8.0,1.0,,6.0,15.0,2.0,3.0,5.0,2.0,2.0,90.0,51.0,7.2,7.0,0.00014178,0,-0.0524,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,3.0,,
12437045,away,Newcastle United,Valentino Livramento,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,43.0,35.0,2.0,,0.0,21.0,24.0,14.0,19.0,4.0,2.0,1.0,7.0,,,,,,90.0,54.0,6.7,8.0,0.0213339,0,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Fabian Schär,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,60.0,49.0,9.0,4.0,0.0,39.0,45.0,10.0,15.0,4.0,2.0,2.0,1.0,,,,,,90.0,70.0,6.4,12.0,0.021261,2,,,3.0,4.0,,,2.0,,1.0,1.0,1.0,,1.0,0.1301,,,,1.0,,1.0,,,,,,,,,,,,,,
12437045,away,Newcastle United,Dan Burn,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,68.0,62.0,7.0,4.0,0.0,54.0,58.0,8.0,11.0,2.0,1.0,4.0,,,,,,,90.0,75.0,6.6,7.0,0.0513519,1,,1.0,4.0,5.0,,,1.0,,,,,1.0,1.0,0.0554,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Lewis Hall,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,51.0,38.0,9.0,5.0,1.0,25.0,30.0,18.0,26.0,4.0,1.0,1.0,5.0,,,,,,89.0,78.0,7.9,17.0,0.780463,0,,5.0,2.0,5.0,1.0,,,,1.0,2.0,2.0,1.0,,,4.0,Lewis Hall,,2.0,1.0,2.0,,5.0,,,,,,,1.0,,,,,
12437045,away,Newcastle United,Sandro Tonali,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,17.0,13.0,2.0,2.0,0.0,7.0,7.0,6.0,11.0,2.0,,1.0,3.0,,,,,,68.0,28.0,6.7,8.0,0.00240763,1,,1.0,,3.0,,1.0,,1.0,,2.0,1.0,,2.0,0.0499,,,,,1.0,3.0,,,,1.0,,,,1.0,,,,,,
12437045,away,Newcastle United,Bruno Guimarães,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,59.0,51.0,6.0,4.0,0.0,26.0,28.0,25.0,31.0,3.0,1.0,,5.0,,,,,,90.0,77.0,7.0,13.0,0.0351094,1,,,,7.0,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,1.0,0.0419,1.0,,,,1.0,4.0,True,,,1.0,,,,,,,,,1.0,
12437045,away,Newcastle United,Joelinton,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,39.0,33.0,3.0,1.0,0.0,14.0,16.0,19.0,23.0,4.0,,,3.0,,,,,,89.0,49.0,6.5,9.0,0.0217173,0,,,,4.0,1.0,2.0,,,2.0,1.0,,2.0,1.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,
12437045,away,Newcastle United,Miguel Almirón,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,13.0,8.0,2.0,1.0,0.0,1.0,1.0,7.0,12.0,3.0,,,2.0,,,,,,68.0,19.0,6.8,6.0,0.00924034,2,,,,1.0,,,1.0,,,,,1.0,1.0,0.1679,,,,2.0,,,,,,,1.0,0.1727,,,,,,,,
12437045,away,Newcastle United,Alexander Isak,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,23.0,16.0,1.0,,0.0,8.0,10.0,8.0,13.0,8.0,,,2.0,,,,,,90.0,39.0,6.7,12.0,0.0885095,3,,,2.0,4.0,2.0,2.0,1.0,,,1.0,,,4.0,1.2103,1.0,,,2.0,,2.0,,,,1.0,2.0,0.9932,1.0,,,,,,,2.0
12437045,away,Newcastle United,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,F,11,11,False,13.0,10.0,1.0,,0.0,3.0,5.0,8.0,10.0,6.0,,,3.0,,,,,,68.0,24.0,6.6,9.0,0.0427579,1,,2.0,,3.0,1.0,3.0,,1.0,,,,1.0,3.0,0.1571,1.0,,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,
12437045,away,Newcastle United,Joe Willock,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,True,12.0,9.0,,,0.0,4.0,4.0,5.0,8.0,3.0,,,1.0,,,,,,22.0,14.0,6.7,4.0,0.17328,0,,,,1.0,,1.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
12437045,away,Newcastle United,Sean Longstaff,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,True,12.0,10.0,1.0,1.0,0.0,6.0,6.0,4.0,6.0,1.0,,,2.0,,,,,,22.0,19.0,6.8,4.0,0.00236153,0,,,,3.0,1.0,,,,,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,
12437045,away,Newcastle United,Jacob Murphy,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,11.0,8.0,,,0.0,4.0,4.0,4.0,9.0,1.0,,,1.0,,,,,,22.0,15.0,6.5,6.0,0.00318613,0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,25,25,True,4.0,2.0,3.0,1.0,0.0,,,2.0,4.0,1.0,,,,,,,,,10.0,5.0,6.5,2.0,0.00274294,0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,William Osula,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,18,18,True,,,,,0.0,,,,,,,,,,,,,,10.0,1.0,6.6,,,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Odysseas Vlachodimos,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,,138149,EUR,767318400,G,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,John Ruddy,john-ruddy,J. Ruddy,G,26,193,404,M,,1131,EUR,530496000,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Emil Krafth,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437045,away,Newcastle United,Lewis Miley,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Lewis Miley,,,,,,,,,,,,,,,,,,
