match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,captain,stat_bigChanceMissed,stat_goals,stat_lastManTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12189901,home,Spokane Velocity FC,Luis Gil,,,luis-gil,L. Gil,M,10,173.0,11,M,149301,EUR,753235200.0,F,10,10,False,40.0,34.0,2.0,11.0,13.0,32.0,1.0,4.0,6.0,1.0,1.0,,,,89.0,60.0,7.6,13.0,3,2.0,26.0,5.0,3.0,7.0,,3.0,2.0,,,,,2.0,1.0,,3.0,1.0,,1.0,1.0,2.0,,True,1.0,1.0,,,
12189901,home,Spokane Velocity FC,Derek Waldeck,Derek Waldeck,,derek-waldeck,D. Waldeck,D,18,176.0,6,M,1046076,EUR,886291200.0,D,18,18,True,9.0,7.0,1.0,6.0,7.0,3.0,1.0,3.0,,1.0,,,,,30.0,16.0,6.7,5.0,0,,1.0,1.0,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,
12189901,home,Spokane Velocity FC,Andre Lewis,,,andre-lewis,A. Lewis,M,77,172.0,13,M,155751,EUR,776649600.0,M,77,77,True,10.0,9.0,1.0,1.0,2.0,8.0,,2.0,1.0,1.0,1.0,,,,17.0,14.0,7.1,1.0,1,1.0,8.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
12189901,home,Spokane Velocity FC,Josh Dolling,Josh Dolling,,josh-dolling,J. Dolling,F,16,188.0,3,M,1198230,EUR,883353600.0,F,9,9,True,9.0,8.0,1.0,,1.0,8.0,1.0,2.0,,,,,,,18.0,12.0,6.6,3.0,0,1.0,8.0,,,4.0,,1.0,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,
12189901,home,Spokane Velocity FC,Ahmed Longmire,Ahmed Longmire,,ahmed-longmire,A. Longmire,D,,191.0,1,,1172431,EUR,939600000.0,D,21,21,True,2.0,1.0,1.0,1.0,2.0,,,,2.0,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189901,home,Spokane Velocity FC,Collin Fernandez,,,collin-fernandez,C. Fernandez,M,6,173.0,20,M,790136,EUR,855792000.0,M,6,6,True,2.0,1.0,2.0,,,2.0,,,,,,,,,1.0,4.0,,1.0,0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,
12189901,home,Spokane Velocity FC,Carlos Merancio Valdez,,,carlos-merancio-valdez,C. M. Valdez,G,23,188.0,6,M,991422,EUR,905731200.0,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189901,home,Spokane Velocity FC,Ariel Mbumba,Ariel Mbumba,,ariel-mbumba,A. Mbumba,D,74,173.0,5,M,1120172,EUR,1001289600.0,D,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189901,away,Los Angeles Force,Seth Torman,Seth Torman,,seth-torman,S. Torman,G,30,193.0,4,M,1469053,EUR,919468800.0,G,30,30,False,31.0,15.0,20.0,12.0,13.0,18.0,1.0,1.0,10.0,,,1.0,3.0,3.0,90.0,43.0,6.9,16.0,0,4.0,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0
12189901,away,Los Angeles Force,Erick Villatoro,Erick Villatoro,,erick-villatoro,E. Villatoro,D,2,,2,M,1198909,EUR,848966400.0,D,2,2,False,17.0,9.0,8.0,5.0,8.0,10.0,,1.0,2.0,1.0,1.0,,,,64.0,37.0,6.6,11.0,0,2.0,4.0,1.0,,4.0,1.0,,,,,1.0,,,1.0,,,2.0,,2.0,,,,,,,,,
12189901,away,Los Angeles Force,Aydan Bowers,,,aydan-bowers,A. Bowers,D,3,183.0,1,M,935628,EUR,867715200.0,D,3,3,False,45.0,27.0,14.0,21.0,26.0,20.0,5.0,7.0,6.0,1.0,,,,,90.0,53.0,6.6,18.0,0,4.0,7.0,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,5.0,,,,,,,,,
12189901,away,Los Angeles Force,Garrett Hogbin,Garrett Hogbin,,garrett-hogbin,G. Hogbin,D,4,191.0,0,M,1201264,EUR,891993600.0,D,4,4,False,26.0,22.0,6.0,15.0,17.0,9.0,3.0,5.0,3.0,1.0,1.0,,,,90.0,38.0,6.9,4.0,0,2.0,7.0,,,2.0,,,,,,1.0,,1.0,1.0,,,1.0,,5.0,,,1.0,,,,,,
12189901,away,Los Angeles Force,Ahmed Shaibu Jr,Ahmed Shaibu Jr,,ahmed-shaibu-jr,A. S. Jr,M,28,,1,M,1824401,EUR,806889600.0,D,28,28,False,17.0,12.0,1.0,7.0,11.0,6.0,2.0,4.0,3.0,1.0,,,,,88.0,38.0,6.4,11.0,0,,5.0,,,5.0,,,2.0,,,,2.0,1.0,2.0,,,1.0,,7.0,,,,,,,,,
12189901,away,Los Angeles Force,Mouhamadou War,Mouhamadou War,,mouhamadou-war,M. War,F,21,170.0,11,M,1826188,EUR,954806400.0,M,44,44,False,15.0,10.0,2.0,6.0,9.0,9.0,,1.0,6.0,,,,,,72.0,32.0,6.2,15.0,0,1.0,4.0,3.0,,7.0,,3.0,3.0,1.0,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,
12189901,away,Los Angeles Force,Josue Cartagena,Josue Cartagena,,josue-cartagena,J. Cartagena,M,17,173.0,7,M,1194261,EUR,911088000.0,M,17,17,False,30.0,22.0,6.0,11.0,13.0,17.0,1.0,9.0,8.0,4.0,3.0,,,,90.0,48.0,7.0,11.0,0,2.0,11.0,,,7.0,1.0,3.0,1.0,1.0,,2.0,,3.0,1.0,,,2.0,,2.0,,,,,,,,,
12189901,away,Los Angeles Force,Justin Jovel,Justin Jovel,,justin-jovel,J. Jovel,M,7,,1,M,1485420,EUR,973555200.0,M,7,7,False,21.0,13.0,7.0,3.0,6.0,15.0,,6.0,4.0,5.0,3.0,,,,90.0,36.0,6.4,13.0,0,3.0,10.0,,,8.0,2.0,,1.0,,,,4.0,1.0,3.0,,,2.0,,1.0,,,,,,,,,
12189901,away,Los Angeles Force,Oscar Delgado,Oscar Delgado,,oscar-delgado,O. Delgado,M,20,175.0,1,M,1485408,EUR,944438400.0,M,20,20,False,10.0,6.0,,4.0,4.0,6.0,1.0,2.0,1.0,,,,,,72.0,21.0,6.6,6.0,0,,2.0,,,5.0,2.0,1.0,,,,1.0,,1.0,1.0,,,1.0,,4.0,,,1.0,,,,,,
12189901,away,Los Angeles Force,Dante Brigida,Dante Brigida,,dante-brigida,D. Brigida,F,12,168.0,1,M,1195991,EUR,915321600.0,F,12,12,False,6.0,5.0,,2.0,2.0,4.0,,5.0,4.0,1.0,1.0,,,,64.0,19.0,6.7,9.0,0,,3.0,,,3.0,,1.0,3.0,2.0,,,4.0,2.0,,,,1.0,,,,,,,,,,,
12189901,away,Los Angeles Force,Michael Salazar,,,michael-salazar,M. Salazar,F,,181.0,8,M,811983,EUR,720921600.0,F,9,9,False,12.0,11.0,1.0,5.0,5.0,7.0,,4.0,2.0,2.0,2.0,,,,90.0,27.0,6.8,7.0,1,1.0,6.0,,,13.0,,1.0,2.0,,,,3.0,2.0,3.0,,1.0,8.0,,3.0,,1.0,,True,,,,,
12189901,away,Los Angeles Force,Ronaldo Pineda,,,ronaldo-pineda,R. Pineda,D,16,184.0,1,M,1019826,EUR,841017600.0,F,16,16,True,9.0,6.0,,1.0,2.0,8.0,1.0,2.0,1.0,1.0,1.0,,,,26.0,11.0,6.6,4.0,0,,5.0,1.0,,3.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,
12189901,away,Los Angeles Force,Ronaldo Lomeli,Ronaldo Lomeli,,ronaldo-lomeli,R. Lomeli,D,3,165.0,1,M,1120193,EUR,887760000.0,D,6,6,True,7.0,4.0,1.0,1.0,4.0,5.0,,1.0,2.0,1.0,1.0,,,,26.0,17.0,6.5,6.0,0,1.0,3.0,2.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,
12189901,away,Los Angeles Force,Víctor Blanco,Víctor Blanco,,victor-blanco,V. Blanco,M,18,177.0,1,M,1480207,EUR,1040169600.0,F,18,18,True,4.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,,,,18.0,9.0,6.7,2.0,1,,2.0,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,
12189901,away,Los Angeles Force,Joel Quist,Joel Quist,,joel-quist,J. Quist,F,19,,1,M,1476944,EUR,,F,25,25,True,4.0,3.0,1.0,2.0,2.0,4.0,,,1.0,,,,,,18.0,8.0,6.4,3.0,0,,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
12189901,away,Los Angeles Force,Jose Montes De Oca,,,jose-montes-de-oca,J. M. D. Oca,F,19,176.0,1,M,590266,EUR,800064000.0,F,19,19,True,4.0,4.0,,1.0,1.0,3.0,,1.0,,1.0,,,,,8.0,6.0,6.6,1.0,0,,3.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
12189901,away,Los Angeles Force,Dekel Keinan,,,dekel-keinan,D. Keinan,D,21,184.0,32,M,18725,EUR,464054400.0,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189901,away,Los Angeles Force,Sebastian Ascencio,Sebastian Ascencio,,sebastian-ascencio,S. Ascencio,,13,,0,,1824253,EUR,930873600.0,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
