match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_aerialWon,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated
10407243,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,159,M,794989,EUR,910051200,G,1,1,False,19.0,13.0,9.0,3.0,11.0,11.0,2.0,8.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,27.0,7.3,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407243,home,KV Mechelen,Sandy Walsh,sandy-walsh,S. Walsh,D,14,185,7764,M,163199,EUR,795139200,D,5,5,False,32.0,27.0,10.0,6.0,17.0,19.0,10.0,17.0,1.0,,10.0,1.0,,,,,90.0,48.0,6.9,11.0,0,,,sandywalsh,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407243,home,KV Mechelen,David Bates,david-bates,D. Bates,D,4,193,94,M,839675,EUR,844473600,D,27,27,False,49.0,43.0,4.0,2.0,36.0,38.0,7.0,11.0,7.0,4.0,8.0,,,,,,90.0,62.0,7.5,7.0,1,,,,,,1.0,,1.0,2.0,3.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,
10407243,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,143,M,284727,EUR,835833600,D,30,30,False,58.0,49.0,14.0,10.0,27.0,30.0,22.0,28.0,7.0,3.0,3.0,,,,,,77.0,69.0,8.0,9.0,2,,,,,2.0,4.0,1.0,,1.0,2.0,,5.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,
10407243,home,KV Mechelen,Boli Bolingoli,boli-bolingoli,B. Bolingoli,D,5,180,130,M,333301,EUR,804556800,D,21,21,False,50.0,44.0,,,17.0,18.0,27.0,34.0,5.0,3.0,5.0,1.0,,,,,88.0,75.0,7.1,10.0,0,,,,2.0,2.0,6.0,2.0,2.0,2.0,1.0,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
10407243,home,KV Mechelen,Birger Verstraete,birger-verstraete,B. Verstraete,M,4,171,121,M,192268,EUR,766454400,M,66,66,False,32.0,24.0,6.0,2.0,7.0,8.0,17.0,24.0,4.0,,7.0,1.0,,,,,90.0,41.0,6.6,10.0,2,,,,,1.0,6.0,2.0,1.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,
10407243,home,KV Mechelen,Alessio Da Cruz,alessio-da-cruz,A. D. Cruz,F,77,184,274,M,780206,EUR,853545600,M,22,22,False,27.0,26.0,,,13.0,13.0,13.0,14.0,4.0,,6.0,2.0,,,,,77.0,43.0,6.3,9.0,1,,,,,2.0,7.0,1.0,1.0,,,,1.0,1.0,4.0,1.0,,,4.0,1.0,1.0,,,,,,,,
10407243,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,196,M,133164,EUR,764380800,M,16,16,False,43.0,35.0,4.0,3.0,6.0,8.0,29.0,35.0,3.0,1.0,5.0,1.0,,,,,90.0,62.0,7.0,16.0,1,,,,,2.0,7.0,1.0,2.0,1.0,,,1.0,1.0,4.0,1.0,,,2.0,2.0,1.0,,3.0,True,,,,,
10407243,home,KV Mechelen,Geoffry Hairemans,geoffry-hairemans,G. Hairemans,F,11,184,137,M,58917,EUR,688003200,F,7,7,False,57.0,46.0,7.0,5.0,7.0,7.0,40.0,57.0,10.0,,5.0,1.0,,,,,90.0,80.0,8.1,20.0,0,,,,7.0,2.0,5.0,1.0,,,2.0,,5.0,2.0,1.0,,,,2.0,2.0,2.0,,5.0,,1.0,1.0,1.0,,
10407243,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,143,M,848680,EUR,878428800,F,9,9,False,15.0,9.0,1.0,1.0,2.0,3.0,7.0,13.0,3.0,,3.0,,,,,,88.0,31.0,6.9,14.0,2,,,,1.0,3.0,6.0,,,,,,1.0,,4.0,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,1.0,1.0,
10407243,home,KV Mechelen,Nikola Storm,nikola-storm,N. Storm,F,26,178,279,M,149796,EUR,780883200,F,11,11,False,39.0,27.0,2.0,,4.0,6.0,24.0,38.0,,,3.0,,,,,,88.0,50.0,7.5,18.0,4,,,,5.0,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,3.0,,,1.0,2.0,,1.0
10407243,home,KV Mechelen,Thibault Peyre,thibault-peyre,T. Peyre,D,23,182,18,M,252141,EUR,718070400,D,23,23,True,2.0,1.0,,,,,1.0,2.0,2.0,2.0,,,,,,,13.0,5.0,6.8,1.0,0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
