match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wonTackle,captain,stat_wasFouled,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_wonContest,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_hitWoodwork
10389804,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,34.0,24.0,23.0,13.0,21.0,25.0,3.0,9.0,2.0,2.0,10.0,2.0,4.0,5.0,90.0,44.0,8.1,10.0,0.0,0.0,0.0007278,0,2.2247,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389804,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,27.0,20.0,6.0,3.0,9.0,11.0,11.0,18.0,,2.0,6.0,,,,90.0,55.0,6.9,21.0,0.0,0.0,0.0289252,0,,2.0,2.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,
10389804,home,Stade de Reims,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,227,M,1407973,EUR,1049241600,D,43,43,False,19.0,17.0,3.0,2.0,15.0,15.0,2.0,4.0,,3.0,3.0,,,,77.0,27.0,6.9,4.0,0.1638,0.0,0.00087931,1,,,1.0,2.0,1.0,,,2.0,,,3.0,,,,1.0,3.0,,,,,,,,,,,,
10389804,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,30.0,27.0,5.0,4.0,20.0,21.0,7.0,9.0,2.0,5.0,5.0,,,,90.0,45.0,7.0,8.0,0.0362,0.0,0.00877751,1,,,1.0,5.0,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,,1.0,2.0,True,1.0,,,,,,,,,,
10389804,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,25.0,16.0,5.0,2.0,7.0,11.0,9.0,18.0,,,3.0,,,,85.0,38.0,6.8,15.0,0.0,0.0,0.146833,0,,4.0,,2.0,,,,1.0,,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,
10389804,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,18.0,12.0,4.0,2.0,5.0,6.0,7.0,12.0,1.0,5.0,5.0,,,,90.0,30.0,7.4,8.0,0.6631,0.5919,0.00795698,2,,,1.0,5.0,,,1.0,1.0,,1.0,4.0,1.0,3.0,2.0,1.0,3.0,,,,,1.0,1.0,1.0,,,,,
10389804,home,Stade de Reims,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,8,8,False,24.0,20.0,2.0,2.0,10.0,13.0,10.0,11.0,,5.0,5.0,,,,78.0,37.0,7.0,7.0,0.0,0.0,0.00712506,0,,,1.0,4.0,,,6.0,2.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,3.0,,,,
10389804,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,26.0,18.0,4.0,2.0,12.0,15.0,6.0,11.0,,2.0,6.0,,,,90.0,42.0,6.8,8.0,0.0346,0.0177,0.0115901,1,,,,6.0,4.0,,,5.0,1.0,2.0,1.0,,2.0,,,,,1.0,,,,1.0,,,,,,
10389804,home,Stade de Reims,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,3,3,False,20.0,15.0,1.0,,6.0,7.0,9.0,13.0,,4.0,6.0,,,,67.0,32.0,7.1,8.0,0.0,0.0,0.167917,0,,,3.0,6.0,3.0,,1.0,,,1.0,3.0,,,1.0,,2.0,,,1.0,,,,,1.0,kamory_doumbia03,,,
10389804,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,39,39,False,23.0,19.0,1.0,,4.0,5.0,18.0,25.0,3.0,9.0,5.0,,,,90.0,43.0,7.2,12.0,0.0559,0.0,0.694039,1,,7.0,2.0,7.0,3.0,1.0,3.0,,,,2.0,1.0,,3.0,,2.0,,2.0,,4.0,,,,2.0,ItouJky,3.0,1.0,
