match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_totalClearance,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_totalOffside,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_goals,stat_punches,stat_outfielderBlock,stat_errorLeadToAGoal
12530857,home,Antalyaspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189,39,M,827515,EUR,951004800,G,21,21,False,27.0,18.0,16.0,7.0,0.0,11.0,14.0,7.0,13.0,11.0,2.0,2.0,1.0,3.0,1.0,1.0,90.0,37.0,7.3,9.0,0.00264682,0,-0.2388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530857,home,Antalyaspor,Erdoğan Yeşilyurt,erdogan-yesilyurt,E. Yeşilyurt,D,17,178,77,M,142541,EUR,752544000,D,17,17,False,31.0,26.0,2.0,,2.0,13.0,14.0,17.0,24.0,4.0,,,,,,,90.0,56.0,8.0,11.0,0.491904,3,,7.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0644,3.0,,,,,,,,,,,,,,,,,,,
12530857,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,73.0,65.0,11.0,6.0,0.0,40.0,41.0,25.0,32.0,3.0,,,,,,,90.0,84.0,6.5,9.0,0.0189867,1,,,,3.0,4.0,1.0,,,,,,1.0,1.0,2.0,0.0227,,True,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,
12530857,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,62.0,58.0,7.0,6.0,0.0,43.0,47.0,15.0,15.0,1.0,,,,,,,90.0,77.0,6.6,5.0,0.00502628,2,,,,1.0,4.0,,,,,,1.0,,,1.0,0.7377,,,3.0,,3.0,3.0,2.0,2.0,0.2943,,,,,,,,,,,
12530857,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,60.0,52.0,3.0,1.0,0.0,24.0,25.0,28.0,41.0,5.0,,,,,,,90.0,84.0,6.6,15.0,0.0836315,0,,6.0,,,2.0,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,
12530857,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,False,61.0,52.0,6.0,3.0,0.0,32.0,33.0,20.0,28.0,4.0,,,,,,,90.0,69.0,6.7,9.0,0.0105846,0,,,,4.0,3.0,,,,,,2.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,,,Oleksandr,Petrusenko,1.0,3.0,,,,,
12530857,home,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,16.0,14.0,1.0,,0.0,7.0,9.0,7.0,7.0,4.0,,,,,,,45.0,25.0,6.3,5.0,0.00847493,0,,,,6.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,2.0,,1.0,,,,
12530857,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,5,5,False,29.0,27.0,1.0,1.0,0.0,14.0,14.0,13.0,17.0,3.0,,,,,,,78.0,42.0,7.2,8.0,0.0107427,1,,2.0,,5.0,2.0,3.0,,,,,2.0,2.0,2.0,1.0,0.2532,,,,,,,,1.0,0.472,,,,,,1.0,1.0,1.0,,,
12530857,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,35.0,28.0,,,0.0,7.0,8.0,22.0,28.0,1.0,,,,,,,78.0,49.0,6.9,15.0,0.14497,2,,1.0,1.0,9.0,2.0,5.0,2.0,1.0,,1.0,,1.0,,,0.3866,2.0,,,,,,,1.0,0.2052,,,,,,3.0,1.0,1.0,,,
12530857,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180,162,M,892933,EUR,819676800,M,81,81,False,31.0,24.0,2.0,2.0,0.0,9.0,10.0,15.0,22.0,3.0,,,,,,,65.0,38.0,6.7,9.0,0.00943869,1,,1.0,,3.0,4.0,,1.0,1.0,,1.0,,,,1.0,0.0342,,,2.0,,,1.0,,,,,,,,,2.0,1.0,,,,
