match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_keyPass,captain,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_blockedScoringAttempt,stat_punches,stat_clearanceOffLine,stat_penaltyWon
11369792,home,KAS Eupen,Abdul Manaf Nurudeen,abdul-manaf-nurudeen,A. M. Nurudeen,G,33,190.0,505,M,886219,EUR,918432000,G,33,33,False,48.0,38.0,17.0,7.0,37.0,38.0,1.0,10.0,1.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,90.0,64.0,6.1,13.0,0.0,0.0,0.00012891,0,0.0087999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369792,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187.0,35,M,1020435,EUR,1017273600,D,28,28,False,45.0,37.0,4.0,2.0,29.0,35.0,8.0,10.0,4.0,1.0,6.0,,,,,,,,,,90.0,54.0,6.5,9.0,0.0,0.0,0.0038425,0,,,,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369792,home,KAS Eupen,Victor Pálsson,victor-palsson,V. Pálsson,D,26,186.0,193,M,87507,EUR,672969600,D,4,4,False,45.0,36.0,4.0,1.0,34.0,40.0,2.0,5.0,1.0,4.0,5.0,,,,,,,,,,90.0,56.0,6.6,10.0,0.0847,0.0,0.00297537,1,,,,,1.0,3.0,1.0,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11369792,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180.0,74,M,105350,EUR,678153600,D,3,3,False,51.0,41.0,9.0,3.0,31.0,33.0,10.0,18.0,2.0,2.0,4.0,,,,,,,,,,90.0,63.0,6.9,11.0,0.0,0.0,0.00520041,0,,,,2.0,1.0,4.0,,,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
11369792,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173.0,149,M,990265,EUR,939686400,M,15,15,False,35.0,25.0,7.0,,11.0,13.0,19.0,30.0,7.0,1.0,8.0,,,,,,,,,,90.0,77.0,7.8,19.0,0.0207,0.0516,0.0884367,1,,,,2.0,,10.0,4.0,3.0,5.0,4.0,3.0,,1.0,,4.0,4.0,8.0,5.0,1.0,1.0,3.0,,,,,,,,,,
11369792,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187.0,94,M,936240,EUR,955324800,M,35,35,False,38.0,30.0,9.0,5.0,13.0,17.0,17.0,22.0,6.0,3.0,7.0,,,2.0,,,,,,,90.0,53.0,6.9,10.0,0.0267,0.0,0.0181746,1,,,,,2.0,6.0,3.0,1.0,3.0,2.0,,,,,1.0,1.0,1.0,,1.0,,1.0,True,1.0,,,,,,,,
11369792,home,KAS Eupen,Brandon Baiye,baiye-brandon,B. Baiye,M,6,177.0,82,M,861975,EUR,977875200,M,6,6,False,29.0,23.0,1.0,1.0,11.0,14.0,12.0,17.0,4.0,1.0,6.0,,,2.0,,,,,,,90.0,45.0,7.4,10.0,0.0,0.0,0.0192693,0,,,,2.0,,7.0,,2.0,6.0,5.0,2.0,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,
11369792,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191.0,45,M,921951,EUR,966556800,M,2,2,False,33.0,21.0,8.0,6.0,8.0,12.0,13.0,22.0,5.0,4.0,6.0,,,,,,,,,,90.0,59.0,9.0,17.0,0.8093,0.348,0.119913,5,,,,1.0,,,3.0,2.0,,,2.0,,3.0,,1.0,,1.0,,,,2.0,,2.0,1.0,2.0,,,,,,
11369792,home,KAS Eupen,Kevin Möhwald,kevin-mohwald,K. Möhwald,M,8,183.0,29,M,168833,EUR,741657600,F,8,8,False,20.0,16.0,6.0,4.0,8.0,9.0,8.0,11.0,,,3.0,,,,,,,,,,45.0,22.0,6.9,4.0,0.0,0.0,0.0106626,0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,
11369792,home,KAS Eupen,Isaac Nuhu,isaac-nuhu,I. Nuhu,M,7,171.0,193,M,1047318,EUR,1001808000,F,7,7,False,19.0,12.0,2.0,1.0,5.0,7.0,7.0,13.0,17.0,,2.0,,,4.0,,,,,,,90.0,36.0,6.3,15.0,0.0225,0.3088,0.00919855,2,,,,6.0,,3.0,1.0,,1.0,1.0,1.0,,1.0,,4.0,,1.0,,2.0,2.0,,,1.0,,,1.0,1.0,,,,
