match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14288940,home,Gil Vicente,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,False,33.0,20.0,18.0,5.0,0.0,17.0,19.0,3.0,14.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,90.0,42.0,6.5,15.0,0.0230944,55.067332392349,10.0,11.865,4.095,0.1983,1.0,0,-0.3986,0.15,0.01,-0.11,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288940,home,Gil Vicente,Zé Carlos,Zé,Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,30.0,23.0,3.0,2.0,0.0,13.0,14.0,10.0,16.0,1.0,4.0,,6.0,,1.0,,,90.0,53.0,6.6,9.0,0.0483393,101.40823819099,9.0,-3.465,13.755,,1.0,2,,0.14,-0.34,-0.13,,True,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,0.0606,-0.21,,,,,,,,,,,,,,
14288940,home,Gil Vicente,Marvin Elimbi,Marvin,Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,43.0,32.0,7.0,1.0,0.0,24.0,26.0,8.0,17.0,3.0,6.0,,7.0,2.0,1.0,,,90.0,61.0,6.3,13.0,0.0116867,143.73151611856,18.0,85.995,12.075,,,1,,0.02,0.06,-0.13,,,1.0,1.0,5.0,7.0,,,,,8.0,,2.0,2.0,0.1252,-0.06,1.0,2.0,,,,,,,,,,,,
14288940,home,Gil Vicente,Jonathan Buatu,,,jonathan-buatu-mananga,J. Buatu,D,39,187,415,M,800348,EUR,749088000,D,39,39,False,38.0,28.0,7.0,1.0,0.0,27.0,30.0,1.0,8.0,4.0,6.0,,1.0,2.0,1.0,,,90.0,52.0,6.4,13.0,0.00030003,83.155734930701,10.0,38.955,18.69,,,0,,-0.09,0.03,-0.08,,,,,3.0,3.0,,,,,8.0,,1.0,,,,,,18.714229986831,1.0,,,,,,,,,,
14288940,home,Gil Vicente,Ghislain Konan,Ghislain,Konan,ghislain-konan,G. Konan,D,3,176,2821,M,831781,EUR,820022400,D,3,3,False,41.0,29.0,3.0,,0.0,19.0,21.0,10.0,20.0,1.0,7.0,,6.0,2.0,2.0,,,90.0,62.0,6.6,15.0,0.0122911,136.58240931572,20.0,91.665,15.645,,,1,,0.12,0.13,-0.15,,,,,1.0,2.0,,1.0,,,1.0,,1.0,1.0,0.0193,-0.18,,,9.6419546254896,1.0,3.0,3.0,1.0,0.0287,,,,,,
14288940,home,Gil Vicente,Zé Carlos,Zé Carlos,,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,6,6,False,37.0,29.0,5.0,3.0,0.0,14.0,16.0,15.0,21.0,,4.0,,2.0,,1.0,,,72.0,47.0,6.7,9.0,0.0300328,38.201100476224,8.0,-0.41999999999999,4.83,,1.0,0,,0.25,0.02,-0.09,,,,,3.0,6.0,1.0,1.0,,,,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,,
14288940,home,Gil Vicente,Luís Esteves,Luís,Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,41.0,32.0,5.0,2.0,1.0,12.0,13.0,20.0,28.0,,1.0,,5.0,1.0,,,,85.0,54.0,6.7,13.0,0.257193,75.162344217088,11.0,44.415,9.135,,5.0,4,,0.43,0.36,-0.24,,,3.0,1.0,1.0,7.0,3.0,1.0,3.0,,,,1.0,1.0,0.4507,-0.58,1.0,2.0,,,,,,,1.0,,,,,
14288940,home,Gil Vicente,Murilo Souza,,,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,29.0,23.0,3.0,,0.0,4.0,4.0,19.0,25.0,,3.0,,3.0,1.0,,,,90.0,49.0,7.7,14.0,0.157659,250.22491180255,21.0,195.825,55.65,,2.0,2,,0.19,0.37,0.0,,,5.0,1.0,2.0,5.0,,3.0,1.0,,,,1.0,,0.1043,0.51,,,139.51739405926,5.0,2.0,2.0,1.0,0.5559,,1.0,,,,
14288940,home,Gil Vicente,Santi García,,,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,95,95,False,27.0,22.0,2.0,2.0,0.0,5.0,6.0,17.0,21.0,3.0,10.0,,5.0,6.0,4.0,,,90.0,63.0,7.6,19.0,0.0572904,122.2754952646,14.0,-36.225,5.565,,1.0,3,,0.2,0.17,-0.05,,,,,5.0,11.0,1.0,3.0,,,2.0,,1.0,,0.5598,0.3,2.0,1.0,,,4.0,2.0,1.0,0.9799,,1.0,,,,
14288940,home,Gil Vicente,Tidjany Touré,,,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,M,7,7,False,9.0,8.0,,,0.0,4.0,5.0,4.0,4.0,1.0,9.0,,1.0,3.0,2.0,,,72.0,31.0,7.1,8.0,0.0153174,80.814923425157,9.0,5.04,20.685,,1.0,2,,0.06,0.17,0.13,,,,,1.0,4.0,,2.0,1.0,,2.0,,3.0,2.0,0.1393,-0.23,1.0,,21.008398534872,1.0,4.0,3.0,,,,,1.0,,,
