match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_shotOffTarget,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_hitWoodwork,stat_bigChanceMissed,stat_goalAssist,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10385556,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,33.0,29.0,9.0,6.0,25.0,27.0,4.0,6.0,1.0,9.0,1.0,1.0,3.0,6.0,90.0,48.0,7.4,4.0,0.0,0.0,0.00116955,0,0.4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385556,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,49.0,45.0,2.0,,17.0,19.0,28.0,34.0,3.0,6.0,1.0,,,,90.0,65.0,6.6,10.0,0.047,0.0,0.0291995,2,,4.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10385556,home,Brentford,Zanka,zanka,Zanka,D,,189,466,M,,26404,EUR,640828800,D,13,13,False,58.0,54.0,1.0,,28.0,29.0,26.0,29.0,4.0,2.0,,,,,68.0,65.0,7.1,4.0,0.0,0.0,0.0759699,0,,,,,,,2.0,1.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10385556,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,64.0,53.0,6.0,1.0,31.0,36.0,22.0,28.0,8.0,5.0,,,,,90.0,79.0,7.2,11.0,0.0695,0.0,0.0119594,1,,,1.0,2.0,,,6.0,,,,,8.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385556,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,29.0,21.0,5.0,1.0,8.0,10.0,14.0,27.0,3.0,2.0,1.0,,,,90.0,62.0,6.8,20.0,0.0,0.0,0.206918,0,,8.0,3.0,7.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,,,,,,,,,,,
10385556,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,,856260,EUR,909100800,M,10,10,False,59.0,53.0,2.0,1.0,13.0,14.0,41.0,47.0,6.0,7.0,,,,,89.0,79.0,6.5,15.0,0.071,0.3632,0.0932697,1,,2.0,,9.0,6.0,,,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,5.0,,,3.0,1.0,,,,,,,,,
10385556,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,,135256,EUR,763257600,M,6,6,False,58.0,48.0,6.0,2.0,24.0,26.0,24.0,32.0,7.0,7.0,,,,,69.0,70.0,7.5,12.0,0.2316,0.2853,0.0307834,3,,,,4.0,1.0,1.0,,4.0,1.0,,1.0,2.0,,2.0,3.0,1.0,,,,1.0,,1.0,1.0,1.0,True,1.0,,,,,,,
10385556,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,61.0,41.0,11.0,3.0,13.0,18.0,31.0,53.0,5.0,5.0,1.0,,,,90.0,88.0,7.5,33.0,0.0322,0.0,0.123098,2,,10.0,,2.0,1.0,1.0,,3.0,1.0,,4.0,1.0,,,1.0,1.0,,,3.0,,,2.0,,,,1.0,,,,,,,
10385556,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,26.0,20.0,1.0,1.0,6.0,6.0,14.0,23.0,1.0,1.0,,,,,78.0,38.0,7.0,10.0,0.2908,0.2023,0.0262866,4,,3.0,1.0,2.0,,1.0,,,,,1.0,1.0,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,
10385556,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,ivantoney,290927,EUR,826934400,F,17,17,False,16.0,12.0,1.0,1.0,4.0,5.0,9.0,12.0,2.0,3.0,1.0,,,,90.0,27.0,6.4,9.0,0.2836,0.0,0.0541072,2,,1.0,5.0,10.0,1.0,,1.0,,,3.0,1.0,1.0,,,,2.0,,,1.0,1.0,,3.0,,,,1.0,1.0,,,,,,
10385556,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,yowissa,805123,EUR,841708800,F,11,11,False,5.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,,,,68.0,14.0,6.1,6.0,0.3748,0.0,0.001382,1,,,1.0,7.0,1.0,,,1.0,1.0,3.0,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,
10385556,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,,972421,EUR,982800000,F,23,23,True,9.0,8.0,,,,,8.0,9.0,1.0,1.0,1.0,,,,22.0,14.0,7.2,2.0,0.0274,0.0,0.18522,1,,,1.0,2.0,1.0,,,,,,3.0,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,
