match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonTackle,captain,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14025145,home,Newcastle United,William Osula,,,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,18,18,True,2.0,,,,0.0,,,,2.0,1.0,1.0,1.0,,,,25.0,8.0,6.5,2.0,,,0,,-0.07,0.25,0.15,,,,3.0,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,anthonyelanga,979232,EUR,1019865600,F,20,20,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,1.0,,,,,10.0,8.0,6.6,2.0,0.00288957,,0,,0.04,,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,True,,,,,0.0,,,,,,,,,,,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Malick Thiaw,,,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Emil Krafth,,,emil-krafth,E. Krafth,D,17,184,985,M,,150396,EUR,775785600,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,home,Newcastle United,Lewis Miley,Lewis Miley,,lewis-miley,L. Miley,M,67,188,3304,M,,1400650,EUR,1146441600,M,67,67,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Sam Johnstone,,,sam-johnstone,S. Johnstone,G,31,193,600,M,,98427,EUR,733017600,G,31,31,False,37.0,15.0,29.0,7.0,0.0,9.0,10.0,6.0,27.0,1.0,1.0,13.0,,3.0,3.0,90.0,53.0,7.0,22.0,0.0016963,0.7054,0,0.7517,0.1,0.01,0.2,0.54,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
14025145,away,Wolverhampton,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,,1013842,EUR,866505600,D,12,12,False,42.0,31.0,9.0,3.0,0.0,13.0,15.0,18.0,27.0,1.0,3.0,3.0,,,,90.0,64.0,7.4,15.0,0.0983471,,0,,0.21,0.05,0.86,,1.0,,5.0,,6.0,2.0,2.0,,,2.0,4.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,
14025145,away,Wolverhampton,Yerson Mosquera,,,yerson-mosquera,Y. Mosquera,D,15,188,3155,M,,1014835,EUR,988761600,D,15,15,False,17.0,16.0,1.0,1.0,0.0,13.0,14.0,3.0,3.0,1.0,3.0,2.0,,,,66.0,28.0,6.7,2.0,0.00344041,,0,,0.05,0.02,0.15,,,,3.0,,1.0,3.0,1.0,1.0,,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Toti Gomes,,,toti-gomes,T. Gomes,D,24,187,1047,M,,973418,EUR,916444800,D,24,24,False,58.0,49.0,6.0,2.0,0.0,28.0,32.0,21.0,26.0,2.0,4.0,8.0,,,,90.0,72.0,6.2,13.0,0.00885509,,1,,0.16,0.0,-0.16,,,,5.0,,3.0,1.0,,1.0,,2.0,,1.0,,,0.0098,-0.16,1.0,3.0,,True,1.0,,1.0,,0.0202,,,,,,,
14025145,away,Wolverhampton,Hugo Bueno,,,hugo-bueno,H. Bueno,D,3,180,695,M,,1013928,EUR,1032307200,M,3,3,False,25.0,17.0,2.0,,0.0,11.0,16.0,6.0,9.0,1.0,9.0,4.0,,,,90.0,64.0,6.7,21.0,0.106493,,0,,0.01,0.13,-0.08,,7.0,2.0,8.0,2.0,4.0,1.0,6.0,,2.0,3.0,,5.0,1.0,,,,1.0,4.0,2.0,,2.0,,,,,,,,,,,
14025145,away,Wolverhampton,André,André,,andre,André,M,7,176,9098,M,Andre7,1035996,EUR,995241600,M,7,7,False,18.0,18.0,1.0,1.0,0.0,11.0,11.0,7.0,7.0,,2.0,4.0,,,,66.0,23.0,6.5,,0.00351076,,0,,0.05,0.12,-0.01,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
14025145,away,Wolverhampton,João Gomes,,,joao-gomes,J. Gomes,M,8,176,14959,M,joaogomes.01,1015267,EUR,981936000,M,8,8,False,37.0,28.0,3.0,1.0,0.0,10.0,14.0,18.0,23.0,3.0,9.0,9.0,,,,90.0,61.0,6.9,12.0,0.0902657,,0,,0.26,0.21,0.21,,1.0,1.0,10.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,,2.0,5.0,,,,,3.0,2.0,,2.0,,,,,,,,,,,
14025145,away,Wolverhampton,Ladislav Krejčí,,,ladislav-krejci,L. Krejčí,D,37,191,2172,M,,856250,EUR,924566400,M,37,37,False,32.0,27.0,6.0,3.0,0.0,13.0,16.0,14.0,16.0,,3.0,3.0,,,,90.0,42.0,6.7,6.0,0.156224,,0,,0.18,0.01,0.15,,1.0,,3.0,,3.0,,1.0,2.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,
14025145,away,Wolverhampton,Rodrigo Gomes,,,gomes-rodrigo,R. Gomes,M,21,171,1190,M,,1006073,EUR,1057536000,M,21,21,False,14.0,11.0,2.0,,0.0,2.0,5.0,9.0,9.0,,4.0,4.0,,,,77.0,33.0,6.8,7.0,0.00418126,,3,,-0.05,0.22,-0.08,,,,1.0,1.0,3.0,2.0,2.0,,,,,3.0,,,0.2648,0.05,,2.0,1.0,,2.0,2.0,1.0,,0.1489,,,,,,,
14025145,away,Wolverhampton,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5746,M,,987734,EUR,974937600,F,14,14,False,7.0,5.0,,,0.0,,,5.0,7.0,4.0,6.0,,,,,66.0,21.0,6.4,7.0,0.00127546,,0,,-0.1,0.02,0.14,,,,9.0,,3.0,1.0,,2.0,,6.0,,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Hee-Chan Hwang,,,hee-chan-hwang,H. Hwang,F,11,177,6362,M,Hwangso,786186,EUR,822614400,F,11,11,False,15.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,10.0,,,1.0,,,,77.0,26.0,6.3,12.0,0.0127546,,2,,-0.35,0.01,-0.01,,3.0,,1.0,,,,,,,,,2.0,,,0.1393,-0.21,,1.0,,,,1.0,1.0,,0.1969,,,,,,,
14025145,away,Wolverhampton,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,,894733,EUR,835401600,M,5,5,True,7.0,3.0,1.0,,0.0,,1.0,3.0,6.0,,,,,,,24.0,9.0,6.3,4.0,0.00144246,,0,,-0.11,0.01,-0.03,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Jhon Arias,,,jhon-arias,J. Arias,M,11,170,30226,M,jhonariasa,844096,EUR,874800000,M,10,10,True,5.0,5.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,,,1.0,,,,24.0,13.0,6.3,4.0,0.00351076,,1,,0.05,-0.28,0.15,,1.0,,3.0,,,1.0,,,,1.0,,3.0,2.0,1.0,0.0416,-0.35,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Jean-Ricner Bellegarde,,,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,,845273,EUR,898905600,M,27,27,True,13.0,12.0,2.0,2.0,0.0,3.0,3.0,9.0,10.0,,1.0,1.0,,,,24.0,19.0,6.8,4.0,0.0155545,,1,,-0.11,0.2,0.18,,1.0,,,,1.0,,,1.0,,,,2.0,,1.0,0.048,0.01,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Fer López,,,fer-lopez,F. López,M,8,186,973,M,,1526628,EUR,1085356800,F,28,28,True,8.0,7.0,1.0,,0.0,,,7.0,8.0,,1.0,,,,,13.0,9.0,6.7,1.0,0.0654826,,0,,0.06,0.13,0.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
14025145,away,Wolverhampton,Jackson Tchatchoua,,,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,,1096210,EUR,1000425600,D,38,38,True,8.0,6.0,1.0,,0.0,,1.0,6.0,7.0,,,2.0,,,,13.0,9.0,6.7,2.0,0.00399159,,0,,-0.1,0.0,0.14,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Daniel Bentley,,,daniel-bentley,D. Bentley,G,25,188,242,M,,101367,EUR,742521600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Matt Doherty,,,matt-doherty,M. Doherty,D,2,182,1449,M,,143047,EUR,695520000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,Santiago Bueno,,,santiago-bueno,S. Bueno,D,4,189,1175,M,,846308,EUR,910569600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025145,away,Wolverhampton,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,951,M,,1031283,EUR,1019520000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
