match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_dateOfBirthTimestamp,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_height,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_totalContest,stat_accurateCross,captain,stat_shotOffTarget,stat_totalOffside,stat_wonContest
11048700,home,Chicago House AC,Damon Almazan,Damon Almazan,,damon-almazan,D. Almazan,M,94,1,M,1479702,EUR,F,94,94,False,24.0,20.0,2.0,1.0,9.0,11.0,11.0,17.0,,3.0,2.0,5.0,,,,,83.0,47.0,6.6,17.0,2,1005609600.0,,6.0,,2.0,,4.0,3.0,,,1.0,,,2.0,1.0,,,1.0,1.0,4.0,2.0,,,,,
11048700,home,Chicago House AC,Nico Williams,Nico Williams,,nico-williams,N. Williams,M,9,1,M,1479734,EUR,M,9,9,True,6.0,4.0,3.0,1.0,1.0,1.0,3.0,6.0,,1.0,2.0,4.0,,,,,24.0,14.0,6.4,6.0,0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0
11048700,home,Chicago House AC,Jhon Alzate,Jhon Alzate,,jhon-alzate,J. Alzate,M,22,1,M,1480279,EUR,M,22,22,True,3.0,,,,,1.0,,2.0,,1.0,,1.0,,,,,13.0,7.0,6.6,5.0,0,962928000.0,,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,
11048700,home,Chicago House AC,Georgi Spasov,Georgi Spasov,,georgi-spasov,G. Spasov,F,11,1,M,1479448,EUR,F,11,11,True,4.0,,2.0,,,1.0,,3.0,,,1.0,2.0,,,,,12.0,7.0,6.3,6.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11048700,home,Chicago House AC,Alejandro Mentasti,Alejandro Mentasti,,alejandro-mentasti,A. Mentasti,M,11,0,M,1480162,EUR,F,4,4,True,,,,,,,,,,,,,,,,,,,,,0,631238400.0,,,,,,,,,,,,,,,,,,,,,,,,,
11048700,home,Chicago House AC,Rodrigo Gudiño,Rodrigo Gudiño,,rodrigo-gudino,R. Gudiño,M,25,1,M,1479741,EUR,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0,963446400.0,,,,,,,,,,,,,,,,,,,,,,,,,
11048700,home,Chicago House AC,Jasper Waddington,Jasper Waddington,,jasper-waddington,J. Waddington,F,6,0,M,1479450,EUR,F,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11048700,away,Bavarian United SC,Agustín Rey,,,agustin-rey,A. Rey,G,,0,,884674,EUR,G,1,1,False,29.0,23.0,11.0,6.0,21.0,22.0,2.0,7.0,,,,6.0,,2.0,3.0,,90.0,37.0,7.0,6.0,0,725414400.0,,,,,1.0,,,,185.0,,,,,,,,,,,,,,,,
11048700,away,Bavarian United SC,Bret Dietz,,,bret-dietz,B. Dietz,D,6,0,M,982701,EUR,D,6,6,False,74.0,63.0,18.0,12.0,41.0,43.0,22.0,31.0,1.0,4.0,,8.0,,,,,90.0,87.0,7.2,11.0,2,,1.0,4.0,,,4.0,,3.0,,,,,,2.0,1.0,,,,1.0,,,,True,2.0,,
11048700,away,Bavarian United SC,Jacob Streicher,,,jacob-streicher,J. Streicher,D,4,0,M,982954,EUR,D,4,4,False,70.0,47.0,22.0,12.0,20.0,28.0,28.0,47.0,,8.0,4.0,11.0,,,,,90.0,111.0,7.8,31.0,0,,1.0,3.0,1.0,1.0,4.0,,,1.0,,,,1.0,6.0,2.0,,,,1.0,5.0,1.0,1.0,,,,1.0
11048700,away,Bavarian United SC,Alejandro Pacheco,Alejandro Pacheco,,alejandro-pacheco,A. Pacheco,M,8,0,M,1480163,EUR,D,8,8,False,31.0,26.0,3.0,2.0,12.0,12.0,15.0,22.0,1.0,1.0,,5.0,,,,,45.0,37.0,6.7,7.0,0,806976000.0,2.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,3.0,,1.0,,,,
11048700,away,Bavarian United SC,Michael Russell,Michael Russell,,michael-russell,M. Russell,M,20,0,M,1480346,EUR,M,20,20,False,45.0,31.0,10.0,4.0,21.0,24.0,10.0,22.0,1.0,5.0,2.0,11.0,,,,,90.0,67.0,7.2,17.0,2,878774400.0,1.0,1.0,,,4.0,2.0,,2.0,,,,,,,,,,4.0,1.0,,,,2.0,,
11048700,away,Bavarian United SC,Mathew Yang,Mathew Yang,,mathew-yang,M. Yang,M,2,0,M,1480334,EUR,M,2,2,False,33.0,28.0,5.0,3.0,9.0,11.0,19.0,23.0,1.0,4.0,2.0,5.0,,,,,66.0,50.0,7.0,8.0,0,774316800.0,,,,,2.0,1.0,,,,,,,2.0,1.0,,,,,1.0,1.0,,,,,1.0
11048700,away,Bavarian United SC,Dogara Zamani,,,dogara-zamani,D. Zamani,F,14,1,M,982860,EUR,M,14,14,False,17.0,10.0,2.0,2.0,3.0,4.0,7.0,14.0,,7.0,1.0,7.0,,,,,58.0,35.0,6.8,15.0,1,,,4.0,,3.0,,4.0,2.0,,,,,,3.0,3.0,,,,3.0,1.0,1.0,,,1.0,,1.0
11048700,away,Bavarian United SC,Braden Andryk,,,braden-andryk,B. Andryk,F,11,0,M,982698,EUR,M,11,11,False,39.0,29.0,3.0,2.0,9.0,10.0,22.0,32.0,,4.0,,5.0,,,,,82.0,59.0,7.4,15.0,2,,1.0,1.0,,,3.0,2.0,,1.0,,,,,2.0,1.0,,,,1.0,3.0,1.0,2.0,,2.0,1.0,1.0
11048700,away,Bavarian United SC,Alex Mirsberger,Alex Mirsberger,,alex-mirsberger,A. Mirsberger,M,5,0,M,1480167,EUR,M,5,5,False,46.0,34.0,11.0,6.0,24.0,26.0,10.0,20.0,5.0,10.0,3.0,9.0,,,,,90.0,66.0,7.2,18.0,1,958089600.0,1.0,2.0,,,1.0,4.0,,,,,,1.0,2.0,1.0,,,,3.0,,1.0,,,1.0,,
11048700,away,Bavarian United SC,Logan Andyk,,,logan-andyk,L. Andyk,M,7,0,M,983240,EUR,F,7,7,False,38.0,23.0,7.0,4.0,3.0,6.0,24.0,43.0,3.0,9.0,,6.0,,,,,90.0,77.0,7.4,38.0,2,,1.0,10.0,,2.0,1.0,3.0,,5.0,,1.0,,,,,,,,4.0,11.0,9.0,4.0,,1.0,1.0,2.0
11048700,away,Bavarian United SC,Matthew Comiskey,Matthew Comiskey,,matthew-comiskey,M. Comiskey,M,19,0,M,1480341,EUR,F,19,19,False,11.0,6.0,1.0,,3.0,4.0,3.0,9.0,1.0,4.0,,3.0,,,,,58.0,22.0,6.8,9.0,1,962668800.0,1.0,2.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,1.0,2.0,2.0,,,,1.0,1.0
11048700,away,Bavarian United SC,Buran Huseini,Buran Huseini,,buran-huseini,B. Huseini,M,17,0,M,1480187,EUR,M,17,17,True,24.0,18.0,3.0,3.0,5.0,5.0,13.0,19.0,2.0,6.0,,4.0,,,,,45.0,36.0,7.1,8.0,1,865382400.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,1.0,,,1.0,,1.0
11048700,away,Bavarian United SC,Jose Gutierrez,Jose Gutierrez,,jose-gutierrez,J. Gutierrez,M,10,1,M,1480289,EUR,M,10,10,True,14.0,9.0,2.0,1.0,2.0,3.0,8.0,13.0,4.0,5.0,,,,,,,32.0,23.0,6.9,9.0,2,857520000.0,1.0,3.0,,1.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,2.0,,1.0,,,1.0,
11048700,away,Bavarian United SC,Joseph Raasch,Joseph Raasch,,joseph-raasch,J. Raasch,M,3,0,M,1480294,EUR,M,3,3,True,2.0,2.0,,,,,2.0,2.0,,,,1.0,,,,,32.0,10.0,6.2,7.0,1,957571200.0,,3.0,,1.0,,3.0,,,,,,,,,,,,,,2.0,,,1.0,,
11048700,away,Bavarian United SC,Ivan Cuellar,Ivan Cuellar,,ivan-cuellar,I. Cuellar,M,9,0,M,1480252,EUR,M,9,9,True,6.0,4.0,1.0,,3.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,,,,,24.0,14.0,6.8,6.0,2,994809600.0,3.0,3.0,,,,2.0,,,,1.0,,,,,,,,,2.0,,,,1.0,,
11048700,away,Bavarian United SC,John Bradford,John Bradford,,john-bradford,J. Bradford,M,13,1,M,1480283,EUR,M,13,13,True,1.0,,,,,,,1.0,1.0,1.0,,,,,,,8.0,2.0,6.5,1.0,0,902448000.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11048700,away,Bavarian United SC,Nathan Watkins,Nathan Watkins,,nathan-watkins,N. Watkins,M,31,0,M,1480354,EUR,M,31,31,True,,,,,,,,,,,,,,,,,,,,,0,812505600.0,,,,,,,,,,,,,,,,,,,,,,,,,
11048700,away,Bavarian United SC,Joseph Haines,Joseph Haines,,joseph-haines,J. Haines,M,12,0,M,1480293,EUR,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0,750902400.0,,,,,,,,,,,,,,,,,,,,,,,,,
