match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_errorLeadToAShot,stat_keyPass,stat_totalCross,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_punches,stat_totalOffside
10385367,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,37.0,25.0,18.0,6.0,21.0,23.0,4.0,14.0,1.0,1.0,9.0,1.0,3.0,3.0,1.0,1.0,90.0,47.0,6.8,12.0,0.0,0.0,0.00155869,0,-0.2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385367,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,,576384,EUR,892771200,D,20,20,False,38.0,29.0,3.0,2.0,19.0,25.0,10.0,13.0,,6.0,4.0,,,,,,83.0,54.0,6.3,11.0,0.0,0.0,0.00644335,0,,2.0,8.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10385367,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,56.0,52.0,4.0,2.0,45.0,47.0,7.0,9.0,6.0,7.0,9.0,,,,,,90.0,65.0,7.5,4.0,0.1915,0.0889,0.0468157,2,,1.0,2.0,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
10385367,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,60.0,51.0,7.0,3.0,41.0,45.0,10.0,16.0,3.0,4.0,4.0,,,,,,90.0,77.0,6.6,14.0,0.0,0.0,0.0269656,0,,1.0,4.0,1.0,2.0,,,,,1.0,,,,,5.0,,2.0,1.0,,,,,,,,,,,,,
10385367,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,23.0,23.0,1.0,1.0,11.0,11.0,12.0,14.0,2.0,6.0,3.0,,,,,,90.0,45.0,6.6,6.0,0.0618,0.0,0.0168985,1,,1.0,5.0,,1.0,,2.0,2.0,1.0,1.0,2.0,,,,1.0,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,
10385367,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,15.0,9.0,4.0,2.0,2.0,2.0,7.0,14.0,,,1.0,,,,,,37.0,23.0,6.7,11.0,0.0,0.0,0.0177465,0,,,,,,,,,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10385367,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,False,48.0,39.0,6.0,5.0,20.0,22.0,19.0,26.0,3.0,6.0,8.0,,,,,,90.0,57.0,6.8,11.0,0.0,0.0,0.0371197,0,,,3.0,,,,1.0,,1.0,2.0,2.0,,,,3.0,,,,,,1.0,,,,,,,,,,
10385367,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,,856260,EUR,909100800,M,10,10,False,41.0,37.0,5.0,1.0,21.0,21.0,16.0,21.0,,9.0,2.0,,,,,,83.0,59.0,7.3,7.0,0.1227,0.0,0.0106918,3,,1.0,2.0,,1.0,,5.0,1.0,1.0,2.0,,1.0,,,,,,1.0,,,2.0,2.0,2.0,,,,,,,,
10385367,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,26.0,21.0,,,2.0,4.0,22.0,29.0,,3.0,2.0,,,,,,83.0,43.0,6.9,11.0,0.3358,0.2004,0.334877,1,,3.0,8.0,2.0,,,1.0,,,,1.0,,1.0,,,,2.0,7.0,,,4.0,2.0,,1.0,1.0,3.0,1.0,,,,
10385367,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,ivantoney,290927,EUR,826934400,F,17,17,False,16.0,12.0,,,,,12.0,16.0,1.0,3.0,1.0,,,,,,90.0,32.0,6.6,8.0,0.6099,0.1714,0.0115852,3,,2.0,4.0,,1.0,,1.0,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,1.0,True,,,
10385367,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,yowissa,805123,EUR,841708800,F,11,11,False,18.0,13.0,1.0,,7.0,8.0,6.0,12.0,1.0,5.0,2.0,,,,,,75.0,37.0,6.7,16.0,0.0366,0.0,0.0050547,1,,,5.0,,5.0,,2.0,1.0,4.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,
10385367,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,True,24.0,19.0,2.0,2.0,5.0,6.0,14.0,21.0,,3.0,3.0,,,,,,53.0,34.0,6.8,10.0,0.0,0.0,0.0357685,0,,,2.0,,1.0,,2.0,1.0,1.0,,1.0,,,,,,,3.0,,,1.0,1.0,,,,,,,,,
10385367,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,,972421,EUR,982800000,F,23,23,True,5.0,1.0,,,,1.0,1.0,5.0,1.0,4.0,2.0,,,,,,15.0,17.0,7.2,8.0,0.0556,0.0,0.0006686,1,,,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,3.0,2.0,,,,,,,1.0,,
10385367,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,,826057,EUR,930182400,D,30,30,True,4.0,,3.0,,,2.0,,2.0,,,1.0,,,,,,16.0,6.0,6.4,5.0,0.0,0.0,1.35e-06,0,,,1.0,,,,,,1.0,,1.0,,,,,,,,Mads,Roerslev,,,,,,,,,,,
10385367,home,Brentford,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4631,M,,885864,EUR,883612800,M,15,15,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,1.0,3.0,,,,,,16.0,9.0,6.9,,0.0,0.0,0.00082031,0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,2.0,,,,,,,
10385367,home,Brentford,Sergi Canós,sergi-canos,S. Canós,M,7,173,366,M,,790833,EUR,854841600,F,7,7,True,4.0,2.0,1.0,,1.0,1.0,1.0,4.0,,1.0,,,,,,,16.0,7.0,6.5,3.0,0.0,0.0,0.0192168,0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10385367,home,Brentford,Matthew Cox,matthew-cox,M. Cox,G,1,183,149,M,,1065525,EUR,1051833600,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,Matthew Cox,,,,,,,,,,,,
