match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_wasFouled,stat_fouls,player_sofascoreId,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_lastManTackle,stat_ownGoals,stat_clearanceOffLine
14844293,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,40.0,13.0,35.0,8.0,0.0,6.0,9.0,7.0,31.0,1.0,5.0,2.0,2.0,90.0,44.0,6.5,27.0,0.00947231,69.338543722957,12.0,38.955,7.56,0.2373,1.0,0,-1.6422,0.06,0.02,-0.35,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,5,5,False,20.0,16.0,2.0,2.0,0.0,11.0,13.0,5.0,7.0,,1.0,,,45.0,23.0,5.8,4.0,0.00447687,44.799190538355,5.0,-8.295,9.975,,,0,,0.03,0.06,-0.5,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2685,M,846148,EUR,908323200,D,15,15,False,39.0,33.0,,,0.0,28.0,30.0,5.0,9.0,,5.0,,,90.0,58.0,6.5,9.0,0.00147892,84.077263932042,15.0,-8.61,6.09,,,1,,-0.08,0.02,-0.5,,1.0,7.0,1.0,10.0,9.0,1.0,,Nelsson,1.0,3.0,2.0,1.0,1.0,0.0315,-0.03,,,,,,,,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Nicolás Valentini,nicolas-valentini,N. Valentini,D,6,184,1144,M,1116570,EUR,986515200,D,6,6,False,47.0,39.0,5.0,2.0,0.0,24.0,27.0,15.0,20.0,,3.0,,,90.0,62.0,6.3,10.0,0.0970982,56.763344719068,11.0,22.785,8.4,,,0,,0.23,0.03,-0.49,,5.0,7.0,7.0,8.0,6.0,1.0,2.0,,,1.0,1.0,1.0,,,,Nicolás Valentini,,1.0,,,,,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Cheikh Niasse,niasse-cheikh,C. Niasse,M,36,188,1378,M,972523,EUR,948240000,M,36,36,False,16.0,10.0,2.0,1.0,0.0,4.0,4.0,6.0,12.0,,,,,77.0,31.0,6.8,8.0,0.0134047,24.037433231965,2.0,-5.775,8.82,,1.0,0,,0.08,-0.06,-0.11,,1.0,4.0,4.0,8.0,1.0,1.0,3.0,,,,3.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,8,8,False,12.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,7.0,,2.0,,,52.0,21.0,6.4,5.0,0.00164534,35.805822643783,4.0,2.415,5.565,,,0,,-0.04,0.07,-0.11,,2.0,,4.0,4.0,2.0,1.0,,,,,3.0,1.0,,,,,,,,,True,2.0,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,73,73,False,23.0,21.0,1.0,,0.0,12.0,12.0,9.0,11.0,,1.0,,,53.0,30.0,6.3,4.0,0.00899138,63.151048251326,9.0,-8.085,3.78,,,0,,0.08,0.04,-0.16,,3.0,1.0,6.0,3.0,1.0,,1.0,,,1.0,2.0,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
14844293,home,Hellas Verona,Antoine Bernede,antoine-bernede,A. Bernede,M,24,177,421,M,837080,EUR,927676800,M,24,24,False,40.0,30.0,2.0,,1.0,12.0,14.0,18.0,26.0,,10.0,,,90.0,53.0,7.1,13.0,0.0261331,173.34839922769,17.0,80.01,46.935,,2.0,1,,0.25,0.27,-0.14,,,1.0,2.0,5.0,1.0,2.0,,,1.0,,1.0,,1.0,0.0676,-0.1,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,70.879604691928,3.0,,,,,,,,,,
14844293,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,23.0,18.0,3.0,,0.0,11.0,12.0,7.0,11.0,1.0,3.0,,,90.0,43.0,6.5,15.0,0.196713,136.05679653881,15.0,21.42,27.195,,3.0,1,,0.11,0.14,-0.16,,,,,,2.0,,,,,1.0,,,,0.0279,-0.05,,,9.0,2.0,,,,,,,,54.193668686484,3.0,1.0,,,,,,,,,
14844293,home,Hellas Verona,Amin Sarr,sarr-amin,A. Sarr,F,9,190,942,M,1022204,EUR,984268800,F,9,9,False,21.0,16.0,1.0,,0.0,4.0,4.0,12.0,17.0,,2.0,,,82.0,36.0,6.7,10.0,0.0358847,71.653578118285,5.0,54.075,22.47,,,3,,0.11,0.28,0.13,,6.0,3.0,9.0,8.0,,1.0,2.0,,1.0,,1.0,1.0,4.0,0.3193,-0.18,,,,,,,,4.0,3.0,1.0,,45.084974088524,2.0,1.0,1.0,1.0,0.1915,,,,,,
