match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId
10407306,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184.0,77,M,986770,EUR,987465600,G,30,30,False,39.0,23.0,28.0,12.0,14.0,21.0,9.0,18.0,1.0,9.0,1.0,1.0,1.0,90.0,47.0,6.4,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,D,21,21,False,27.0,20.0,3.0,2.0,11.0,14.0,9.0,13.0,1.0,11.0,,,,90.0,47.0,6.8,10.0,1,4.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Noah Solheid,noah-solheid,N. Solheid,D,6,191.0,28,M,1388247,EUR,1057622400,D,70,70,False,31.0,27.0,1.0,1.0,20.0,23.0,7.0,8.0,3.0,3.0,,,,90.0,37.0,6.9,4.0,0,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Marvin Tshibuabua,marvin-tshibuabua,M. Tshibuabua,D,,190.0,40,M,966923,EUR,1010448000,D,4,4,False,31.0,24.0,8.0,4.0,21.0,22.0,3.0,9.0,2.0,2.0,,,,90.0,38.0,6.7,7.0,0,3.0,2.0,,,2.0,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Moustapha Mbow,moustapha-mbow,M. Mbow,D,5,187.0,1696,M,982319,EUR,952473600,D,99,99,False,54.0,41.0,11.0,4.0,37.0,41.0,4.0,13.0,4.0,5.0,,,,90.0,68.0,6.7,14.0,0,2.0,4.0,,,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186.0,53,M,893030,EUR,925171200,D,27,27,False,39.0,32.0,5.0,2.0,15.0,17.0,19.0,29.0,3.0,5.0,,,,90.0,70.0,6.8,17.0,1,4.0,3.0,,,,1.0,1.0,1.0,,,,1.0,3.0,,,1.0,,2.0,7.0,2.0,1.0,,,,,,,,,,,,,
10407306,home,RFC Seraing,Denys Bunchukov,denys-bunchukov,D. Bunchukov,M,6,,14,M,1395863,EUR,1056067200,M,28,28,False,31.0,19.0,3.0,2.0,7.0,7.0,12.0,24.0,,5.0,,,,84.0,44.0,6.2,17.0,2,14.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,Denys Bunchukov,,,5.0,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,
10407306,home,RFC Seraing,Valentin Guillaume,valentin-guillaume,V. Guillaume,M,14,183.0,14,M,1134596,EUR,987465600,M,14,14,False,25.0,17.0,1.0,1.0,6.0,6.0,11.0,23.0,,4.0,,,,82.0,37.0,6.5,16.0,0,4.0,2.0,,,1.0,,,2.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,4.0,,,1.0,1.0,,,,,,,,,,,
10407306,home,RFC Seraing,Abou Ba,abou-ba,A. Ba,M,,182.0,50,M,893798,EUR,901670400,M,20,20,False,41.0,34.0,3.0,1.0,22.0,23.0,12.0,18.0,1.0,4.0,,,,90.0,50.0,6.8,9.0,0,2.0,4.0,,,,,,2.0,1.0,,,,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Mathieu Cachbach,mathieu-cachbach,M. Cachbach,M,17,180.0,36,M,1127196,EUR,990576000,M,6,6,False,53.0,44.0,4.0,3.0,22.0,25.0,22.0,29.0,,6.0,,,,90.0,70.0,7.2,12.0,0,5.0,10.0,,,,3.0,,,2.0,Mathieu Cachbach,,,1.0,,2.0,3.0,3.0,4.0,1.0,,,1.0,,True,,,,,,,,,,
10407306,home,RFC Seraing,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190.0,1402,M,943593,EUR,885427200,F,10,10,False,25.0,14.0,,,7.0,8.0,7.0,17.0,,,,,,90.0,37.0,7.2,14.0,5,6.0,6.0,,1.0,,,,,1.0,,,,3.0,4.0,2.0,,,2.0,,,2.0,,,,2.0,1.0,1.0,,,,,,,
10407306,home,RFC Seraing,Noah Serwy,noah-serwy,N. Serwy,F,33,168.0,6,M,1134417,EUR,1045785600,F,52,52,True,1.0,1.0,,,,,2.0,2.0,,,,,,8.0,3.0,7.0,,1,,,,1.0,,,,,,Noah Serwy,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
10407306,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188.0,10,M,45907,EUR,467424000,M,23,23,True,4.0,3.0,1.0,,2.0,3.0,1.0,1.0,,1.0,,,,6.0,4.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Timothy Martin,timothy-martin,T. Martin,G,,190.0,29,M,1123609,EUR,985651200,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Timothy Martin,,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,John Nekadio,john-nekadio,J. Nekadio,D,3,194.0,67,M,1046475,EUR,1010275200,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,John,Nekadio,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Steve Mvoué,mvoue-steve,S. Mvoué,M,10,185.0,158,M,985969,EUR,1012608000,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Ejaita Ifoni,ifoni-ejaita,E. Ifoni,F,26,187.0,26,M,1174492,EUR,950400000,F,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Ejaita,Ifoni,,,,,,,,,,,,,,,,,,,,,,,
10407306,home,RFC Seraing,Vagner Dias,vagner-dias,V. Dias,F,,168.0,117,M,913191,EUR,821232000,F,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407306,away,KVC Westerlo,Sinan Bolat,sinan-bolat,S. Bolat,G,26,187.0,164,M,5920,EUR,589248000,G,1,1,False,22.0,22.0,,,22.0,22.0,,,,6.0,,,,90.0,28.0,6.8,,0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,3.0,,,,
10407306,away,KVC Westerlo,Pietro Perdichizzi,pietro-perdichizzi,P. Perdichizzi,D,2,182.0,26,M,105720,EUR,724464000,D,2,2,False,81.0,72.0,16.0,12.0,44.0,50.0,28.0,31.0,3.0,7.0,,,,90.0,94.0,6.9,12.0,0,2.0,4.0,,,3.0,,,1.0,1.0,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,1.0,,,
10407306,away,KVC Westerlo,Edisson Jordanov,edisson-jordanov,E. Jordanov,D,24,172.0,62,M,129922,EUR,739497600,D,32,32,False,67.0,56.0,9.0,6.0,27.0,28.0,30.0,43.0,1.0,6.0,,,,90.0,88.0,7.0,15.0,1,2.0,4.0,,,,2.0,2.0,1.0,2.0,,,,,1.0,,,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,
10407306,away,KVC Westerlo,Ravil Tagir,tagir-ravil,R. Tagir,D,28,185.0,250,M,992551,EUR,1052179200,D,24,24,False,86.0,76.0,10.0,8.0,44.0,46.0,32.0,40.0,2.0,4.0,,,,90.0,94.0,7.1,10.0,0,6.0,5.0,,,4.0,1.0,1.0,,2.0,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,
10407306,away,KVC Westerlo,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183.0,4477,M,997152,EUR,977443200,D,11,11,False,69.0,51.0,12.0,5.0,28.0,32.0,23.0,40.0,,11.0,,,,89.0,91.0,7.4,24.0,0,1.0,10.0,1.0,,1.0,2.0,1.0,2.0,,,,,,3.0,,2.0,2.0,3.0,3.0,,,1.0,,,,,,,,,,,,
10407306,away,KVC Westerlo,Nicolas Madsen,nicolas-madsen,N. Madsen,M,24,193.0,1189,M,938306,EUR,953251200,M,8,8,False,68.0,60.0,9.0,6.0,27.0,28.0,34.0,42.0,,6.0,,,,82.0,79.0,7.2,11.0,1,1.0,2.0,,,2.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
10407306,away,KVC Westerlo,Lukas Van Eenoo,lukas-van-eenoo,L. V. Eenoo,M,8,175.0,44,M,45880,EUR,665798400,M,7,7,False,61.0,53.0,9.0,8.0,24.0,27.0,29.0,36.0,,9.0,,,,90.0,74.0,7.0,12.0,1,3.0,5.0,1.0,,,3.0,2.0,2.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,,,,True,1.0,,,,,,,,,
10407306,away,KVC Westerlo,Yusuke Matsuo,yusuke-matsuo,Y. Matsuo,M,24,170.0,228,M,991209,EUR,869616000,M,79,79,False,23.0,17.0,3.0,2.0,3.0,5.0,15.0,20.0,,6.0,,,,90.0,33.0,7.5,11.0,1,2.0,1.0,,,,,,2.0,,,,,,,1.0,2.0,1.0,,2.0,1.0,1.0,4.0,1.0,,,,,,,,,1.0,1.0,
10407306,away,KVC Westerlo,Nacer Chadli,nacer-chadli,N. Chadli,M,,187.0,414,M,32492,EUR,618019200,M,5,5,False,11.0,9.0,,,1.0,1.0,8.0,11.0,,3.0,,,,45.0,17.0,5.9,5.0,0,6.0,1.0,3.0,,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,
10407306,away,KVC Westerlo,Thomas Van den Keybus,thomas-van-den-keybus,T. V. d. Keybus,M,39,179.0,112,M,997164,EUR,988156800,M,39,39,False,16.0,8.0,1.0,,4.0,4.0,4.0,12.0,,2.0,,,,45.0,26.0,6.5,12.0,2,3.0,3.0,,,1.0,,,2.0,2.0,,,,,1.0,1.0,,,2.0,,,1.0,,,,1.0,,,,,,,,,
