match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_penaltyMiss,stat_bigChanceCreated
12528218,home,Hatayspor,Erce Kardeşler,erce-kardesler,E. Kardeşler,G,31,186,93,M,758606,EUR,763603200,G,1,1,False,36.0,30.0,10.0,5.0,0.0,29.0,29.0,1.0,7.0,1.0,2.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,48.0,7.2,6.0,0.0007756,0,0.5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528218,home,Hatayspor,Kamil Ahmet Çörekçi,kamil-ahmet-corekci,K. A. Çörekçi,D,22,173,57,M,124728,EUR,696902400,D,2,2,False,59.0,52.0,4.0,3.0,0.0,34.0,36.0,18.0,25.0,2.0,6.0,2.0,14.0,1.0,,,,,,,,,90.0,79.0,6.5,12.0,0.00848047,0,,,,True,2.0,3.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
12528218,home,Hatayspor,Recep Burak Yılmaz,recep-burak-yilmaz,R. B. Yılmaz,D,15,185,31,M,904172,EUR,817430400,D,15,15,False,60.0,53.0,5.0,1.0,0.0,40.0,42.0,13.0,18.0,,,7.0,1.0,,,,,,,,,,90.0,71.0,6.1,7.0,0.00370423,0,,,,,,,1.0,1.0,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
12528218,home,Hatayspor,Cengiz Demir,demir-cengiz,C. Demir,D,5,186,15,M,1015360,EUR,987552000,D,27,27,False,75.0,64.0,11.0,5.0,0.0,52.0,57.0,12.0,18.0,,2.0,2.0,4.0,,,,,,,,,,90.0,83.0,6.5,11.0,0.0161693,0,,,,,,1.0,1.0,,,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
12528218,home,Hatayspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,88,88,False,39.0,35.0,2.0,1.0,0.0,19.0,20.0,18.0,23.0,,2.0,5.0,4.0,,,,,,,,,,90.0,74.0,5.9,20.0,0.0718197,1,,,,,4.0,,7.0,,3.0,5.0,2.0,,,,4.0,,,1.0,2.0,1.0,0.0256,,,,,,,,,
12528218,home,Hatayspor,Funsho Bamgboye,funsho-bamgboye,F. Bamgboye,M,7,173,115,M,822469,EUR,915840000,M,7,7,False,20.0,16.0,,,0.0,3.0,4.0,13.0,17.0,,2.0,,4.0,,,,,,,,,,45.0,31.0,6.4,9.0,0.015581,1,,,,,1.0,,5.0,1.0,2.0,4.0,2.0,1.0,,,,,,,,1.0,0.0169,,,,,,,,,
12528218,home,Hatayspor,Armin Hodžić,armin-hodzic,A. Hodžić,M,,188,68,M,928333,EUR,951782400,M,18,18,False,8.0,6.0,,,0.0,4.0,4.0,2.0,4.0,,2.0,,,2.0,,,,,,,,,45.0,16.0,6.1,7.0,0.00170872,0,,,,,,,6.0,3.0,1.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,
12528218,home,Hatayspor,Lamine Diack,lamine-diack,L. Diack,M,25,186,193,M,982317,EUR,974246400,M,17,17,False,55.0,45.0,4.0,1.0,0.0,22.0,27.0,23.0,28.0,,4.0,2.0,2.0,,,,,,,,,,90.0,65.0,6.6,10.0,0.0186999,0,,,,,,2.0,7.0,2.0,,2.0,2.0,2.0,2.0,2.0,,,,3.0,,,,1.0,,,,,,,,
12528218,home,Hatayspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,20,176,57,M,344225,EUR,788572800,M,6,6,False,25.0,23.0,4.0,4.0,0.0,14.0,15.0,9.0,10.0,,1.0,1.0,1.0,1.0,,,,,,,,,56.0,29.0,6.7,2.0,0.00297501,0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
12528218,home,Hatayspor,Joelson Fernandes,joelson-fernandes,J. Fernandes,M,11,172,481,M,1032547,EUR,1046390400,M,77,77,False,16.0,11.0,1.0,,0.0,5.0,7.0,6.0,11.0,,2.0,,2.0,2.0,,,,,,,,,74.0,22.0,6.6,8.0,0.0144907,1,,Joelson Mendes,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,0.0289,1.0,1.0,0.0774,,,,,,
