match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,stat_aerialWon,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_lastName,stat_bigChanceCreated,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13981433,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,,826064,EUR,922838400,F,21,21,True,3.0,1.0,,,0.0,,,1.0,3.0,,3.0,,,25.0,8.0,6.7,2.0,0.0029035,,0,,0.09,0.1,0.17,,,2.0,3.0,3.0,,,1.0,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,
13981433,home,Bologna,Thijs Dallinga,thijs-dallinga,T. Dallinga,F,24,190,2354,M,,905381,EUR,965260800,F,24,24,True,5.0,3.0,,,0.0,,,3.0,5.0,1.0,1.0,,,17.0,9.0,6.5,2.0,0.00160869,,2,,0.01,0.06,0.2,,,1.0,2.0,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,,2.0,,0.1404,-0.54,,,,,,,,,,,,
13981433,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,33,33,True,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,,,,,8.0,4.0,6.7,2.0,0.00034714,,0,,0.02,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
13981433,home,Bologna,Massimo Pessina,massimo-pessina,M. Pessina,G,25,186,392,M,,1530540,EUR,1198540800,G,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1364,M,,355486,EUR,863568000,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,372,M,,14718,EUR,580348800,D,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Federico Bernardeschi,federico-bernardeschi,F. Bernardeschi,M,10,185,3292,M,,294597,EUR,761270400,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Tommaso Corazza,corazza-tommaso,T. Corazza,M,27,174,263,M,,1137366,EUR,1088467200,D,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Benjamín Domínguez,benjamin-dominguez,B. Domínguez,M,30,172,3282,M,,1162611,EUR,1063929600,F,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Benjamín Domínguez,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1972,M,,907152,EUR,935452800,M,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Jesper Karlsson,jesper-karlsson,J. Karlsson,F,11,179,1272,M,,834597,EUR,901324800,F,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,home,Bologna,Jonathan Rowe,jonathan-rowe,J. Rowe,F,11,173,2307,M,,1065261,EUR,1051660800,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Jon Rowe,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,,599114,EUR,802569600,G,1,1,False,45.0,37.0,14.0,6.0,0.0,32.0,35.0,5.0,10.0,2.0,11.0,1.0,1.0,90.0,57.0,6.9,8.0,0.00159074,0.0954,0,-0.2371,0.09,0.02,-0.01,0.11,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0
13981433,away,Como,Ignace Van der Brempt,ignace-van-der-brempt,I. V. d. Brempt,D,77,187,738,M,,989186,EUR,1017619200,D,77,77,False,13.0,12.0,3.0,3.0,0.0,8.0,8.0,4.0,5.0,,1.0,,,27.0,18.0,7.0,1.0,0.0028661,,0,,0.08,-0.03,0.17,,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
13981433,away,Como,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13079,M,,1403348,EUR,1104969600,D,14,14,False,56.0,51.0,4.0,2.0,0.0,39.0,41.0,12.0,15.0,5.0,3.0,,,90.0,72.0,6.7,8.0,0.0209458,,2,,0.18,0.11,-0.03,,,3.0,7.0,7.0,,1.0,,,,1.0,2.0,1.0,2.0,,,5.0,3.0,,,1.0,0.0836,-0.45,,,,1.0,,,0.0113,,,,,
13981433,away,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,,226974,EUR,791251200,D,2,2,False,63.0,58.0,5.0,1.0,0.0,53.0,54.0,5.0,9.0,9.0,5.0,,,90.0,78.0,6.8,5.0,0.00232731,,1,,0.07,0.05,-0.1,,,2.0,3.0,5.0,1.0,,,,1.0,,1.0,1.0,,1.0,,3.0,,,,,0.0154,-0.03,,,,1.0,,,0.0108,,,,,
13981433,away,Como,Álex Valle,valle-alex,Á. Valle,D,3,178,6518,M,alexxv_5,1142238,EUR,1082851200,D,3,3,False,35.0,29.0,1.0,1.0,0.0,19.0,20.0,10.0,15.0,3.0,6.0,,,90.0,65.0,6.7,9.0,0.0210201,,1,,-0.12,0.09,0.13,,,,7.0,6.0,2.0,,,,1.0,1.0,5.0,3.0,2.0,,,1.0,6.0,,,1.0,0.0317,0.01,,,,,,,,,,,,
13981433,away,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,maxiperrone16,1086286,EUR,1041897600,M,23,23,False,24.0,22.0,,,0.0,13.0,14.0,9.0,10.0,1.0,3.0,,,45.0,29.0,6.5,2.0,0.00525991,,0,,-0.08,0.01,0.21,,,,3.0,2.0,,,,,,,2.0,2.0,,,Maximo Perrone,,3.0,,,,,,,,,,,,,,,,,
13981433,away,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,,911848,EUR,992044800,M,33,33,False,49.0,41.0,5.0,1.0,0.0,23.0,24.0,18.0,25.0,,3.0,,,81.0,60.0,6.6,14.0,0.0272176,,0,,0.01,-0.04,-0.03,,4.0,,1.0,3.0,,,2.0,1.0,,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,1.0,True,,,,,,,,,
13981433,away,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,,798147,EUR,791596800,M,31,31,False,17.0,11.0,1.0,1.0,0.0,6.0,7.0,5.0,10.0,,2.0,,,57.0,23.0,7.0,6.0,0.0628992,,1,,0.21,0.17,0.26,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,0.022,-0.16,,1.0,,,,,,,,,,
13981433,away,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,nicopaz1o,1171451,EUR,1094601600,M,10,10,False,37.0,27.0,2.0,,0.0,11.0,14.0,16.0,23.0,2.0,1.0,,,90.0,60.0,6.6,19.0,0.110691,,4,,0.24,0.26,0.13,,,1.0,10.0,7.0,,4.0,4.0,3.0,,,,,3.0,3.0,,1.0,4.0,,1.0,3.0,0.3469,-0.47,,3.0,,,,,,,,,,
13981433,away,Como,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4146,M,,1800245,EUR,1132531200,M,17,17,False,23.0,15.0,,,0.0,4.0,6.0,11.0,17.0,,4.0,,,90.0,44.0,6.5,19.0,0.269989,,3,,0.18,0.5,-0.1,,2.0,,6.0,4.0,1.0,2.0,4.0,1.0,,,2.0,1.0,4.0,1.0,,,,,2.0,1.0,0.1845,-0.58,1.0,2.0,,,,,,,,,,
13981433,away,Como,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,,894863,EUR,933552000,F,11,11,False,10.0,9.0,1.0,1.0,0.0,4.0,4.0,5.0,6.0,2.0,,,,57.0,23.0,6.3,7.0,0.00286706,,0,,-0.02,0.01,0.24,,,2.0,7.0,1.0,1.0,3.0,,,2.0,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
13981433,away,Como,Ivan Smolčić,ivan-smolcic,I. Smolčić,D,28,181,1381,M,,974581,EUR,966470400,D,28,28,True,29.0,21.0,5.0,2.0,0.0,13.0,16.0,8.0,13.0,,,,,63.0,49.0,6.7,12.0,0.017143,,0,,0.07,0.02,0.16,,2.0,2.0,3.0,3.0,,,,,2.0,3.0,2.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,2.0,,,,,,,,,,
13981433,away,Como,Sergi Roberto,sergi-roberto,S. Roberto,M,8,178,10482,M,sergiroberto,123976,EUR,697420800,M,8,8,True,35.0,31.0,,,0.0,20.0,21.0,11.0,14.0,,,,,45.0,40.0,6.6,4.0,0.0410766,,1,,0.05,0.04,-0.12,,1.0,,2.0,3.0,2.0,,,,,,,,,2.0,,1.0,,,1.0,,0.0103,-0.01,1.0,2.0,,,,,,,,,,
13981433,away,Como,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,7,7,True,10.0,6.0,,,0.0,3.0,5.0,3.0,5.0,1.0,,,,33.0,18.0,6.6,7.0,0.00354298,,0,,-0.13,-0.03,-0.02,,1.0,,,3.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Nicolas-Gerrit Kühn,nicolas-gerrit-kuhn,N. Kühn,F,19,174,2326,M,,877835,EUR,946684800,F,19,19,True,9.0,6.0,,,0.0,,,6.0,9.0,,2.0,,,33.0,10.0,6.4,4.0,0.013871,,0,,0.0,0.04,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Martin Baturina,martin-baturina,M. Baturina,M,20,172,10490,M,martinbaturina,1090019,EUR,1045353600,M,20,20,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,1.0,,,9.0,5.0,6.5,2.0,0.00116705,,0,,0.02,0.0,0.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Mauro Vigorito,mauro-vigorito,M. Vigorito,G,22,186,221,M,,41444,EUR,643334400,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Nikola Čavlina,nikola-cavlina,N. Čavlina,G,44,191,1045,M,,1063336,EUR,1022976000,G,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,,295133,EUR,752198400,D,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,,229740,EUR,710294400,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Jayden Addai,jayden-addai,J. Addai,M,42,176,2963,M,,1177723,EUR,1125014400,F,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981433,away,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,,859027,EUR,950572800,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
