match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalCross,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_goalAssist,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11274634,home,Inter Miami CF,Drake Callender,,,drake-callender,D. Callender,G,1,191,1710,M,1013934,EUR,876182400,G,1,1,False,29.0,22.0,13.0,7.0,19.0,24.0,3.0,5.0,1.0,1.0,9.0,2.0,1.0,3.0,90.0,40.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11274634,home,Inter Miami CF,DeAndre Yedlin,,,deandre-yedlin,D. Yedlin,M,2,175,591,M,314040,EUR,742176000,D,2,2,False,66.0,61.0,4.0,2.0,31.0,33.0,30.0,33.0,1.0,4.0,5.0,,,,90.0,77.0,7.0,5.0,0,True,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11274634,home,Inter Miami CF,Serhiy Kryvtsov,,,serhiy-kryvtsov,S. Kryvtsov,D,,186,470,M,45588,EUR,668995200,D,27,27,False,48.0,44.0,3.0,1.0,38.0,39.0,6.0,9.0,,,2.0,,,,90.0,55.0,6.6,5.0,0,,,1.0,,,,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11274634,home,Inter Miami CF,Kamal Miller,,,kamal-miller,K. Miller,D,4,183,362,M,934841,EUR,863740800,D,31,31,False,64.0,57.0,10.0,6.0,43.0,46.0,14.0,19.0,,2.0,6.0,,,,90.0,76.0,6.7,10.0,0,,1.0,3.0,1.0,,,2.0,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11274634,home,Inter Miami CF,Corentin Jean,,,corentin-jean,C. Jean,M,13,170,100,M,191178,EUR,805766400,M,14,14,False,36.0,34.0,2.0,2.0,12.0,14.0,22.0,22.0,,5.0,3.0,,,,90.0,45.0,7.0,4.0,0,,,3.0,,1.0,,1.0,,4.0,,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,
11274634,home,Inter Miami CF,Ian Fray,Ian Fray,,fray-ian,I. Fray,D,17,183,1135,M,1036290,EUR,1030752000,M,24,24,False,34.0,32.0,1.0,1.0,12.0,12.0,20.0,22.0,,5.0,1.0,,,,63.0,46.0,6.7,7.0,0,,,4.0,,5.0,3.0,2.0,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,
11274634,home,Inter Miami CF,Dixon Arroyo,,,dixon-arroyo,D. Arroyo,M,23,179,187,M,158407,EUR,707356800,M,3,3,False,44.0,38.0,7.0,5.0,19.0,22.0,19.0,22.0,,2.0,4.0,,,,90.0,54.0,6.9,7.0,0,,,3.0,2.0,,,3.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
11274634,home,Inter Miami CF,Robert Taylor,,,robert-taylor,R. Taylor,F,16,181,1355,M,290943,EUR,782697600,M,16,16,False,42.0,33.0,10.0,9.0,14.0,15.0,20.0,32.0,,2.0,2.0,,,,72.0,54.0,7.6,16.0,1,,,2.0,,2.0,1.0,,,1.0,,5.0,,,2.0,1.0,3.0,1.0,,1.0,1.0,1.0,,,,,,,
11274634,home,Inter Miami CF,Franco Negri,,,negri-franco,F. Negri,D,22,174,368,M,849138,EUR,793238400,M,33,33,False,48.0,39.0,7.0,4.0,19.0,20.0,20.0,30.0,,4.0,4.0,,,,78.0,69.0,7.2,14.0,2,,2.0,5.0,1.0,2.0,1.0,3.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,
11274634,home,Inter Miami CF,Leonardo Campana,,,leonardo-campana,L. Campana,F,9,187,3512,M,973557,EUR,964396800,F,9,9,False,23.0,19.0,2.0,2.0,8.0,8.0,11.0,15.0,1.0,3.0,1.0,,,,78.0,32.0,6.9,5.0,2,,1.0,3.0,,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,2.0,,,,leonardocampana,,,
11274634,home,Inter Miami CF,Josef Martínez,,,josef-martinez,J. Martínez,F,30,173,3054,M,133990,EUR,737769600,F,17,17,False,24.0,21.0,2.0,1.0,10.0,10.0,11.0,14.0,,3.0,2.0,,,,90.0,33.0,6.6,7.0,1,,1.0,2.0,,,,,,3.0,1.0,,,,2.0,1.0,,,,,,1.0,,,,,,,
