match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_bigChanceCreated,stat_totalContest,stat_totalOffside,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_outfielderBlock,stat_penaltyWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_lastManTackle,stat_penaltyConceded
12117249,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,30.0,17.0,20.0,7.0,0.0,13.0,14.0,4.0,16.0,1.0,11.0,1.0,1.0,3.0,90.0,42.0,6.8,13.0,0.00310933,1.0,0,-0.3687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,31.0,26.0,5.0,1.0,0.0,15.0,17.0,11.0,14.0,,4.0,,,,90.0,49.0,6.2,11.0,0.0177969,,0,,Agustín Giay,5.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,31.0,21.0,10.0,4.0,0.0,16.0,16.0,6.0,16.0,3.0,1.0,1.0,,,90.0,42.0,6.7,11.0,0.0294373,1.0,0,,,1.0,1.0,,5.0,1.0,1.0,,,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,30.0,24.0,2.0,,0.0,17.0,19.0,7.0,11.0,4.0,4.0,,,,90.0,42.0,7.0,7.0,0.102786,1.0,0,,,6.0,1.0,,5.0,1.0,1.0,4.0,,,,,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,D,16,16,False,30.0,25.0,1.0,1.0,0.0,10.0,12.0,16.0,19.0,2.0,3.0,1.0,,,90.0,52.0,6.6,11.0,0.0701328,,0,,,4.0,,,2.0,1.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,49.0,40.0,6.0,3.0,0.0,18.0,21.0,23.0,30.0,5.0,9.0,1.0,,,90.0,65.0,7.1,12.0,0.0568094,1.0,0,,,4.0,1.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12117249,home,Palmeiras,Fabinho,fabinho,Fabinho,M,5,178,1291,M,,1117513,EUR,1018310400,M,35,35,False,23.0,21.0,,,0.0,8.0,9.0,13.0,14.0,1.0,4.0,,,,82.0,30.0,6.6,3.0,0.0276932,,1,,,3.0,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,1.0,1.0,0.0224,0.0484,,,,,,,,,,,,,
12117249,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,27.0,25.0,5.0,3.0,0.0,10.0,10.0,17.0,24.0,3.0,3.0,2.0,,,89.0,50.0,8.5,10.0,0.109152,1.0,4,,,3.0,,,,1.0,1.0,2.0,,,7.0,2.0,,,,,,2.0,,1.0,2.0,1.6922,1.6008,2.0,2.0,1.0,,,,,,,,,,
12117249,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,False,25.0,23.0,1.0,1.0,0.0,9.0,9.0,15.0,18.0,1.0,3.0,1.0,,,74.0,34.0,7.4,6.0,0.0505271,2.0,0,,,1.0,,1.0,,,1.0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
12117249,home,Palmeiras,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6076,M,F_Andersoon,152276,EUR,734832000,M,9,9,False,27.0,22.0,1.0,,0.0,7.0,9.0,15.0,18.0,1.0,2.0,,,,74.0,40.0,6.6,9.0,0.348121,2.0,1,,,3.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,0.3864,,1.0,,,,1.0,,,,,,,,
