match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_lastManTackle,stat_errorLeadToAGoal,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_bigChanceMissed,stat_goals
14131871,home,Santa Clara,Wendel Silva,,,wendel-silva,W. Silva,F,29,177,442,M,937265,EUR,965174400,F,29,29,False,,5.0,4.0,,,0.0,2.0,2.0,2.0,3.0,,,,,73.0,19.0,6.6,5.0,0.00098901,,3,,-0.05,-0.57,0.14,,,,2.0,2.0,5.0,4.0,,3.0,2.0,,,,1.0,2.0,,,2.0,0.2359,-0.37,,,,1.0,,,,,,,,,,,,
14131871,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,True,,33.0,25.0,6.0,2.0,0.0,16.0,18.0,9.0,15.0,4.0,,,,45.0,39.0,6.7,8.0,0.00580044,,3,,0.05,0.16,-0.14,,,,,2.0,1.0,3.0,1.0,,2.0,,1.0,1.0,,,,,1.0,0.0991,-0.32,,,,,,,2.0,1.0,0.0917,,,,,,,
14131871,home,Santa Clara,Paulo Victor,Paulo Victor,,paulo-victor,P. Victor,D,64,180,200,M,1108505,EUR,987120000,D,64,64,True,,13.0,9.0,1.0,1.0,0.0,,2.0,9.0,11.0,1.0,,,,31.0,24.0,7.0,7.0,0.0049987,,0,,0.05,0.07,-0.02,,1.0,,,2.0,1.0,6.0,,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,
14131871,home,Santa Clara,Diogo Calila,,,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,D,2,2,True,,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,3.0,,,,31.0,20.0,6.9,2.0,0.0102987,,0,,0.08,0.19,0.15,,1.0,,,,2.0,3.0,,1.0,1.0,,,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
14131871,home,Santa Clara,Elias Manoel,Elias Manoel,,elias-manoel,E. Manoel,F,33,176,649,M,1066681,EUR,1007078400,F,7,7,True,,7.0,6.0,1.0,1.0,0.0,,,6.0,7.0,1.0,,,,17.0,11.0,6.6,2.0,0.00327806,,0,,-0.03,0.03,0.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,home,Santa Clara,João Costa,,,joao-costa,J. Costa,F,17,185,78,M,1511976,EUR,952387200,F,17,17,True,,,,,,0.0,,,,,,,,,17.0,2.0,6.7,,,,1,,,,0.13,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,0.1683,0.12,,,,,,,1.0,,0.4065,,,,,,,
14131871,home,Santa Clara,Neneca,,,neneca,Neneca,G,12,192,90,M,1186955,EUR,1061942400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,home,Santa Clara,José Tavares,José Tavares,,jose-tavares,J. Tavares,M,65,178,31,M,2155276,EUR,1054512000,M,65,65,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,home,Santa Clara,Henrique Pereira,,,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,home,Santa Clara,Brenner,,,brenner,Brenner,F,11,171,184,M,1799251,EUR,1009929600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,away,Moreirense,Caio,,,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,False,,36.0,24.0,16.0,4.0,0.0,22.0,24.0,2.0,12.0,9.0,1.0,3.0,3.0,90.0,49.0,7.7,13.0,0.0104769,0.4094,0,0.4981,0.13,-0.09,0.38,0.37,,,,,,1.0,,,3.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,3.0,3.0,,,
14131871,away,Moreirense,Dinis Pinto,Dinis Pinto,,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,,29.0,23.0,2.0,,1.0,13.0,17.0,10.0,12.0,6.0,,,,90.0,61.0,7.6,13.0,0.492061,,0,,0.33,0.28,0.27,,2.0,1.0,1.0,1.0,7.0,7.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,,,,,,1.0,,1.0,,,,,2.0,,,,,,
14131871,away,Moreirense,Marcelo,,,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,True,34.0,25.0,6.0,,0.0,24.0,27.0,1.0,7.0,3.0,,,,90.0,52.0,7.2,9.0,0.00038119,,0,,-0.05,0.15,0.56,,,,3.0,2.0,6.0,7.0,,,10.0,2.0,2.0,2.0,,3.0,3.0,,,,,,,,,,,,,,,,,,1.0,,
14131871,away,Moreirense,Maracás,,,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,,42.0,36.0,5.0,1.0,0.0,33.0,37.0,3.0,5.0,7.0,,,,90.0,58.0,7.2,7.0,0.00308573,,0,,0.0,0.03,0.47,,,,,4.0,3.0,5.0,1.0,,9.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,
14131871,away,Moreirense,Kiko,,,kiko,Kiko,D,27,180,151,M,1395583,EUR,1018915200,D,27,27,False,,39.0,26.0,9.0,1.0,0.0,14.0,21.0,12.0,18.0,1.0,,,,90.0,60.0,6.6,20.0,0.00919219,,0,,0.01,-0.1,-0.04,,2.0,1.0,2.0,2.0,5.0,6.0,1.0,2.0,3.0,,3.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,
14131871,away,Moreirense,Lawrence Ofori,,,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,,17.0,12.0,1.0,,0.0,6.0,9.0,6.0,8.0,1.0,,,,56.0,22.0,6.6,6.0,0.0129158,,0,,0.03,0.02,0.16,,,,1.0,,2.0,3.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,
14131871,away,Moreirense,Mateja Stjepanović,Mateja Stjepanovic,,mateja-stjepanovic,M. Stjepanović,M,8,185,313,M,1166006,EUR,1077235200,M,8,8,False,,38.0,34.0,3.0,2.0,0.0,20.0,21.0,14.0,17.0,4.0,,,,90.0,45.0,6.4,5.0,0.00610746,,1,,0.01,0.1,-0.05,,,,1.0,,3.0,,1.0,,2.0,3.0,,,1.0,,1.0,,1.0,0.0356,-0.16,,,,,,,,,,,,,,,,
14131871,away,Moreirense,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,M,10,10,False,,27.0,21.0,1.0,,0.0,4.0,8.0,17.0,19.0,2.0,,,,82.0,39.0,6.8,11.0,0.245236,,0,,-0.24,0.12,0.13,,1.0,,1.0,,7.0,6.0,1.0,3.0,1.0,,1.0,1.0,,4.0,1.0,2.0,,,,,,1.0,,2.0,,,,,1.0,,,,,,
14131871,away,Moreirense,Alan,,,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,,25.0,21.0,2.0,2.0,0.0,9.0,10.0,12.0,15.0,4.0,,,,90.0,39.0,6.8,9.0,0.00774766,,1,,0.05,0.06,-0.05,,1.0,,2.0,,6.0,5.0,1.0,1.0,,,2.0,1.0,2.0,2.0,1.0,,1.0,0.0595,0.0,,,1.0,,2.0,,,,,,,,,,,
14131871,away,Moreirense,Cedric Teguia,,,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,M,7,7,False,,21.0,14.0,4.0,,0.0,2.0,6.0,12.0,15.0,3.0,,,,82.0,30.0,6.3,11.0,0.00611511,,0,,0.1,0.16,-0.11,,2.0,,1.0,1.0,4.0,1.0,3.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,
14131871,away,Moreirense,Guilherme Schettine,,,guilherme-schettine,G. Schettine,F,95,178,325,M,856119,EUR,813283200,F,95,95,False,,16.0,13.0,,,0.0,3.0,4.0,10.0,12.0,2.0,,,,65.0,30.0,7.9,7.0,0.130851,,2,,0.31,0.29,-0.01,,,,,1.0,5.0,4.0,,2.0,,1.0,,,2.0,1.0,3.0,1.0,,1.0834,0.46,,,2.0,,2.0,2.0,2.0,,1.28,1.0,,,,,1.0,1.0
14131871,away,Moreirense,Rodrigo Alonso,,,rodrigo-alonso,R. Alonso,M,21,172,40,M,1142254,EUR,1041379200,M,21,21,True,,10.0,10.0,,,0.0,5.0,5.0,5.0,5.0,3.0,,,,34.0,16.0,6.7,3.0,0.00147821,,0,,0.01,0.06,0.17,,,,,,3.0,2.0,,2.0,,,,,1.0,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,
14131871,away,Moreirense,Yan Maranhão,Yan,,yan,Y. Maranhão,F,99,183,107,M,1188685,EUR,1031875200,F,99,99,True,,9.0,9.0,1.0,1.0,0.0,7.0,7.0,2.0,2.0,3.0,,,,25.0,15.0,7.1,,0.00045847,,1,,0.0,0.39,0.15,,,,2.0,,2.0,4.0,,1.0,,,,,,3.0,,,1.0,0.3408,-0.56,,,1.0,,,,,,,,,,,,1.0,
14131871,away,Moreirense,Gilberto Batista,,,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,7.0,4.0,1.0,,0.0,3.0,4.0,1.0,3.0,1.0,,,,8.0,7.0,6.7,3.0,0.0006184,,0,,0.01,-0.02,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,away,Moreirense,Joel Jorquera,Joel,Jorquera,joel-jorquera,J. Jorquera,M,19,171,23,M,1084416,EUR,946684800,F,19,19,True,,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,8.0,11.0,6.3,4.0,0.00383524,,0,,-0.04,0.06,-0.01,,,,2.0,,6.0,2.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,
14131871,away,Moreirense,Mika,,,mika,Mika,G,16,195,33,M,107264,EUR,668390400,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,away,Moreirense,André Ferreira,,,andre-ferreira,A. Ferreira,G,13,193,225,M,788197,EUR,833328000,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,away,Moreirense,Álvaro Martínez,,,alvaro-martinez,Á. Martínez,D,17,181,50,M,1175474,EUR,1020470400,D,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131871,away,Moreirense,Afonso Assis,,,afonso-assis,A. Assis,M,25,180,55,M,2030567,EUR,1152921600,M,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
