match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_shotOffTarget,stat_dispossessed,stat_wonContest,stat_goals,stat_totalOffside,captain,stat_goalAssist,stat_clearanceOffLine,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_hitWoodwork
11451071,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,30.0,27.0,6.0,3.0,25.0,26.0,2.0,4.0,2.0,7.0,1.0,6.0,7.0,2.0,90.0,43.0,7.5,3.0,0.00089002,0,-1.2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451071,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,29.0,25.0,3.0,2.0,15.0,17.0,11.0,15.0,2.0,8.0,,,,,90.0,48.0,6.6,9.0,0.283796,0,,,,21,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11451071,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,70.0,55.0,12.0,4.0,45.0,47.0,10.0,23.0,2.0,6.0,,,,,90.0,79.0,6.2,15.0,0.00365359,2,,,,3,,,2.0,,,,,2.0,,2.0,,3.0,3.0,1.0,1.0,1.0,0.1352,,,,,,,,,,,,,,,
11451071,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,41.0,31.0,8.0,3.0,27.0,31.0,4.0,10.0,8.0,5.0,,,,,75.0,55.0,6.7,10.0,0.00181699,0,,,,21,,,3.0,,,,2.0,,,,,4.0,6.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,
11451071,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,18.0,17.0,2.0,1.0,9.0,9.0,8.0,10.0,2.0,1.0,,,,,83.0,30.0,6.2,3.0,0.0143854,0,,,,66,1.0,,4.0,2.0,,,,2.0,1.0,1.0,,,3.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,
11451071,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,33.0,29.0,2.0,,19.0,19.0,10.0,14.0,2.0,1.0,,,,,75.0,43.0,6.5,5.0,0.00799542,2,,,,24,,,6.0,3.0,,,1.0,,1.0,3.0,1.0,,2.0,,,,0.105,,2.0,2.0,,2.0,,,,,,,,,,
11451071,home,İstanbulspor,Florian Loshaj,florian-loshaj,F. Loshaj,M,174,152,M,831407,EUR,839894400,M,34,34,False,34.0,28.0,6.0,3.0,17.0,17.0,12.0,20.0,1.0,7.0,,,,,90.0,55.0,7.1,12.0,0.169569,3,,,,10,3.0,1.0,7.0,3.0,,1.0,,,3.0,1.0,1.0,,6.0,,,,0.0672,2.0,4.0,3.0,2.0,3.0,1.0,,,,,,,,,
11451071,home,İstanbulspor,Alassane Ndao,ndao-alassane,A. Ndao,M,176,333,M,1016033,EUR,851040000,M,18,18,False,24.0,19.0,2.0,1.0,6.0,6.0,13.0,19.0,,2.0,,,,,90.0,45.0,7.1,15.0,0.599905,1,,,,,1.0,,4.0,,3.0,1.0,,1.0,6.0,2.0,2.0,,1.0,,1.0,,0.3355,,,,,,1.0,1.0,1.0,2.0,,,,,,
11451071,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,False,39.0,31.0,3.0,1.0,10.0,13.0,22.0,27.0,1.0,5.0,,,,,90.0,56.0,7.4,14.0,0.128435,2,,,,8,1.0,1.0,10.0,2.0,3.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,0.2064,2.0,,,,,1.0,,1.0,,True,1.0,,,,
11451071,home,İstanbulspor,Jackson,jackson,Jackson,M,178,61,M,911351,EUR,924912000,M,99,99,False,14.0,8.0,4.0,1.0,,1.0,8.0,13.0,,3.0,,,,,45.0,24.0,5.9,9.0,0.0175335,2,,,,,,,5.0,,4.0,,1.0,1.0,,,,1.0,2.0,2.0,1.0,,1.1684,2.0,,,,1.0,,1.0,,,,,,,,
11451071,home,İstanbulspor,Djakaridja Junior Traoré,djakaridja-traore,D. J. Traoré,F,193,31,M,1415021,EUR,902016000,F,88,88,False,12.0,10.0,,,5.0,7.0,5.0,5.0,1.0,3.0,,,,,45.0,15.0,6.7,4.0,0.110662,0,,,,,,,2.0,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,
11451071,home,İstanbulspor,Mendy Mamadou,mendy-mamadou,M. Mamadou,M,185,525,M,929718,EUR,907459200,F,12,12,True,11.0,8.0,2.0,1.0,3.0,4.0,5.0,8.0,1.0,1.0,,,,,45.0,24.0,6.6,10.0,0.0239734,0,,,,66,1.0,,3.0,,,,1.0,1.0,2.0,,,1.0,2.0,,,,,1.0,1.0,1.0,,,2.0,,,,,,,,,
11451071,home,İstanbulspor,Emir Kaan Gültekin,emir-kaan-gultekin,E. K. Gültekin,F,180,80,M,903714,EUR,970444800,F,19,19,True,11.0,10.0,1.0,1.0,4.0,5.0,6.0,7.0,,1.0,,,,,45.0,23.0,6.5,4.0,0.0106586,2,,,,9,1.0,,1.0,,2.0,,,1.0,,,,,3.0,1.0,1.0,,0.4153,,,,2.0,1.0,,1.0,,,,,,,,
11451071,home,İstanbulspor,Tunahan Samdanli,samdanli-tunahan,T. Samdanli,M,185,4,M,1142909,EUR,1111104000,M,41,41,True,6.0,5.0,,,1.0,2.0,4.0,4.0,,1.0,,,,,15.0,10.0,6.1,3.0,0.00587144,0,,,,41,,,3.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,
11451071,home,İstanbulspor,Giannelli Imbula,giannelli-imbula,G. Imbula,M,183,106,M,96702,EUR,716256000,M,16,16,True,12.0,11.0,1.0,1.0,8.0,9.0,3.0,3.0,1.0,6.0,,,,,15.0,17.0,6.7,2.0,0.00387369,0,,,,,,,1.0,,2.0,,,,,,,,3.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,
11451071,home,İstanbulspor,Kubilay Koylu,koylu-kubilay,K. Koylu,F,177,5,M,1084572,EUR,925776000,F,11,11,True,7.0,5.0,1.0,,2.0,2.0,3.0,6.0,,1.0,,,,,13.0,11.0,7.2,4.0,0.0941158,0,,Kubilay Koylu,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,
11451071,home,İstanbulspor,Alp Arda,alp-arda,A. Arda,G,192,35,M,999485,EUR,802483200,G,59,59,True,,,,,,,,,,,,,,,,,,,,0,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451071,home,İstanbulspor,Özcan Şahan,sahan-ozcan,Ö. Şahan,D,176,17,M,1170353,EUR,915753600,F,20,20,True,,,,,,,,,,,,,,,,,,,,0,,Özcan Sahan,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451071,home,İstanbulspor,Bartu Kırtaş,kirtas-bartu,B. Kırtaş,D,182,7,M,1409047,EUR,1075334400,D,28,28,True,,,,,,,,,,,,,,,,,,,,0,,Bartu Kirtas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
