match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_sofascoreId,captain,stat_aerialWon,stat_challengeLost,stat_keyPass,stat_outfielderBlock,stat_shotOffTarget,stat_totalOffside,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAGoal
12499496,home,Bayer 04 Leverkusen,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,False,34.0,30.0,8.0,4.0,0.0,28.0,31.0,2.0,3.0,1.0,1.0,1.0,11.0,1.0,1.0,2.0,1.0,90.0,42.0,7.1,4.0,0.00033122,0,0.2294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Arthur,Arthur,,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,False,32.0,27.0,1.0,,0.0,15.0,16.0,13.0,17.0,3.0,6.0,3.0,3.0,,,,,86.0,51.0,6.6,8.0,0.0865819,1,,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0626,,,,,,,,,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Jonathan Tah,,,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,55.0,53.0,3.0,2.0,0.0,33.0,33.0,20.0,22.0,,1.0,4.0,4.0,,,,,90.0,62.0,7.3,3.0,0.0133615,0,,,,3.0,,,,1.0,1.0,1.0,,,,jonatah,True,2.0,1.0,1.0,,,,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Edmond Tapsoba,,,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,66.0,58.0,4.0,2.0,0.0,40.0,44.0,18.0,22.0,,2.0,7.0,5.0,1.0,,,,90.0,79.0,7.3,9.0,0.0111157,0,,,,3.0,,,,,,1.0,,2.0,,edmondtapsoba,,3.0,,,3.0,,,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,D,20,20,False,43.0,34.0,2.0,,0.0,24.0,28.0,11.0,19.0,,,4.0,1.0,1.0,,,,90.0,67.0,7.0,15.0,0.139003,3,,4.0,1.0,1.0,,,1.0,,,2.0,,,0.0881,grimaldo35,,1.0,,2.0,,2.0,1.0,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Nathan Tella,,,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,False,12.0,9.0,2.0,,1.0,2.0,2.0,8.0,13.0,3.0,6.0,1.0,1.0,,,,,64.0,24.0,6.9,8.0,0.230149,1,,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,,2.0,0.0595,,,,,1.0,1.0,,1.0,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,80.0,75.0,5.0,4.0,0.0,41.0,44.0,34.0,36.0,1.0,2.0,1.0,11.0,,,,,90.0,86.0,7.5,5.0,0.251106,1,,,,3.0,,,1.0,2.0,1.0,,1.0,,0.0552,Granit_Xhaka,,,1.0,2.0,,,,,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Robert Andrich,,,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,65.0,55.0,7.0,4.0,0.0,29.0,32.0,26.0,33.0,,3.0,1.0,3.0,,,,,90.0,75.0,7.1,10.0,0.103259,0,,,,4.0,,,,1.0,,,2.0,3.0,,,,1.0,,1.0,,,,3.0,,,,,,,,,,
12499496,home,Bayer 04 Leverkusen,Emiliano Buendía,,,emiliano-buendia,E. Buendía,M,10,170,7661,M,783126,EUR,851472000,M,16,16,False,25.0,19.0,,,0.0,12.0,13.0,7.0,12.0,,2.0,,4.0,,,,,64.0,36.0,7.9,8.0,0.151398,2,,,,6.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,0.0918,EM10Buendia,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,0.6199,,,,,,
12499496,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,41.0,35.0,1.0,1.0,0.0,13.0,14.0,22.0,29.0,,6.0,,2.0,,,,,82.0,64.0,7.0,20.0,0.0693382,2,,2.0,,4.0,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.0676,FWirtz,,1.0,,1.0,,,,,1.0,2.0,,0.1326,,,,,,
