match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateLongBalls,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_penaltyConceded,stat_challengeLost,stat_wonTackle,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,captain,stat_penaltyWon,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal
14566582,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190.0,13900,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,False,12.0,11.0,1.0,0.0,11.0,12.0,4.0,1.0,2.0,1.0,90.0,14.0,6.4,1.0,7.353e-05,19.332,4.60349,0.0,0,-0.342,0.02,0.02,-0.11,3.29,1.17,0.13,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566582,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178.0,79211,M,MoisesCaicedo55,987650,EUR,1004659200,D,25,25,False,44.0,42.0,,0.0,13.0,13.0,,,,,49.0,53.0,7.4,3.0,0.0149338,26.64,5.00907,2.0,2,,0.03,0.09,-0.17,1.64,2.42,0.68,0.23,0.04,,,29.0,31.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0654,0.1096,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566582,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186.0,14575,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,78.0,74.0,1.0,1.0,20.0,22.0,10.0,,,,90.0,91.0,7.4,4.0,0.202498,28.656,8.88847,7.0,1,,0.61,0.31,-0.13,3.2,4.33,0.86,0.34,0.16,,,54.0,56.0,3.0,5.0,3.0,,,,,,3.0,0.0684,,-0.51,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,
14566582,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196.0,10512,M,tosinadarabioyo,352668,EUR,875059200,D,4,4,False,44.0,42.0,3.0,0.0,20.0,21.0,,,,,45.0,49.0,6.5,2.0,0.0176981,27.648,4.11463,2.0,0,,0.19,0.1,-0.23,1.57,1.9,0.44,0.15,0.05,,,22.0,23.0,1.0,1.0,2.0,,,,,,1.0,,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14566582,home,Chelsea,Jorrel Hato,jorrel-hato,J. Hato,D,21,182.0,15506,M,,1153079,EUR,1141689600,D,21,21,False,63.0,60.0,1.0,0.0,17.0,18.0,6.0,,,,90.0,75.0,6.8,4.0,0.046345,31.752,9.55057,12.0,1,,-0.07,0.3,-0.19,3.54,4.2,1.06,0.45,0.3,,,43.0,45.0,4.0,4.0,7.0,,,,,,1.0,0.0485,,-0.29,,1.0,,1.0,3.0,,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,
14566582,home,Chelsea,Facundo Buonanotte,facundo-buonanotte,F. Buonanotte,M,40,174.0,18001,M,facubuonanotte_,1117025,EUR,1103760000,M,40,40,False,36.0,28.0,1.0,0.0,6.0,6.0,5.0,,,,90.0,54.0,6.8,16.0,0.18479,29.7,11.39754,7.0,1,,0.27,0.27,-0.08,3.07,5.64,1.88,0.61,0.19,Facundo Buonanotte,,22.0,30.0,1.0,6.0,6.0,2.0,,,,2.0,1.0,0.1251,,-0.37,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,3.0,2.0,4.0,,,,,,,,,,,
14566582,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181.0,16632,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,51.0,48.0,2.0,0.0,13.0,13.0,5.0,,,,66.0,61.0,6.9,6.0,0.257044,28.224,7.07715,5.0,1,,0.26,0.13,-0.06,2.29,3.58,0.8,0.31,0.1,Romeo Lavia,,35.0,38.0,,3.0,2.0,2.0,,,,,1.0,0.0384,,-0.11,1.0,,,1.0,,1.0,1.0,,2.0,,,1.0,,,,1.0,,,,,,,,,,,
14566582,home,Chelsea,Enzo Fernández,enzo-fernandez,E. Fernández,M,8,177.0,120639,M,Enzo8,974505,EUR,979689600,M,8,8,False,20.0,18.0,2.0,0.0,7.0,7.0,,,,,45.0,30.0,7.5,6.0,0.19675,27.072,5.21496,3.0,1,,0.16,0.12,-0.1,1.58,2.4,0.83,0.34,0.07,,,11.0,13.0,,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,0.7884,0.8781,0.32,2.0,,1.0,,,,2.0,,1.0,,1.0,,1.0,,,1.0,True,1.0,,,,,,,,,
14566582,home,Chelsea,Estêvão,estevao,Estêvão,M,41,176.0,196577,M,Estêvão,1597265,EUR,1177372800,F,41,41,False,37.0,34.0,1.0,0.0,2.0,2.0,1.0,,,,90.0,70.0,6.9,20.0,0.174742,26.712,10.20473,4.0,8,,-0.23,0.52,-0.02,3.47,4.54,1.59,0.52,0.08,Estêvão,,32.0,35.0,,9.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.6577,1.1104,0.01,1.0,,,2.0,,1.0,2.0,,,,,,10.0,6.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,
14566582,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187.0,28341,M,marcguiu9,1414933,EUR,1136332800,F,38,38,False,3.0,3.0,,0.0,1.0,1.0,,,,,45.0,7.0,7.6,1.0,0.00427974,30.348,4.64718,7.0,2,,0.02,,0.0,1.65,2.14,0.43,0.26,0.17,,,2.0,2.0,,1.0,,,,2.0,1.0,,,0.6527,0.8071,0.55,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,
