match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_goals,stat_totalOffside,captain,stat_lastManTackle,stat_punches,stat_clearanceOffLine,stat_penaltyWon
12624442,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,32.0,21.0,14.0,4.0,0.0,18.0,22.0,3.0,10.0,1.0,15.0,2.0,2.0,1.0,5.0,90.0,51.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624442,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,34.0,27.0,6.0,2.0,0.0,17.0,21.0,11.0,14.0,3.0,3.0,,,,,90.0,64.0,6.5,13.0,0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12624442,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,,945063,EUR,957312000,D,3,3,False,30.0,26.0,2.0,2.0,0.0,21.0,24.0,5.0,6.0,6.0,8.0,,,,,90.0,53.0,7.1,6.0,1,,,3.0,1.0,5.0,6.0,,3.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12624442,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181.0,549,M,,328829,EUR,694483200,D,4,4,False,31.0,29.0,6.0,4.0,0.0,20.0,20.0,9.0,11.0,3.0,1.0,,,,,52.0,35.0,5.7,2.0,0,,,,,3.0,1.0,,,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,
12624442,home,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169.0,71,M,,1385284,EUR,1007337600,D,50,50,False,27.0,23.0,1.0,,0.0,13.0,15.0,10.0,12.0,,4.0,,,,,90.0,41.0,6.1,8.0,0,,,1.0,,6.0,3.0,,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,,,
12624442,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,53.0,46.0,6.0,4.0,0.0,19.0,21.0,28.0,34.0,,7.0,,,,,90.0,69.0,7.1,11.0,3,2.0,1.0,1.0,,3.0,4.0,,,4.0,1.0,,,2.0,,,,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,
12624442,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183.0,1000,M,,925947,EUR,857433600,M,19,19,False,43.0,35.0,4.0,2.0,0.0,17.0,21.0,18.0,22.0,1.0,6.0,,,,,90.0,54.0,6.9,11.0,1,,,,,2.0,2.0,,,,,,,1.0,1.0,2.0,2.0,,,1.0,2.0,,1.0,1.0,,,,,,,,
12624442,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,24.0,18.0,,,0.0,7.0,8.0,13.0,19.0,,9.0,,,,,90.0,48.0,6.9,18.0,0,3.0,2.0,2.0,2.0,12.0,10.0,1.0,,4.0,3.0,,3.0,,4.0,6.0,1.0,,,,3.0,,,2.0,1.0,,,,,,,
12624442,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168.0,1412,M,,1130539,EUR,989798400,M,23,23,False,33.0,26.0,,,0.0,7.0,8.0,19.0,26.0,1.0,2.0,,,,,54.0,43.0,7.3,10.0,1,1.0,,1.0,1.0,6.0,4.0,,1.0,2.0,1.0,,,4.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,,
12624442,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,19.0,16.0,,,0.0,5.0,5.0,12.0,17.0,,4.0,,,,,71.0,38.0,7.2,11.0,0,3.0,1.0,,,5.0,8.0,2.0,1.0,3.0,2.0,,1.0,,1.0,6.0,4.0,,,,1.0,,,3.0,1.0,,1.0,,,,,
