match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_dispossessed,stat_bigChanceCreated,stat_goals,captain,stat_hitWoodwork
11450177,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,43.0,33.0,16.0,8.0,29.0,32.0,4.0,11.0,7.0,2.0,1.0,2.0,1.0,1.0,90.0,54.0,7.1,10.0,0.00095924,0,-0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450177,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,49.0,41.0,9.0,5.0,25.0,27.0,16.0,22.0,3.0,,,,,,89.0,68.0,7.3,10.0,0.0762453,0,,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11450177,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,2,2,False,59.0,52.0,8.0,2.0,46.0,48.0,6.0,11.0,8.0,,,,,,90.0,69.0,6.8,7.0,0.0033188,1,,6.0,2.0,1.0,,,4.0,2.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,1.0,0.036,,,,,,,,,,,,
11450177,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,47.0,35.0,5.0,,29.0,34.0,6.0,13.0,2.0,,,,,,90.0,57.0,6.8,13.0,0.0092226,2,,3.0,5.0,,,,2.0,,1.0,,1.0,,2.0,1.0,4.0,1.0,2.0,,0.302,1.0,1.0,1.0,1.0,,,,,,,,
11450177,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,50.0,34.0,17.0,9.0,17.0,25.0,18.0,31.0,3.0,,,,,,90.0,73.0,6.5,25.0,0.0967655,1,,3.0,1.0,,2.0,,1.0,2.0,,,1.0,,,1.0,1.0,,1.0,,0.0135,,,1.0,,6.0,1.0,,,,,,
11450177,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,37.0,29.0,5.0,3.0,22.0,27.0,7.0,11.0,8.0,,,,,,77.0,55.0,7.1,11.0,0.0073448,1,,5.0,2.0,,1.0,,1.0,5.0,,,1.0,,,3.0,2.0,,1.0,,0.0401,,,,1.0,1.0,,1.0,,,,,
11450177,home,Alanyaspor,Leroy Fer,,,leroy-fer,L. Fer,M,8,188,136,M,31821,EUR,631497600,M,8,8,False,57.0,49.0,5.0,3.0,35.0,40.0,14.0,17.0,4.0,,,,,,90.0,79.0,7.4,13.0,0.185898,0,,8.0,11.0,1.0,4.0,2.0,3.0,,5.0,4.0,2.0,3.0,1.0,2.0,1.0,,2.0,,,,,,1.0,,,,1.0,,,,
11450177,home,Alanyaspor,Oğuz Aydın,,,oguz-aydin,O. Aydın,M,70,183,3374,M,999396,EUR,972604800,M,11,11,False,41.0,33.0,2.0,1.0,11.0,12.0,24.0,35.0,5.0,,,,,,89.0,65.0,8.5,21.0,0.641116,3,,7.0,5.0,,6.0,2.0,,,1.0,1.0,4.0,2.0,3.0,2.0,,1.0,,1.0,0.3115,1.0,,,,6.0,2.0,2.0,1.0,2.0,1.0,,
11450177,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,160,M,233370,EUR,742262400,M,10,10,False,18.0,17.0,2.0,1.0,10.0,10.0,8.0,10.0,3.0,,,,,,89.0,33.0,6.7,9.0,0.0242823,1,,6.0,5.0,,4.0,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,,0.0536,,,,,2.0,1.0,1.0,1.0,,,,
11450177,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,25.0,21.0,,,13.0,16.0,9.0,10.0,6.0,,,,,,89.0,41.0,8.0,7.0,0.0803952,3,,4.0,5.0,,3.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,1.0,,2.0,1.0,1.0,0.8068,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,,
