match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,captain,stat_totalClearance,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyConceded
14613405,home,Fenerbahçe,Cenk Tosun,cenk-tosun,C. Tosun,F,23,183,2904,M,72127,EUR,676252800,F,23,23,True,5.0,5.0,,,1.0,1.0,1.0,4.0,4.0,1.0,3.0,,,,,,19.0,9.0,7.5,,0.316194,1,,0.35,-0.02,0.15,,,,,1.0,1.0,1.0,1.0,,,,,,,,0.1601,,1.0,0.03,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,836683,EUR,923097600,D,18,18,True,6.0,4.0,,,0.0,3.0,3.0,1.0,3.0,,1.0,,,,,,8.0,10.0,6.2,3.0,0.00034929,0,,-0.01,0.0,-0.14,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Tarık Çetin,tarik-cetin,T. Çetin,G,13,193,862,M,913985,EUR,852681600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Yiğit Efe Demir,yigit-efe-demir,Y. E. Demir,D,14,194,1161,M,1133200,EUR,1091404800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4168,M,758608,EUR,832809600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,soyuncu_caglar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Bartuğ Elmaz,bartug-elmaz,B. Elmaz,M,6,179,1215,M,997165,EUR,1045612800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,home,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Ertuğrul Taşkıran,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,21.0,16.0,8.0,3.0,0.0,15.0,18.0,1.0,3.0,,,8.0,,,,,90.0,32.0,7.6,5.0,0.00021816,0,0.6478,0.09,0.0,-0.14,0.62,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,3.0,1.0,1.0,4.0,0.8406,,,,
14613405,away,Alanyaspor,Nuno Lima,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,False,40.0,33.0,7.0,3.0,0.0,20.0,26.0,13.0,14.0,2.0,2.0,2.0,,,,,90.0,49.0,7.2,7.0,0.00485056,0,,0.17,0.03,-0.02,,,,,1.0,,,,,,,,,,,,,,,,6.0,,Nuno Lima,,1.0,,,,,,,,,,,,,,1.0,2.0,,
14613405,away,Alanyaspor,Fidan Aliti,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,37.0,34.0,2.0,,0.0,28.0,29.0,6.0,8.0,2.0,3.0,3.0,,,,,90.0,53.0,6.3,4.0,0.00240342,0,,0.04,0.03,-0.25,,,,,4.0,,,,,,4.0,1.0,1.0,,1.0,,,,,True,6.0,,,,2.0,1.0,,,,,,,,,,,,,,1.0,,
14613405,away,Alanyaspor,Ümit Akdağ,umit-akdag,Ü. Akdağ,D,50,192,604,M,1215071,EUR,1065398400,D,50,50,False,56.0,39.0,11.0,6.0,0.0,31.0,40.0,8.0,16.0,3.0,7.0,6.0,,,,,90.0,77.0,6.9,21.0,0.0115649,0,,0.11,0.21,0.29,,,,,6.0,,,,,,3.0,1.0,1.0,2.0,3.0,,,,,,8.0,3.0,Umit Akdag,,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,
14613405,away,Alanyaspor,Enes Keskin,enes-keskin,E. Keskin,M,8,185,32,M,897168,EUR,991526400,M,8,8,False,28.0,25.0,2.0,2.0,0.0,16.0,19.0,9.0,9.0,1.0,4.0,1.0,,,,,82.0,59.0,6.8,7.0,0.0373527,0,,0.21,0.09,-0.09,,,2.0,1.0,1.0,,,,,,2.0,3.0,3.0,2.0,1.0,,,,,,4.0,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0
14613405,away,Alanyaspor,Gaius Makouta,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,38.0,30.0,5.0,1.0,0.0,21.0,25.0,9.0,13.0,2.0,3.0,7.0,,,,,82.0,45.0,6.3,12.0,0.00379608,0,,-0.01,0.09,-0.08,,,1.0,,4.0,3.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
14613405,away,Alanyaspor,Maestro,maestro,Maestro,M,58,173,1198,M,1002146,EUR,1059955200,M,58,58,False,43.0,39.0,2.0,1.0,0.0,23.0,24.0,16.0,19.0,,4.0,8.0,,,,,90.0,61.0,6.7,9.0,0.0128563,1,,-0.09,0.55,-0.03,,,,,4.0,1.0,,,,,,2.0,2.0,1.0,,0.0505,,1.0,-0.36,,1.0,2.0,,,,,1.0,,3.0,,,,,,,,,,,1.0,,
14613405,away,Alanyaspor,Yusuf Özdemir,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,18.0,10.0,4.0,,0.0,7.0,9.0,3.0,9.0,,3.0,3.0,,,,,90.0,36.0,7.5,11.0,0.0563375,1,,-0.01,-0.07,-0.1,,,2.0,1.0,3.0,,,,1.0,1.0,1.0,3.0,,1.0,1.0,0.0832,0.0205,1.0,0.52,,1.0,,Yusuf Ozdemir,,,2.0,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Ibrahim Kaya,ibrahim-kaya,İ. Kaya,M,27,184,83,M,996405,EUR,984096000,F,27,27,False,10.0,6.0,2.0,,0.0,2.0,4.0,4.0,6.0,,3.0,2.0,,,,,67.0,24.0,7.7,11.0,0.00116523,2,,0.0,0.23,0.13,,,2.0,,3.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,,0.2911,0.3242,,0.49,,,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,
14613405,away,Alanyaspor,Ui-Jo Hwang,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,False,7.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,,2.0,2.0,,,,,74.0,23.0,6.9,7.0,0.0390733,0,,0.27,-0.02,0.13,,,,,4.0,3.0,,1.0,,,,,,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Uchenna Ogundu,uchenna-ogundu,U. Ogundu,F,22,188,410,M,1996846,EUR,1147392000,F,22,22,False,12.0,8.0,,,0.0,4.0,5.0,4.0,7.0,1.0,1.0,4.0,,,,,82.0,29.0,5.9,11.0,0.00561478,0,,-0.31,0.37,0.17,,,,,12.0,3.0,,,,,,,,3.0,1.0,,,,,,2.0,,Uchenna Ogundu,,6.0,1.0,,,1.0,,,,,,,,,,,,,
14613405,away,Alanyaspor,İzzet Çelik,celik-izzet,İ. Çelik,M,6,166,68,M,826836,EUR,1087689600,M,6,6,True,6.0,5.0,1.0,,0.0,2.0,3.0,3.0,3.0,,1.0,2.0,,,,,23.0,9.0,6.4,2.0,0.00412584,0,,0.02,0.06,-0.1,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
14613405,away,Alanyaspor,Güven Yalçın,guven-yalcin,G. Yalçın,F,10,184,385,M,826162,EUR,916617600,F,10,10,True,3.0,2.0,,,0.0,2.0,3.0,,0.0,1.0,2.0,,,,,,16.0,9.0,6.8,4.0,2.197e-05,1,,-0.08,0.01,0.23,,,2.0,,,,,,,,,,,1.0,,0.0401,,,-0.04,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,
14613405,away,Alanyaspor,Florent Hadergjonaj,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,True,7.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,,,1.0,,,,,8.0,13.0,7.0,2.0,0.0722388,0,,0.23,0.0,0.0,,,4.0,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Nicolas Janvier,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,True,10.0,10.0,,,0.0,7.0,7.0,3.0,3.0,,,1.0,,,,,8.0,12.0,6.5,1.0,0.00381958,0,,0.11,0.01,0.21,,,,,4.0,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
14613405,away,Alanyaspor,Efecan Karaca,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,True,11.0,11.0,,,0.0,2.0,2.0,9.0,9.0,,,,,,,,8.0,12.0,6.5,,0.0127862,0,,-0.06,,0.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Paulo Victor,paulo-victor,P. Victor,G,48,187,212,M,34142,EUR,537408000,G,48,48,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Baran Mogultay,baran-mogultay,B. Mogultay,D,18,181,63,M,1388550,EUR,1084838400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Fatih Aksoy,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14613405,away,Alanyaspor,Bedirhan Özyurt,bedirhan-ozyurt,B. Özyurt,D,5,195,17,M,1138102,EUR,1048550400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Bedirhan Özyurt,,,,,,,,,,,,,,,,,,,
