match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalClearance,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_penaltyFaced,player_sofascoreId,stat_goalAssist
10406958,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,22.0,17.0,10.0,5.0,15.0,16.0,2.0,6.0,3.0,1.0,3.0,5.0,90.0,31.0,6.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406958,home,Standard Liège,Noë Dussenne,noe-dussenne,N. Dussenne,D,3,191,108,M,115569,EUR,702604800,D,6,6,False,45.0,36.0,12.0,8.0,21.0,24.0,15.0,22.0,7.0,,,,70.0,56.0,7.0,11.0,2,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10406958,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,50.0,46.0,7.0,7.0,29.0,31.0,17.0,19.0,5.0,,,,90.0,63.0,6.7,5.0,0,,,,2.0,7.0,1.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10406958,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,339,M,97061,EUR,737769600,D,34,34,False,51.0,43.0,3.0,2.0,18.0,21.0,25.0,30.0,5.0,,,,90.0,63.0,6.3,11.0,1,,,,4.0,4.0,,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,2.0,,,1.0,True,1.0,3.0,,,,,,,,,,,,
10406958,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,36.0,32.0,3.0,3.0,13.0,14.0,20.0,25.0,4.0,,,,90.0,69.0,6.8,15.0,0,,,3.0,4.0,3.0,2.0,,,,,,,,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,5.0,,,,,,,,,,
10406958,home,Standard Liège,Steven Alzate,steven-alzate,S. Alzate,M,7,177,698,M,871822,EUR,905212800,M,14,14,False,35.0,30.0,1.0,1.0,11.0,13.0,19.0,22.0,6.0,,,,70.0,52.0,6.5,9.0,1,,,,10.0,8.0,1.0,,1.0,,,8.0,6.0,,2.0,1.0,,3.0,,,,1.0,,,,3.0,,,,,,,,,
10406958,home,Standard Liège,Nicolas Raskin,nicolas-raskin,N. Raskin,M,43,179,1750,M,889378,EUR,982886400,M,26,26,False,53.0,44.0,4.0,2.0,24.0,28.0,20.0,25.0,8.0,,,,90.0,73.0,6.6,13.0,0,,,,9.0,10.0,2.0,,,,,9.0,5.0,,2.0,,,2.0,1.0,,,,1.0,,,4.0,,,,,,,,,
10406958,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,644,M,863133,EUR,893030400,M,11,11,False,41.0,27.0,4.0,2.0,11.0,18.0,16.0,28.0,12.0,,,,90.0,91.0,7.4,34.0,0,,,5.0,8.0,13.0,1.0,,,,3.0,6.0,4.0,2.0,1.0,,1.0,9.0,4.0,2.0,,,6.0,,1.0,1.0,,,,,,,,,
10406958,home,Standard Liège,Philip Zinckernagel,philip-zinckernagel,P. Zinckernagel,F,11,175,1060,M,328247,EUR,787536000,F,77,77,False,42.0,35.0,7.0,6.0,8.0,9.0,29.0,39.0,4.0,,,,90.0,82.0,7.9,24.0,2,,,6.0,11.0,12.0,4.0,,1.0,1.0,,2.0,1.0,5.0,,,1.0,11.0,4.0,,,,1.0,2.0,2.0,,1.0,1.0,1.0,,,,,,
10406958,home,Standard Liège,Stipe Perica,stipe-perica,S. Perica,F,,192,362,M,284845,EUR,805075200,F,28,28,False,7.0,5.0,1.0,,,,5.0,7.0,1.0,,,,70.0,21.0,6.3,7.0,3,,,,13.0,4.0,1.0,1.0,1.0,,1.0,,,,1.0,7.0,3.0,4.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,,,,
