match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_keyPass,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,stat_lastManTackle
14109602,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192.0,4877,M,754330,EUR,828662400,G,1,1,False,True,26.0,19.0,15.0,8.0,0.0,14.0,14.0,5.0,12.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,35.0,8.1,7.0,0.00092196,0.3652,0,0.4298,0.09,0.01,0.22,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109602,home,Trabzonspor,Wagner Pina,wagner-pina,W. Pina,M,20,180.0,484,M,1513625,EUR,1036281600,D,20,20,False,,25.0,22.0,4.0,1.0,0.0,10.0,11.0,12.0,14.0,2.0,6.0,4.0,1.0,3.0,,,,,,90.0,60.0,7.4,5.0,0.0271488,,1,,0.0,0.21,0.58,,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.029,-0.16,,,,,,,,,,,,,,,
14109602,home,Trabzonspor,Stefan Savić,stefan-savic,S. Savić,D,15,186.0,1712,M,76265,EUR,663292800,D,15,15,False,,60.0,47.0,8.0,3.0,0.0,21.0,27.0,26.0,33.0,3.0,3.0,4.0,4.0,,,,,,,90.0,70.0,7.0,14.0,0.0108647,,0,,0.17,0.14,0.14,,2.0,1.0,2.0,3.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
14109602,home,Trabzonspor,Arseniy Batagov,arsenii-batahov,A. Batagov,D,44,185.0,940,M,981395,EUR,1015286400,D,44,44,False,,59.0,52.0,10.0,6.0,0.0,34.0,37.0,18.0,22.0,4.0,6.0,5.0,3.0,,,,,,,90.0,70.0,7.8,7.0,0.0278031,,0,,0.37,0.08,0.24,,,,2.0,2.0,,,,,1.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
14109602,home,Trabzonspor,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,19,175.0,571,M,899069,EUR,862790400,D,19,19,False,,35.0,32.0,,,1.0,21.0,21.0,11.0,14.0,,6.0,3.0,7.0,2.0,,,,,,90.0,55.0,7.6,8.0,0.30992,,0,,0.28,0.13,0.19,,1.0,1.0,,2.0,,,,,,2.0,2.0,,,,,,1.0,4.0,2.0,1.0,1.0,,,,,,,,
14109602,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190.0,810,M,97967,EUR,763171200,M,5,5,False,,66.0,58.0,8.0,4.0,0.0,26.0,26.0,32.0,40.0,4.0,6.0,7.0,4.0,2.0,,,,,,90.0,87.0,7.2,10.0,0.230535,,1,,0.39,0.05,0.17,,2.0,2.0,2.0,8.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,0.0247,-0.05,,,3.0,,,,,,,,,,,,
14109602,home,Trabzonspor,Tim Jabol-Folcarelli,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187.0,314,M,1106446,EUR,944438400,M,26,26,False,,42.0,35.0,1.0,,0.0,17.0,19.0,18.0,23.0,2.0,11.0,1.0,7.0,1.0,,,,,,90.0,65.0,7.4,14.0,0.0301665,,0,,-0.11,0.14,0.27,,,,1.0,5.0,,4.0,,,3.0,7.0,4.0,,,,Tim Jabol-Folcarelli,,1.0,1.0,1.0,,3.0,,,,,,,,
14109602,home,Trabzonspor,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182.0,1318,M,353282,EUR,839030400,M,22,22,False,,35.0,28.0,2.0,1.0,0.0,13.0,14.0,15.0,21.0,,4.0,,3.0,2.0,,,,,,77.0,58.0,6.5,16.0,0.0336527,,2,,-0.18,0.15,-0.01,,6.0,1.0,1.0,6.0,,2.0,1.0,,1.0,2.0,,2.0,0.0787,-0.35,,,,1.0,,,1.0,1.0,,,,,,,
14109602,home,Trabzonspor,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,825,M,139455,EUR,606441600,M,9,9,False,,40.0,33.0,2.0,1.0,0.0,12.0,13.0,21.0,27.0,2.0,5.0,,5.0,1.0,,,,,,84.0,52.0,6.6,10.0,0.0496259,,2,,-0.22,0.31,0.17,,,,,2.0,,1.0,,,1.0,2.0,1.0,1.0,0.1339,-0.51,,,2.0,,,,2.0,2.0,,,,,,,
14109602,home,Trabzonspor,Kazeem Olaigbe,kazeem-olaigbe,K. Olaigbe,F,70,178.0,763,M,1004346,EUR,1041465600,M,70,70,False,,20.0,20.0,,,0.0,6.0,6.0,14.0,14.0,,3.0,,2.0,1.0,,,,,,63.0,32.0,7.4,2.0,0.483121,,1,,0.54,0.0,0.14,,2.0,2.0,,2.0,,,,,,,,,0.054,-0.22,,,3.0,4.0,2.0,1.0,,1.0,,,,,,,
