match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonTackle,captain,stat_onTargetScoringAttempt,stat_goals,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_bigChanceMissed,player_firstName,player_lastName
10408498,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,29.0,26.0,6.0,3.0,25.0,26.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,34.0,6.6,3.0,0.0,0.0,0.00011706,0,-0.4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408498,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,41.0,36.0,2.0,2.0,17.0,18.0,20.0,26.0,4.0,,,,77.0,58.0,6.6,10.0,0.0,0.0,0.109337,0,,3.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408498,home,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,EMilitão,822519,EUR,885081600,D,3,3,False,63.0,51.0,3.0,,32.0,34.0,19.0,30.0,5.0,,,,90.0,80.0,7.0,13.0,0.0175,0.0,0.0110573,1,,1.0,,4.0,6.0,1.0,4.0,2.0,1.0,,1.0,1.0,,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,
10408498,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,46.0,45.0,,,31.0,31.0,14.0,15.0,2.0,,,,86.0,51.0,6.5,1.0,0.0499,0.0,0.00588376,1,,,,2.0,1.0,,1.0,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,
10408498,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,44.0,37.0,1.0,1.0,12.0,15.0,25.0,29.0,2.0,,,,77.0,63.0,6.3,12.0,0.0,0.0,0.0135964,0,,,,4.0,2.0,,,,2.0,1.0,,,1.0,,,,,,3.0,1.0,1.0,,,,,,,,,,
10408498,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,57.0,51.0,,,11.0,12.0,40.0,45.0,,,,,77.0,65.0,7.4,8.0,0.8707,0.8066,0.0483479,3,,,,1.0,,,,,,1.0,,,3.0,,,1.0,,1.0,1.0,,,True,1.0,1.0,,,,,,,
10408498,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,47.0,45.0,,,18.0,18.0,27.0,29.0,4.0,,,,65.0,56.0,6.6,4.0,0.0,0.0,0.0145488,0,,,,3.0,4.0,,,,1.0,,1.0,1.0,,,,,1.0,,1.0,3.0,,,,,2.0,,,,,,
10408498,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,False,99.0,96.0,5.0,5.0,41.0,43.0,56.0,59.0,3.0,,,,90.0,112.0,7.5,6.0,0.0228,0.0,0.0384786,1,,3.0,1.0,1.0,3.0,1.0,,1.0,2.0,,,,2.0,,1.0,,,1.0,,,2.0,,,,,,,,,,
10408498,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,F,15,15,False,53.0,47.0,2.0,1.0,14.0,16.0,33.0,37.0,3.0,,,,90.0,62.0,8.0,6.0,0.1749,0.7537,0.073875,3,,,,1.0,2.0,,,1.0,1.0,,,1.0,4.0,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,
10408498,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,21,21,False,41.0,35.0,,,12.0,12.0,23.0,29.0,7.0,,,,90.0,66.0,7.3,14.0,0.3853,0.0,0.12102,4,,,,5.0,9.0,,,,1.0,3.0,3.0,,2.0,,2.0,2.0,2.0,2.0,2.0,6.0,1.0,,,,3.0,1.0,1.0,,,,
