match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_unsuccessfulTouch,stat_clearanceOffLine,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_wonContest,stat_shotOffTarget,stat_goals,captain,stat_goalAssist,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11352563,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190.0,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,34.0,23.0,14.0,3.0,20.0,22.0,3.0,12.0,2.0,5.0,1.0,1.0,1.0,2.0,90.0,40.0,6.6,12.0,0.00693789,2.0,0,-0.3431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352563,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183.0,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,31.0,26.0,2.0,,19.0,19.0,7.0,12.0,,7.0,,,,,90.0,46.0,6.9,7.0,0.00356556,,0,,1.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352563,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191.0,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,48.0,41.0,7.0,3.0,31.0,35.0,10.0,13.0,3.0,4.0,,,,,90.0,61.0,6.9,8.0,0.169671,,0,,1.0,3.0,2.0,5.0,1.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352563,home,Manchester United,Jonny Evans,,,jonny-evans,J. Evans,D,,188.0,4344,M,6jevans,30144,EUR,568166400,D,35,35,False,38.0,35.0,2.0,1.0,29.0,30.0,6.0,8.0,1.0,4.0,,,,,90.0,49.0,7.5,4.0,0.00226816,,0,,,3.0,1.0,3.0,3.0,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
11352563,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184.0,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,42.0,34.0,11.0,6.0,14.0,19.0,21.0,28.0,7.0,7.0,,,,,90.0,82.0,7.1,19.0,0.0401656,,1,,1.0,1.0,5.0,6.0,,3.0,4.0,4.0,1.0,,,,5.0,1.0,1.0,2.0,1.0,1.0,0.0588,,,,,,,,,,,,
11352563,home,Manchester United,Kobbie Mainoo,Kobbie,Mainoo,kobbie-mainoo,K. Mainoo,M,37,180.0,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,False,41.0,35.0,1.0,,21.0,22.0,14.0,19.0,3.0,2.0,,,,,81.0,50.0,6.7,6.0,0.0155601,,0,,1.0,5.0,3.0,7.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352563,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182.0,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,47.0,36.0,4.0,2.0,12.0,14.0,24.0,35.0,1.0,10.0,,,,,89.0,56.0,7.0,15.0,0.208411,1.0,2,,1.0,,3.0,1.0,,,1.0,1.0,,2.0,1.0,,2.0,,,,1.0,,0.0613,1.0,1.0,0.0463,,,,,,,,,
11352563,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180.0,138483,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,22.0,17.0,3.0,2.0,7.0,8.0,10.0,14.0,2.0,5.0,,,,,89.0,39.0,8.4,8.0,0.0376055,1.0,4,,4.0,,8.0,4.0,,,,,2.0,,1.0,,,,,3.0,1.0,3.0,0.6153,2.0,3.0,0.9061,1.0,1.0,2.0,,,,,,
11352563,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179.0,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,47.0,31.0,7.0,3.0,7.0,10.0,25.0,44.0,2.0,5.0,,,,,90.0,75.0,7.6,25.0,0.0988039,4.0,2,,,1.0,8.0,8.0,,3.0,3.0,3.0,2.0,4.0,,,7.0,1.0,1.0,3.0,,2.0,0.1249,1.0,3.0,0.2977,2.0,1.0,,True,,,,,
11352563,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185.0,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,24.0,20.0,1.0,,5.0,5.0,15.0,21.0,,6.0,,,,,80.0,44.0,7.4,14.0,0.324353,1.0,3,,1.0,,7.0,3.0,,1.0,3.0,2.0,1.0,2.0,3.0,,2.0,,,3.0,,,0.1757,2.0,1.0,0.1581,,1.0,,,1.0,1.0,,,
