match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalOffside,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_challengeLost,stat_errorLeadToAShot
14607824,home,RSC Anderlecht,Colin Coosemans,,,colin-coosemans,C. Coosemans,G,26,185,265,M,122399,EUR,712800000,G,26,26,False,True,38.0,20.0,24.0,6.0,0.0,17.0,18.0,3.0,20.0,7.0,2.0,2.0,90.0,42.0,6.8,18.0,0.00070273,0.2037,0,0.194,0.02,0.02,0.13,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14607824,home,RSC Anderlecht,Lucas Hey,Lucas Hey,,lucas-hey,L. Hey,D,3,189,338,M,1122698,EUR,1050192000,D,3,3,False,,61.0,48.0,10.0,4.0,0.0,22.0,25.0,26.0,36.0,7.0,,,90.0,70.0,7.5,14.0,0.0282778,,0,,0.36,0.09,0.16,,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14607824,home,RSC Anderlecht,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,55,55,False,,57.0,50.0,6.0,2.0,0.0,30.0,30.0,20.0,27.0,3.0,,,90.0,66.0,7.0,7.0,0.0122783,,0,,0.1,0.0,0.34,,2.0,2.0,4.0,,,,,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
14607824,home,RSC Anderlecht,Moussa Ndiaye,,,moussa-ndiaye,M. Ndiaye,D,16,181,1546,M,982315,EUR,1024358400,D,5,5,False,,71.0,61.0,7.0,3.0,0.0,22.0,24.0,39.0,47.0,3.0,,,90.0,87.0,7.8,12.0,0.0498228,,1,,0.4,0.11,0.19,,1.0,7.0,2.0,2.0,,,3.0,1.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,0.045,0.0609,-0.02,,,,,,,,,,,,,,
14607824,home,RSC Anderlecht,Nilson Angulo,Nilson Angulo,,nilson-angulo,N. Angulo,F,10,182,4530,M,1116571,EUR,1055980800,M,19,19,False,,31.0,23.0,1.0,,0.0,5.0,6.0,18.0,25.0,4.0,,,90.0,79.0,7.1,26.0,0.0692963,,1,,0.02,0.3,0.28,,2.0,14.0,2.0,9.0,4.0,1.0,2.0,1.0,11.0,,1.0,3.0,4.0,3.0,1.0,1.0,0.1124,0.1042,-0.52,12.0,3.0,2.0,1.0,,,,,,,,,,
14607824,home,RSC Anderlecht,Nathan De Cat,Nathan De Cat,,nathan-de-cat,N. D. Cat,M,74,192,1673,M,1637689,EUR,1216425600,M,74,74,False,,45.0,36.0,11.0,5.0,0.0,16.0,20.0,20.0,25.0,5.0,,,90.0,60.0,7.2,12.0,0.063249,,0,,0.41,0.07,0.13,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,,2.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14607824,home,RSC Anderlecht,Mario Stroeykens,Mathieu,Stroeykens,mario-stroeykens,M. Stroeykens,M,29,177,3682,M,1101702,EUR,1096416000,M,29,29,False,,50.0,45.0,,,0.0,5.0,6.0,40.0,44.0,5.0,,,79.0,68.0,8.1,15.0,0.16827,,3,,0.3,0.37,-0.01,,,1.0,,,,6.0,1.0,1.0,2.0,,2.0,,,1.0,,1.0,0.3516,0.1811,0.48,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
14607824,home,RSC Anderlecht,Ali Maamar,,,ali-maamar,A. Maamar,M,79,182,2960,M,1440668,EUR,1111536000,M,79,79,False,,43.0,36.0,2.0,1.0,0.0,6.0,7.0,30.0,36.0,5.0,,,79.0,67.0,7.2,13.0,0.120024,,1,,0.23,0.26,0.23,,1.0,4.0,,3.0,2.0,,,3.0,3.0,,1.0,1.0,1.0,,,,0.0391,,-0.27,4.0,,1.0,1.0,,1.0,,1.0,,,,,,
14607824,home,RSC Anderlecht,Nathan-Dylan Saliba,Nathan Saliba,,nathan-saliba,N. Saliba,M,13,173,636,M,1093229,EUR,1076112000,F,13,13,False,,35.0,24.0,,,1.0,5.0,7.0,19.0,28.0,2.0,,,89.0,53.0,6.9,15.0,0.211049,,4,,0.22,0.41,-0.01,,1.0,4.0,,1.0,1.0,3.0,,1.0,5.0,,,2.0,3.0,2.0,2.0,2.0,0.2236,0.0702,-0.53,1.0,,,,1.0,1.0,,,,,,,,
14607824,home,RSC Anderlecht,Luis Vázquez,,,luis-vazquez,L. Vázquez,F,19,191,1685,M,974713,EUR,988070400,F,20,20,False,,25.0,18.0,,,0.0,3.0,4.0,15.0,21.0,5.0,,,90.0,37.0,6.3,13.0,0.0664455,,2,,-0.02,0.44,-0.01,,2.0,3.0,,,,2.0,1.0,4.0,6.0,,,,3.0,1.0,,1.0,0.1547,0.0807,-0.62,,,2.0,1.0,,1.0,,,1.0,,,,,
