match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_errorLeadToAShot,captain,stat_bigChanceMissed,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_bigChanceCreated,stat_goalAssist
10382255,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,19.0,13.0,12.0,6.0,8.0,11.0,5.0,8.0,9.0,3.0,3.0,90.0,26.0,6.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382255,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,False,49.0,34.0,6.0,2.0,7.0,10.0,28.0,47.0,13.0,,,90.0,97.0,6.8,31.0,2,8.0,1.0,2.0,3.0,5.0,8.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,,,,,,,,,,,,,,,
10382255,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,33,33,False,64.0,47.0,16.0,8.0,16.0,18.0,32.0,47.0,11.0,,,90.0,78.0,7.1,18.0,2,1.0,1.0,3.0,4.0,5.0,7.0,1.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,
10382255,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,38.0,32.0,4.0,2.0,17.0,21.0,15.0,17.0,5.0,,,90.0,49.0,6.2,9.0,0,,,3.0,1.0,6.0,4.0,3.0,1.0,1.0,,,2.0,2.0,1.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,
10382255,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,54.0,45.0,6.0,3.0,19.0,22.0,26.0,33.0,4.0,,,90.0,75.0,6.5,12.0,1,1.0,,,,1.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,,,1.0,,1.0,,1.0,True,1.0,,,,,,,
10382255,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,False,44.0,28.0,1.0,1.0,7.0,10.0,21.0,35.0,6.0,,,90.0,54.0,6.2,19.0,1,1.0,,1.0,3.0,7.0,6.0,3.0,2.0,,,1.0,,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,
10382255,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,59.0,49.0,6.0,4.0,15.0,15.0,37.0,49.0,11.0,,,88.0,74.0,7.2,16.0,1,5.0,3.0,1.0,,3.0,2.0,,,,,,1.0,2.0,2.0,3.0,1.0,,,3.0,,,,,1.0,1.0,,,,,
10382255,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,27.0,23.0,3.0,1.0,6.0,7.0,18.0,23.0,3.0,,,57.0,51.0,6.9,15.0,2,3.0,1.0,,,6.0,5.0,,8.0,3.0,2.0,,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,
10382255,home,FC Utrecht,Naoki Maeda,,,naoki-maeda,N. Maeda,F,41,175,130,M,309728,EUR,785030400,F,30,30,False,20.0,16.0,1.0,1.0,4.0,4.0,12.0,16.0,3.0,,,58.0,27.0,6.7,6.0,0,,,,,1.0,2.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,
10382255,home,FC Utrecht,Anastasios Douvikas,,,douvikas-anastasios,A. Douvikas,F,11,184,4415,M,894863,EUR,933552000,F,9,9,False,21.0,16.0,,,4.0,4.0,13.0,19.0,5.0,,,90.0,38.0,7.1,12.0,2,2.0,1.0,7.0,3.0,11.0,8.0,1.0,4.0,1.0,,1.0,,2.0,2.0,3.0,,,2.0,1.0,,,,,,1.0,,1.0,,,
