match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_goals,captain,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_hitWoodwork,player_sofascoreId
11451112,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,30.0,20.0,17.0,7.0,16.0,19.0,4.0,11.0,1.0,8.0,2.0,2.0,1.0,90.0,38.0,6.5,10.0,0.0,0.0,0.00107572,0,-1.4983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451112,home,İstanbulspor,Demeaco Duhaney,duhaney-demeaco,D. Duhaney,D,180,24,M,851095,EUR,908236800,D,21,21,False,54.0,46.0,6.0,4.0,27.0,31.0,19.0,25.0,4.0,7.0,,,,90.0,77.0,6.9,12.0,0.0,0.0,0.0403881,0,,,,21,2.0,1.0,5.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11451112,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,71.0,64.0,7.0,3.0,43.0,46.0,21.0,25.0,3.0,5.0,,,,90.0,79.0,6.8,7.0,0.0,0.0,0.00636977,0,,,,3,,1.0,2.0,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451112,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,60.0,50.0,6.0,2.0,37.0,39.0,13.0,21.0,7.0,5.0,,,,90.0,75.0,7.1,10.0,0.0,0.0,0.0164166,0,,,,21,,3.0,6.0,,,2.0,2.0,,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451112,home,İstanbulspor,Ali Yaşar,ali-yasar,A. Yaşar,D,180,31,M,190815,EUR,794620800,D,66,66,False,26.0,22.0,3.0,2.0,13.0,14.0,10.0,15.0,2.0,4.0,,,,90.0,43.0,6.5,8.0,0.0,0.0,0.0582478,0,,,,66,3.0,,3.0,,,1.0,,,2.0,4.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11451112,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,43.0,39.0,3.0,1.0,30.0,30.0,9.0,13.0,3.0,5.0,,,,88.0,62.0,6.6,9.0,0.0216,0.0437,0.00560318,1,,,,24,,,4.0,2.0,,2.0,1.0,2.0,,5.0,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
11451112,home,İstanbulspor,Florian Loshaj,florian-loshaj,F. Loshaj,M,174,152,M,831407,EUR,839894400,M,34,34,False,22.0,21.0,2.0,2.0,15.0,16.0,7.0,11.0,,5.0,,,,70.0,44.0,6.9,8.0,0.0166,0.0,0.0408734,1,,,,10,5.0,,7.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,,3.0,4.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
11451112,home,İstanbulspor,Mendy Mamadou,mendy-mamadou,M. Mamadou,M,185,525,M,929718,EUR,907459200,M,12,12,False,16.0,12.0,3.0,,7.0,9.0,6.0,8.0,4.0,5.0,,,,78.0,31.0,7.0,6.0,0.0,0.0,0.0838718,0,,,,66,1.0,1.0,5.0,1.0,,3.0,2.0,,2.0,4.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
11451112,home,İstanbulspor,Emir Kaan Gültekin,emir-kaan-gultekin,E. K. Gültekin,F,180,80,M,903714,EUR,970444800,M,19,19,False,9.0,7.0,1.0,,2.0,2.0,5.0,8.0,,2.0,,,,45.0,16.0,6.3,6.0,0.0,0.0,0.00354946,0,,,,9,1.0,,1.0,1.0,,,,,2.0,5.0,,,1.0,,,,2.0,,,,,,,,,,,,,,
11451112,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,M,27,27,False,26.0,16.0,2.0,1.0,8.0,11.0,8.0,16.0,,8.0,,,,88.0,42.0,7.5,16.0,0.3555,0.3388,0.0270288,1,,,,27,1.0,,5.0,2.0,2.0,1.0,,5.0,1.0,3.0,,1.0,2.0,1.0,,1.0,,2.0,1.0,,,,,1.0,,,,,,,
