match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_punches,player_sofascoreId
12625023,home,Al-Okhdood,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195.0,133,M,861003,EUR,596073600,G,28,28,False,22.0,11.0,12.0,2.0,0.0,9.0,10.0,2.0,12.0,15.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.5,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Awdh Faraj,,,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,15.0,14.0,3.0,3.0,0.0,11.0,11.0,3.0,4.0,5.0,,,,,,51.0,22.0,6.8,1.0,0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Naif Assery,Naif Assery,,naif-assery,N. Assery,D,15,181.0,16,M,1394760,EUR,982454400,D,15,15,False,13.0,12.0,1.0,,0.0,11.0,11.0,1.0,2.0,3.0,,,,,,90.0,22.0,6.6,3.0,1,,2.0,,,,,,2.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Mohanad Alqaydhi,,,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,26.0,19.0,9.0,5.0,0.0,14.0,18.0,5.0,8.0,1.0,,,,,,90.0,38.0,6.2,11.0,1,3.0,,2.0,,,,,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Diego Ferreira,,,ferreira-diego,D. Ferreira,D,66,,28,M,1147011,EUR,1053302400,D,16,16,False,26.0,20.0,1.0,,0.0,11.0,12.0,9.0,16.0,3.0,,,,,,85.0,46.0,7.0,12.0,0,,3.0,,3.0,,,1.0,,,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Juan Pedroza,,,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600,M,18,18,False,46.0,40.0,10.0,6.0,0.0,21.0,23.0,24.0,32.0,4.0,,,,,,90.0,72.0,8.0,13.0,0,4.0,8.0,2.0,3.0,5.0,3.0,1.0,,,1.0,1.0,1.0,,9.0,2.0,2.0,5.0,1.0,1.0,1.0,6.0,,,,,,,,
12625023,home,Al-Okhdood,Mohammed Petros,,,petros,Petros,M,,182.0,273,M,552678,EUR,612403200,M,66,66,False,55.0,52.0,3.0,2.0,0.0,26.0,27.0,26.0,28.0,9.0,,,,,,90.0,70.0,7.3,6.0,0,4.0,6.0,1.0,3.0,4.0,4.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,True,1.0,1.0,,,,,
12625023,home,Al-Okhdood,Christian Bassogog,,,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400,M,13,13,False,30.0,26.0,2.0,1.0,0.0,12.0,13.0,16.0,24.0,6.0,,,,,,90.0,50.0,6.8,17.0,1,2.0,2.0,,,,,,,1.0,,2.0,1.0,,7.0,3.0,2.0,2.0,,,1.0,1.0,,,,,,,,
12625023,home,Al-Okhdood,Knowledge Musona,,,knowledge-musona,K. Musona,M,,174.0,675,M,118368,EUR,645926400,M,11,11,False,43.0,36.0,2.0,1.0,0.0,13.0,14.0,23.0,32.0,5.0,,,,,,90.0,58.0,7.5,13.0,2,1.0,3.0,,,,,,,,2.0,,,2.0,3.0,4.0,3.0,,1.0,,,2.0,,,,,,,,
12625023,home,Al-Okhdood,Mohammed Al Jahif,Mohammed Al Jahif,,mohammed-al-jahif,M. A. Jahif,M,10,175.0,11,M,1521471,EUR,912297600,M,21,21,False,16.0,11.0,1.0,,0.0,3.0,6.0,8.0,11.0,1.0,,,,,,67.0,20.0,6.5,7.0,1,2.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,
12625023,home,Al-Okhdood,Ibrahima Kone,,,ibrahima-kone,I. Kone,F,9,190.0,808,M,873630,EUR,929491200,F,9,9,False,17.0,10.0,2.0,,0.0,4.0,6.0,6.0,12.0,1.0,,,,,,85.0,27.0,6.6,11.0,1,8.0,3.0,,,2.0,,1.0,,1.0,,2.0,1.0,,1.0,,,,,2.0,4.0,,,5.0,,,,,,
12625023,home,Al-Okhdood,Hussain Al Zabdani,Hussain Al Zabdani,,hussain-al-zabdani,H. A. Zabdani,D,8,183.0,18,M,1521661,EUR,797904000,D,8,8,True,13.0,12.0,,,0.0,8.0,9.0,4.0,4.0,4.0,,,,,,39.0,20.0,6.5,1.0,0,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Saviour Godwin,,,saviour-godwin,S. Godwin,M,77,170.0,248,M,359650,EUR,840672000,F,10,10,True,5.0,4.0,,,0.0,,1.0,4.0,5.0,1.0,,,,,,23.0,15.0,6.4,5.0,3,2.0,2.0,,,,,1.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,2.0,,,
12625023,home,Al-Okhdood,Mohammed Al Saeed,,,mohammed-al-saeed,M. A. Saeed,D,81,172.0,23,M,870365,EUR,847929600,M,2,2,True,4.0,4.0,,,0.0,2.0,2.0,2.0,4.0,,,,,,,15.0,6.0,6.4,2.0,0,1.0,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,
12625023,home,Al-Okhdood,Saleh Al Abbas,,,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000,F,14,14,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,15.0,4.0,7.0,,2,1.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,
12625023,home,Al-Okhdood,Rakan Najjar,,,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Ghassan Hawsawi,Ghassan,,ghassan,G. Hawsawi,D,87,,9,M,1917845,EUR,1044403200,D,87,87,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Abdulaziz Al Hatila,Abdulaziz Al Hatila,,abdulaziz-al-hatila,A. A. Hatila,M,12,175.0,27,M,1521660,EUR,895363200,M,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Saleh Al-Harthi,Saleh Al-Harthi,,saleh-al-harthi,S. Al-Harthi,M,20,167.0,13,M,1182099,EUR,808012800,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,home,Al-Okhdood,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,1521467,EUR,1008288000,M,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625023,away,Al-Ittihad,Predrag Rajković,,,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,29.0,23.0,8.0,2.0,0.0,22.0,24.0,1.0,5.0,12.0,,4.0,5.0,,,90.0,45.0,7.5,6.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,
12625023,away,Al-Ittihad,Fawaz Al-Sagour,,,fawaz-al-sagour,F. Al-Sagour,D,27,176.0,240,M,818572,EUR,830217600,D,27,27,False,25.0,19.0,,,0.0,1.0,4.0,20.0,25.0,1.0,,,,,,90.0,37.0,6.4,9.0,0,2.0,1.0,1.0,,,,1.0,,,1.0,,,,4.0,,,2.0,,1.0,1.0,,,,,,,,,
12625023,away,Al-Ittihad,Abdulelah Al-Amri,,,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,4,4,False,84.0,72.0,16.0,6.0,0.0,37.0,40.0,35.0,46.0,3.0,,,,,,90.0,99.0,7.6,14.0,1,,7.0,,1.0,2.0,,2.0,3.0,,4.0,,,,2.0,,,,1.0,,,1.0,,,1.0,,1.0,,,
12625023,away,Al-Ittihad,Saad Al-Mousa,Saad Al-Mousa,,saad-al-mousa,S. Al-Mousa,D,6,182.0,373,M,1134250,EUR,1039478400,D,6,6,False,71.0,63.0,4.0,1.0,0.0,43.0,46.0,20.0,25.0,5.0,,,,,,89.0,87.0,7.2,9.0,0,1.0,6.0,,,2.0,2.0,1.0,2.0,,6.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,
12625023,away,Al-Ittihad,Hassan Kadesh,,,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,58.0,55.0,,,0.0,22.0,24.0,33.0,35.0,6.0,,,,,,90.0,70.0,7.1,4.0,0,1.0,3.0,,2.0,2.0,2.0,,1.0,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,
12625023,away,Al-Ittihad,Fabinho,,,fabinho,Fabinho,M,8,187.0,9249,M,243585,EUR,751334400,M,8,8,False,58.0,50.0,4.0,1.0,0.0,18.0,19.0,32.0,39.0,4.0,,,,,,90.0,70.0,6.7,9.0,0,4.0,2.0,2.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,2.0,,,,,1.0,,,,,Fabinho
12625023,away,Al-Ittihad,Mario Mitaj,,,mitaj-mario,M. Mitaj,D,12,180.0,1741,M,1006089,EUR,1060128000,M,12,12,False,53.0,46.0,5.0,3.0,0.0,15.0,15.0,31.0,38.0,3.0,,,,,,62.0,58.0,6.3,12.0,0,6.0,,1.0,,,,,,,,1.0,3.0,,,1.0,,,,2.0,,,,,,,,,,
12625023,away,Al-Ittihad,Moussa Diaby,,,diaby-moussa,M. Diaby,M,19,170.0,7562,M,855817,EUR,931305600,M,19,19,False,37.0,33.0,1.0,,1.0,11.0,11.0,23.0,31.0,6.0,,,,,,90.0,50.0,7.0,11.0,1,3.0,3.0,2.0,,,,,,1.0,,1.0,,,5.0,3.0,3.0,1.0,,1.0,,2.0,,,,1.0,,,,moussadiaby
