match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_wonContest,stat_outfielderBlock,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14035857,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193.0,966,M,997020,EUR,980208000,G,16,16,False,18.0,15.0,7.0,4.0,0.0,14.0,16.0,1.0,2.0,1.0,2.0,11.0,1.0,1.0,1.0,3.0,3.0,4.0,90.0,34.0,8.7,3.0,0.00160007,1.0621,0,1.2737,0.04,0.01,0.83,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187.0,275,M,923972,EUR,991872000,D,19,19,False,46.0,33.0,6.0,1.0,0.0,24.0,26.0,9.0,20.0,8.0,3.0,5.0,,4.0,3.0,,,,72.0,70.0,6.5,17.0,0.00515063,,0,,-0.38,0.31,-0.17,,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187.0,193,M,1047163,EUR,1027468800,D,20,20,False,71.0,67.0,6.0,4.0,0.0,49.0,50.0,18.0,21.0,7.0,7.0,3.0,1.0,3.0,2.0,,,,90.0,90.0,7.8,5.0,0.0145808,,0,,0.25,0.11,0.75,,3.0,3.0,1.0,,1.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Visar Musliu,Visar,Musliu,visar-musliu,V. Musliu,D,26,186.0,207,M,134231,EUR,784684800,D,26,26,False,76.0,70.0,14.0,12.0,0.0,47.0,50.0,23.0,26.0,8.0,10.0,1.0,,2.0,,,,,90.0,98.0,7.5,10.0,0.0107204,,0,,0.26,0.12,-0.05,,5.0,3.0,,1.0,,3.0,2.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Taiga Hata,,,taiga-hata,T. Hata,M,3,175.0,259,M,1002356,EUR,1011484800,D,3,3,False,62.0,48.0,3.0,1.0,0.0,22.0,25.0,26.0,37.0,8.0,3.0,4.0,,2.0,1.0,,,,90.0,82.0,7.0,18.0,0.0573913,,0,,0.32,0.11,-0.17,,3.0,7.0,1.0,2.0,1.0,,,2.0,1.0,3.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179.0,455,M,1030211,EUR,1008115200,M,6,6,False,33.0,28.0,1.0,1.0,1.0,13.0,15.0,15.0,18.0,4.0,2.0,3.0,,2.0,1.0,,,,90.0,49.0,7.2,9.0,0.145744,,2,,0.39,0.01,-0.18,,,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,2.0,,3.0,2.0,1.0,2.0,0.3629,0.5348,-0.49,,,,,,,,
14035857,home,Sint-Truidense VV,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186.0,79,M,846330,EUR,896140800,M,8,8,False,52.0,39.0,4.0,,0.0,20.0,23.0,19.0,29.0,5.0,5.0,10.0,,2.0,1.0,,,,90.0,72.0,6.3,17.0,0.0180317,,1,,-0.23,0.32,-0.07,,,6.0,1.0,1.0,2.0,,3.0,1.0,1.0,3.0,2.0,,,,,,,,0.011,,-0.06,1.0,,,,,,,
14035857,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175.0,67,M,1047164,EUR,1017100800,M,60,60,False,32.0,26.0,5.0,1.0,0.0,12.0,14.0,14.0,18.0,4.0,1.0,7.0,,2.0,1.0,,,,87.0,51.0,7.4,12.0,0.038895,,4,,0.07,0.32,-0.04,,,8.0,1.0,1.0,3.0,1.0,1.0,,4.0,2.0,2.0,,1.0,,2.0,1.0,1.0,2.0,0.5693,0.7503,0.43,,2.0,1.0,,,,,
14035857,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174.0,672,M,831697,EUR,886723200,M,13,13,False,69.0,58.0,9.0,9.0,0.0,36.0,39.0,22.0,30.0,6.0,2.0,8.0,,1.0,,,,,90.0,88.0,7.7,18.0,0.253807,,1,,0.35,0.22,0.18,,,4.0,1.0,,5.0,,1.0,2.0,1.0,,3.0,,3.0,,5.0,1.0,,,0.034,,-0.02,1.0,,,1.0,,,,
14035857,home,Sint-Truidense VV,Ilias Sebaoui,Ilias Sebaoui,,ilias-sebaoui,I. Sebaoui,M,10,180.0,683,M,1154586,EUR,1002153600,M,10,10,False,14.0,10.0,1.0,,0.0,7.0,8.0,3.0,6.0,6.0,2.0,7.0,,3.0,1.0,,,,72.0,35.0,6.9,14.0,0.168547,,2,,0.35,0.42,0.18,,2.0,8.0,,4.0,1.0,,5.0,1.0,3.0,,,,,,,,,,0.0466,,-0.43,1.0,1.0,,,,,,
14035857,home,Sint-Truidense VV,Andrés Ferrari,,,andres-ferrari,A. Ferrari,F,9,183.0,452,M,1177406,EUR,1041552000,F,9,9,False,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,57.0,13.0,6.6,8.0,0.0101782,,0,,0.01,0.0,0.13,,,6.0,,2.0,1.0,,3.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,
14035857,home,Sint-Truidense VV,Keisuke Goto,,,goto-keisuke,K. Goto,F,42,191.0,1367,M,1391315,EUR,1117756800,F,42,42,True,12.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,10.0,1.0,,1.0,,,,,,,33.0,17.0,7.5,5.0,0.0443311,,3,,0.01,0.28,-0.04,,1.0,2.0,1.0,,,,2.0,,,1.0,,,1.0,,,,,2.0,0.2794,0.5019,0.46,1.0,,1.0,1.0,3.0,,,
14035857,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182.0,732,M,386958,EUR,679536000,D,5,5,True,17.0,16.0,1.0,,0.0,10.0,10.0,6.0,7.0,,2.0,1.0,,,,,,,18.0,21.0,6.7,1.0,0.00394374,,0,,0.07,0.02,0.2,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Ryan Merlen,Ryan,Merlen,ryan-merlen,R. Merlen,M,14,188.0,39,M,1402293,EUR,1021075200,M,14,14,True,18.0,12.0,2.0,2.0,0.0,3.0,3.0,9.0,15.0,2.0,,4.0,,2.0,2.0,,,,18.0,24.0,6.8,9.0,0.0119887,,0,,0.1,-0.22,0.15,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Kaito Matsuzawa,Kaito,Matsuzawa,kaito-matsuzawa,K. Matsuzawa,M,38,176.0,200,M,1514300,EUR,981331200,F,38,38,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,1.0,,1.0,,,,,9.0,10.0,6.8,3.0,0.00444756,,1,,0.06,0.16,0.0,,,2.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,1.0,0.5579,0.4115,0.16,,,,,,,,
14035857,home,Sint-Truidense VV,Matt Lendfers,Matt Lendfers,,matt-lendfers,M. Lendfers,G,21,190.0,61,M,1393695,EUR,1141948800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Simen Juklerød,Simen,Juklerød,simen-juklerod,S. Juklerød,D,18,186.0,64,M,252515,EUR,769219200,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Wolke Janssens,,,janssens-wolke,W. Janssens,D,22,185.0,37,M,794418,EUR,789782400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Alouis Diriken,,,alouis-diriken,A. Diriken,M,33,187.0,37,M,1481773,EUR,1080777600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,home,Sint-Truidense VV,Ben Achour Ilyes,Ben Achour Ilyes,,ben-achour-ilyes,B. A. Ilyes,M,31,,151,M,1546218,EUR,1168300800,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035857,away,RAAL La Louvière,Marcos Hernán Peano,,,marcos-hernan-peano,M. H. Peano,G,21,185.0,124,M,789394,EUR,908409600,G,21,21,False,45.0,28.0,27.0,11.0,0.0,20.0,21.0,8.0,24.0,,1.0,12.0,,,,1.0,4.0,5.0,90.0,57.0,7.7,17.0,0.00341986,0.6831,0,0.1984,0.12,0.02,-0.2,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0
14035857,away,RAAL La Louvière,Jordi Liongola,,,jordi-liongola,J. Liongola,D,11,182.0,155,M,1009413,EUR,958521600,D,11,11,False,14.0,13.0,1.0,1.0,0.0,5.0,5.0,8.0,9.0,4.0,3.0,3.0,,1.0,1.0,,,,61.0,42.0,6.9,11.0,0.0251646,,0,,0.11,0.05,-0.1,,2.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,3.0,,,,,,,,,,,,,,
14035857,away,RAAL La Louvière,Wagane Faye,,,wagane-faye,W. Faye,D,4,180.0,71,M,957913,EUR,753753600,D,4,4,False,30.0,24.0,4.0,2.0,1.0,18.0,19.0,6.0,11.0,5.0,5.0,3.0,,3.0,2.0,,,,90.0,49.0,6.9,10.0,0.134573,,0,,0.11,0.07,0.25,,1.0,5.0,,,1.0,1.0,,1.0,,4.0,,2.0,1.0,True,2.0,1.0,,,,,,,,,1.0,,,,
14035857,away,RAAL La Louvière,Maxence Maisonneuve,,,maxence-maisonneuve,M. Maisonneuve,D,13,191.0,38,M,1396487,EUR,918691200,D,13,13,False,44.0,37.0,13.0,7.0,0.0,17.0,18.0,20.0,26.0,6.0,8.0,5.0,,2.0,1.0,,,,90.0,59.0,7.2,8.0,0.019194,,1,,0.31,0.16,-0.22,,3.0,,,,,,1.0,1.0,,,,,,,,,,,0.071,,-0.19,1.0,,,,,,,
14035857,away,RAAL La Louvière,Djibril Lamego,Djibril Lamego,,djibril-lamego,D. Lamego,D,25,183.0,48,M,1170564,EUR,1046131200,D,25,25,False,48.0,38.0,5.0,2.0,0.0,24.0,27.0,14.0,21.0,4.0,7.0,5.0,,1.0,1.0,,,,90.0,72.0,6.8,14.0,0.00540045,,0,,0.11,0.28,-0.05,,2.0,1.0,,,2.0,3.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,
14035857,away,RAAL La Louvière,Thierry Lutonda,,,thierry-lutonda,T. Lutonda,D,5,167.0,113,M,867246,EUR,972604800,D,5,5,False,23.0,17.0,1.0,,0.0,7.0,8.0,10.0,15.0,11.0,2.0,2.0,,4.0,3.0,,,,90.0,60.0,6.4,18.0,0.024066,,3,,-0.24,0.3,-0.47,,,9.0,4.0,2.0,7.0,1.0,4.0,2.0,,1.0,5.0,,,,4.0,,,1.0,0.3948,0.952,0.17,1.0,1.0,,,,,,
