match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_wasFouled,captain,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_errorLeadToAShot,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_penaltyWon,player_sofascoreId,stat_bigChanceMissed,stat_penaltyFaced,stat_penaltyConceded
11369469,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,21.0,13.0,18.0,10.0,4.0,5.0,9.0,16.0,1.0,1.0,2.0,11.0,2.0,1.0,1.0,1.0,90.0,30.0,7.4,8.0,0.00500482,0,0.0634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369469,home,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174,530,M,866810,EUR,839116800,D,2,2,False,27.0,23.0,,,10.0,12.0,13.0,18.0,2.0,6.0,2.0,4.0,,,,,90.0,51.0,7.0,11.0,0.0132083,1,,3.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0394,,,,,,,,,,,,,,,,,,,,,,,
11369469,home,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190,2354,M,984623,EUR,1021766400,D,16,16,False,20.0,19.0,7.0,6.0,10.0,10.0,9.0,10.0,1.0,3.0,7.0,3.0,,,,,90.0,30.0,7.0,1.0,0.00331991,0,,,5.0,8.0,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
11369469,home,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180,322,M,253415,EUR,813974400,D,3,3,False,20.0,12.0,11.0,6.0,6.0,8.0,6.0,12.0,,2.0,4.0,3.0,,,,,90.0,28.0,6.8,8.0,0.00854569,0,,,3.0,6.0,,,,1.0,,,2.0,,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369469,home,Deportivo Alavés,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,27,27,False,27.0,19.0,11.0,5.0,7.0,9.0,13.0,23.0,1.0,6.0,1.0,4.0,,,,,90.0,60.0,7.2,16.0,0.268292,0,,5.0,2.0,7.0,4.0,2.0,,,,,2.0,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11369469,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,35.0,28.0,4.0,2.0,13.0,13.0,15.0,22.0,1.0,3.0,1.0,3.0,,,,,89.0,44.0,6.7,9.0,0.0207385,1,,,3.0,8.0,,,,1.0,1.0,,2.0,0.0218,1.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,
11369469,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180,265,M,891931,EUR,868233600,M,6,6,False,56.0,40.0,8.0,6.0,12.0,15.0,28.0,41.0,3.0,8.0,1.0,8.0,,,,,90.0,70.0,7.4,19.0,0.0331999,0,,,1.0,6.0,4.0,3.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
11369469,home,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179,1926,M,1084399,EUR,924825600,M,22,22,False,29.0,18.0,1.0,,8.0,10.0,10.0,23.0,2.0,8.0,,8.0,,,,,76.0,51.0,7.1,19.0,0.0231584,2,,4.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,1.0,,0.2084,1.0,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,
11369469,home,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179,324,M,788141,EUR,793929600,M,18,18,False,22.0,18.0,,,3.0,5.0,15.0,19.0,,2.0,,1.0,,,,,84.0,31.0,6.7,9.0,0.0168862,1,,2.0,3.0,5.0,,,,1.0,,2.0,1.0,0.0719,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11369469,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,11,11,False,20.0,14.0,3.0,,3.0,4.0,13.0,28.0,1.0,5.0,1.0,9.0,,,,,89.0,49.0,7.3,23.0,0.155639,1,,12.0,,5.0,4.0,3.0,,1.0,,2.0,,0.7884,1.0,,,,2.0,,,,2.0,,,4.0,,,1.0,1.0,1.0,0.9784,,,,,
