match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,player_sofascoreId,stat_outfielderBlock,stat_errorLeadToAGoal
12764184,home,Olympiacos FC,Konstantinos Tzolakis,konstantinos-tzolakis,K. Tzolakis,G,88,193,2912,M,953414,EUR,1036713600,G,88,88,False,True,22.0,12.0,19.0,9.0,0.0,5.0,5.0,7.0,17.0,1.0,1.0,2.0,1.0,1.0,17.0,1.0,2.0,1.0,1.0,2.0,2.0,90.0,36.0,7.2,11.0,0.0140973,0,0.1994,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764184,home,Olympiacos FC,Costinha,costinha,Costinha,D,20,181,822,M,988333,EUR,954028800,D,20,20,False,,29.0,20.0,3.0,,0.0,9.0,11.0,14.0,26.0,8.0,7.0,5.0,2.0,2.0,6.0,,,,,,,86.0,70.0,7.5,22.0,0.91585,3,,,,8.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.4412,0.7105,4.0,,,,,,,
12764184,home,Olympiacos FC,Giulian Biancone,giulian-biancone,G. Biancone,D,4,187,623,M,965331,EUR,954460800,D,4,4,False,,34.0,17.0,15.0,6.0,0.0,6.0,12.0,11.0,22.0,4.0,7.0,1.0,1.0,5.0,4.0,,,,,,,90.0,53.0,8.1,20.0,0.0364365,1,,,,,,2.0,4.0,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.4717,0.2409,1.0,1.0,1.0,,,,,
12764184,home,Olympiacos FC,David Carmo,david-carmo,D. Carmo,D,16,196,2254,M,892235,EUR,932342400,D,16,16,False,,14.0,12.0,2.0,,0.0,8.0,8.0,4.0,6.0,1.0,1.0,,,6.0,3.0,,,,,,,70.0,23.0,6.9,2.0,0.00692904,0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,
12764184,home,Olympiacos FC,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,5,185,1017,M,965014,EUR,1014163200,D,5,5,False,,23.0,14.0,5.0,2.0,0.0,6.0,8.0,8.0,15.0,3.0,9.0,,,4.0,1.0,,,,,,,90.0,38.0,7.2,11.0,0.0092851,1,,,,,,1.0,5.0,,,,1.0,,,2.0,1.0,,2.0,2.0,0.025,,,,,,,,,
12764184,home,Olympiacos FC,Santiago Hezze,santiago-hezze,S. Hezze,M,32,182,2103,M,989886,EUR,1003708800,M,32,32,False,,35.0,29.0,5.0,3.0,0.0,6.0,9.0,23.0,27.0,9.0,5.0,,,,11.0,,,,,,,90.0,50.0,6.8,10.0,0.0608185,0,,,,1.0,,2.0,2.0,4.0,,,,,2.0,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,,,,
12764184,home,Olympiacos FC,Dani García,dani-garcia,D. García,M,14,180,703,M,298920,EUR,643507200,M,14,14,False,,19.0,16.0,4.0,4.0,1.0,4.0,4.0,12.0,15.0,5.0,3.0,,,1.0,1.0,,,,,,,69.0,23.0,7.3,3.0,0.439824,0,,,,,,,1.0,2.0,1.0,,,,,2.0,,,,3.0,,,1.0,,,,,,,
12764184,home,Olympiacos FC,Gelson Martins,gelson-martins,G. Martins,M,10,173,2063,M,364618,EUR,800150400,M,10,10,False,,30.0,22.0,1.0,1.0,0.0,3.0,3.0,19.0,32.0,4.0,11.0,5.0,4.0,,7.0,,,,,,,90.0,57.0,7.7,17.0,0.0315337,1,,,,5.0,,,1.0,1.0,,1.0,,1.0,,4.0,2.0,2.0,2.0,2.0,0.3341,0.3969,,,,1.0,,,,
12764184,home,Olympiacos FC,Charalampos Kostoulas,kostoulas-charalampos,C. Kostoulas,M,19,185,6073,M,1416535,EUR,1180483200,M,84,84,False,,24.0,18.0,2.0,1.0,1.0,4.0,7.0,15.0,19.0,12.0,7.0,1.0,,,9.0,,,,,,,90.0,53.0,7.8,19.0,0.119077,3,,Charalampos Kostoulas,,2.0,1.0,5.0,3.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,5.0,1.0,,0.1605,0.0508,4.0,5.0,,,1.0,,,
12764184,home,Olympiacos FC,Kristoffer Velde,kristoffer-velde,K. Velde,M,99,179,784,M,877656,EUR,936835200,M,11,11,False,,11.0,8.0,1.0,1.0,0.0,4.0,5.0,9.0,16.0,8.0,6.0,4.0,1.0,,4.0,,,,,,,70.0,40.0,7.5,17.0,0.547067,4,,,,10.0,5.0,1.0,1.0,,2.0,,1.0,,,4.0,3.0,2.0,,2.0,0.3236,,4.0,2.0,,,3.0,,,
