match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_aerialLost,stat_keyPass,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_goodHighClaim,stat_ownGoals
10433902,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,36.0,29.0,10.0,4.0,29.0,32.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,90.0,43.0,7.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,77.0,73.0,7.0,5.0,41.0,43.0,36.0,,6.0,,,,,90.0,93.0,7.0,10.0,0,,,32.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,D,25,25,False,,113.0,103.0,10.0,7.0,71.0,75.0,38.0,3.0,6.0,,,,,90.0,123.0,7.6,12.0,1,,,32.0,,3.0,1.0,5.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,13,13,False,,74.0,71.0,4.0,4.0,53.0,54.0,20.0,,9.0,,,,,90.0,83.0,7.4,4.0,0,,,18.0,,,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,58.0,53.0,3.0,2.0,25.0,26.0,34.0,,7.0,,,,,90.0,82.0,6.8,12.0,0,,,29.0,2.0,,7.0,2.0,,1.0,2.0,2.0,,1.0,,,4.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,
10433902,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,60.0,55.0,4.0,4.0,22.0,25.0,35.0,,8.0,,,,,81.0,74.0,7.1,10.0,0,,,33.0,,1.0,4.0,6.0,,,3.0,1.0,2.0,1.0,,,2.0,,2.0,,1.0,1.0,,,,,,,,,,,,
10433902,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,64.0,58.0,1.0,1.0,23.0,24.0,42.0,,8.0,,,,,90.0,78.0,6.9,12.0,1,,,35.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,
10433902,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2113,M,114076,EUR,741225600,M,11,11,False,,67.0,56.0,3.0,3.0,19.0,23.0,50.0,,2.0,,,,,74.0,85.0,8.1,15.0,3,,,40.0,6.0,,5.0,3.0,,3.0,1.0,,,2.0,,,,1.0,,3.0,2.0,4.0,2.0,2.0,2.0,1.0,,,,,,,,
10433902,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,False,,47.0,40.0,7.0,5.0,12.0,13.0,36.0,1.0,8.0,,,,,62.0,62.0,7.1,15.0,1,,,28.0,2.0,,3.0,,1.0,1.0,,,5.0,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,
10433902,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,25.0,22.0,2.0,1.0,6.0,7.0,22.0,,,,,,,81.0,51.0,6.6,14.0,5,,,16.0,4.0,,7.0,7.0,,3.0,2.0,1.0,2.0,,1.0,,3.0,,4.0,,2.0,1.0,2.0,1.0,,2.0,mahmoudtrezeguet,1.0,1.0,,,,,
10433902,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1052,M,805245,EUR,839980800,F,30,30,False,,19.0,15.0,,,4.0,4.0,18.0,,,,,,,74.0,29.0,7.3,9.0,3,,,12.0,3.0,2.0,5.0,3.0,,1.0,,,1.0,2.0,,,1.0,,1.0,1.0,1.0,2.0,,,,3.0,,1.0,1.0,1.0,1.0,,,
10433902,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1163,M,954317,EUR,1055462400,F,23,23,True,,24.0,20.0,,,5.0,5.0,19.0,,2.0,,,,,28.0,32.0,7.2,6.0,1,,,15.0,,,,3.0,,2.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,
10433902,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,True,,23.0,22.0,2.0,1.0,10.0,11.0,14.0,,5.0,,,,,16.0,32.0,7.3,5.0,1,,,13.0,2.0,,5.0,1.0,1.0,,1.0,,1.0,2.0,,,2.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,
10433902,home,Trabzonspor,Djaniny,djaniny,Djaniny,F,,190,371,M,975869,EUR,669513600,F,21,21,True,,17.0,15.0,,,2.0,2.0,15.0,,,,,,,16.0,24.0,6.7,8.0,0,,,13.0,,,3.0,,,1.0,,,3.0,,,,2.0,,,,,2.0,,,,,,,,,,1.0,,
10433902,home,Trabzonspor,Marek Hamšík,marek-hamsik,M. Hamšík,M,17,183,1354,,25985,EUR,554342400,M,17,17,True,,35.0,31.0,2.0,2.0,19.0,19.0,16.0,,3.0,,,,,9.0,38.0,6.6,4.0,1,,,12.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
10433902,home,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,708,M,1013427,EUR,986083200,M,80,80,True,,7.0,5.0,,,2.0,2.0,5.0,,1.0,,,,,9.0,10.0,6.1,5.0,0,,,3.0,,,2.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,72,72,True,,,,,,,,,,,,,,,,,,,0,Arif Bosluk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433902,away,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,61,M,213542,EUR,780710400,G,1,1,False,True,20.0,13.0,14.0,7.0,7.0,7.0,13.0,,7.0,5.0,7.0,,,90.0,33.0,7.3,7.0,0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
10433902,away,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,,38.0,33.0,6.0,2.0,17.0,18.0,20.0,4.0,7.0,,,,,90.0,58.0,6.7,8.0,0,,,16.0,,1.0,3.0,6.0,1.0,2.0,4.0,3.0,2.0,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,
10433902,away,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,42,181,87,M,158625,EUR,712195200,D,21,21,False,,44.0,34.0,8.0,2.0,27.0,33.0,11.0,7.0,8.0,,,,,90.0,60.0,6.4,13.0,0,,,7.0,,2.0,3.0,5.0,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,
10433902,away,Giresunspor,Alexis Pérez,alexis-perez,A. Pérez,D,25,181,189,M,602812,EUR,764553600,D,25,25,False,,35.0,30.0,10.0,6.0,26.0,28.0,7.0,3.0,4.0,,,,,90.0,45.0,6.8,5.0,0,,,4.0,,,1.0,3.0,,,2.0,2.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10433902,away,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180,20,M,100102,EUR,660873600,D,6,6,False,,29.0,25.0,3.0,2.0,14.0,15.0,14.0,2.0,7.0,,,,,78.0,41.0,6.1,7.0,0,,,11.0,,,1.0,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,
10433902,away,Giresunspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,61,175,118,M,795001,EUR,892252800,M,23,23,False,,24.0,19.0,2.0,1.0,12.0,13.0,12.0,,2.0,,,,,58.0,33.0,6.4,10.0,3,,,7.0,1.0,,4.0,,,,,,1.0,2.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,1.0,,,,,
10433902,away,Giresunspor,Jorman Campuzano,jorman-campuzano,J. Campuzano,M,21,175,818,M,924420,EUR,830822400,M,30,30,False,,51.0,48.0,7.0,7.0,35.0,36.0,15.0,1.0,9.0,,,,,90.0,70.0,7.4,4.0,1,,,13.0,,,2.0,4.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,
10433902,away,Giresunspor,Robert Mejía,robert-mejia,R. Mejía,M,88,173,79,M,1020193,EUR,970790400,M,14,14,False,,19.0,14.0,2.0,,9.0,9.0,11.0,1.0,3.0,,,,,78.0,32.0,6.7,8.0,0,,,5.0,1.0,2.0,3.0,7.0,1.0,,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,
