match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_fouls,stat_totalOffside,captain,stat_totalCross,stat_aerialLost,stat_wonTackle,stat_accurateCross,stat_totalContest,stat_wonContest,stat_penaltyWon,stat_goals,stat_hitWoodwork,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_bigChanceCreated
12624898,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,37.0,33.0,20.0,16.0,0.0,22.0,22.0,11.0,15.0,11.0,3.0,5.0,90.0,48.0,8.7,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624898,home,Al-Ahli,Mohammed Sulaiman,,,sulaiman-mohammed,M. Sulaiman,D,5,180.0,243,M,,1854314,EUR,1081382400,D,5,5,False,22.0,17.0,1.0,,0.0,11.0,11.0,6.0,11.0,3.0,,,90.0,45.0,6.9,9.0,3,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624898,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,57.0,48.0,12.0,10.0,0.0,38.0,42.0,10.0,15.0,3.0,,,90.0,69.0,7.7,9.0,1,2.0,2.0,1.0,,,,1.0,,8.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
12624898,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,D,79,79,False,61.0,52.0,14.0,7.0,0.0,36.0,38.0,16.0,24.0,6.0,,,90.0,70.0,7.3,10.0,0,1.0,4.0,,,,,,,2.0,,2.0,1.0,,2.0,,1.0,,,True,1.0,1.0,1.0,,,,,,,,,,
12624898,home,Al-Ahli,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,,1066588,EUR,948931200,D,31,31,False,14.0,12.0,2.0,1.0,0.0,9.0,9.0,3.0,6.0,4.0,,,39.0,30.0,5.5,8.0,0,3.0,2.0,,,,,,,,,1.0,1.0,4.0,,,1.0,3.0,,,1.0,,,,,,,,,,,,
12624898,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,45.0,37.0,3.0,2.0,0.0,15.0,17.0,23.0,31.0,6.0,,,90.0,66.0,6.8,16.0,0,6.0,3.0,1.0,1.0,,,,,,,1.0,1.0,3.0,,,,2.0,,,3.0,1.0,1.0,1.0,3.0,2.0,,,,,,,
12624898,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800,M,30,30,False,45.0,41.0,4.0,2.0,0.0,27.0,28.0,14.0,17.0,3.0,,,75.0,58.0,7.4,6.0,2,2.0,2.0,,1.0,,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,
12624898,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,33.0,26.0,4.0,4.0,0.0,12.0,13.0,17.0,26.0,2.0,,,87.0,53.0,7.4,15.0,1,6.0,7.0,1.0,1.0,,1.0,,,,,,2.0,1.0,3.0,1.0,1.0,2.0,2.0,,6.0,,,3.0,3.0,1.0,1.0,,,,,,
12624898,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400,M,9,9,False,2.0,2.0,,,0.0,2.0,2.0,,,,,,45.0,9.0,6.5,2.0,0,1.0,2.0,,1.0,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
12624898,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400,M,13,13,False,28.0,21.0,1.0,,0.0,6.0,8.0,15.0,21.0,5.0,,,87.0,48.0,7.4,14.0,1,7.0,9.0,1.0,2.0,,1.0,,,2.0,,,,1.0,2.0,1.0,2.0,2.0,,,1.0,,,,7.0,5.0,,,,,,,
