match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_lastManTackle,stat_wasFouled,stat_fouls,stat_bigChanceCreated,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
10408320,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,25.0,18.0,10.0,4.0,17.0,19.0,1.0,6.0,5.0,1.0,1.0,90.0,29.0,7.3,8.0,0.0,0.0,0.00022871,0,0.3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408320,home,Athletic Club,Óscar de Marcos,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,,52663,EUR,608515200,D,18,18,False,54.0,43.0,5.0,2.0,27.0,31.0,16.0,26.0,11.0,,,90.0,90.0,7.4,20.0,0.0,0.0,0.0365938,0,,,,True,3.0,3.0,5.0,3.0,1.0,1.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408320,home,Athletic Club,Daniel Vivian,daniel-vivian,D. Vivian,D,3,183,3110,M,,910978,EUR,931132800,D,3,3,False,61.0,48.0,13.0,6.0,35.0,43.0,13.0,18.0,10.0,,,90.0,76.0,7.2,16.0,0.0221,0.0,0.0104782,1,,,,,,9.0,5.0,1.0,1.0,2.0,3.0,1.0,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408320,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,61.0,48.0,19.0,10.0,32.0,37.0,16.0,24.0,10.0,,,90.0,71.0,7.8,13.0,0.0,0.0,0.101955,0,,,,,,2.0,8.0,,4.0,1.0,2.0,1.0,1.0,2.0,5.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10408320,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,56.0,47.0,5.0,3.0,17.0,22.0,30.0,39.0,4.0,,,90.0,86.0,7.5,17.0,0.0189,0.0371,0.0318845,1,,,,,5.0,6.0,2.0,,2.0,1.0,,,1.0,4.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
10408320,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,54.0,43.0,3.0,3.0,20.0,25.0,23.0,29.0,7.0,,,90.0,65.0,7.0,15.0,0.0,0.0,0.00857054,0,,,,,,4.0,9.0,,2.0,,,,,3.0,9.0,,,,1.0,,,,,,,3.0,,,,,,,,,
10408320,home,Athletic Club,Oier Zarraga,oier-zarraga,O. Zarraga,M,6,175,217,M,,1009661,EUR,915408000,M,19,19,False,38.0,27.0,3.0,2.0,12.0,17.0,17.0,23.0,10.0,,,85.0,56.0,7.4,13.0,0.0884,0.0,0.0809423,4,,,,,2.0,2.0,6.0,,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,,3.0,2.0,,,,,,,2.0,2.0,1.0,,,,,,,
10408320,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,20.0,13.0,,,1.0,1.0,12.0,23.0,3.0,,,78.0,40.0,6.2,20.0,0.1594,0.1455,0.0213494,1,,,,,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,1.0,,6.0,,,1.0,1.0,,,,,
10408320,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,20.0,18.0,1.0,1.0,7.0,7.0,11.0,13.0,2.0,,,63.0,31.0,6.9,6.0,0.1049,0.0,0.0619486,2,,,,,,2.0,3.0,2.0,,,2.0,1.0,2.0,,,1.0,,1.0,,,,,,,,2.0,,1.0,,,,,,,
10408320,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,31.0,23.0,,,8.0,9.0,15.0,32.0,8.0,,,90.0,66.0,6.6,27.0,0.2898,0.0,0.0736052,3,,,,,10.0,6.0,8.0,3.0,,,2.0,1.0,1.0,,1.0,3.0,,2.0,,,1.0,5.0,3.0,,,3.0,,,1.0,,,,,,
