match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_outfielderBlock,stat_lastManTackle,stat_penaltyConceded
12764318,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,True,33.0,18.0,21.0,6.0,0.0,13.0,17.0,5.0,16.0,2.0,2.0,11.0,2.0,3.0,3.0,90.0,43.0,7.0,15.0,0.0045513,0,0.7383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,,38.0,35.0,2.0,1.0,0.0,29.0,32.0,6.0,6.0,,5.0,1.0,,,,90.0,55.0,6.8,4.0,0.0164031,0,,5.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,64.0,59.0,8.0,7.0,0.0,51.0,55.0,8.0,9.0,1.0,2.0,8.0,,,,90.0,74.0,6.9,6.0,0.00473294,0,,4.0,,3.0,2.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1725,M,792142,EUR,873763200,D,14,14,False,,49.0,43.0,6.0,2.0,0.0,35.0,36.0,8.0,13.0,5.0,7.0,1.0,,,,90.0,63.0,7.0,7.0,0.00309022,0,,2.0,,9.0,1.0,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Arthur Masuaku,arthur-masuaku,A. Masuaku,D,27,179,10350,M,174975,EUR,752630400,D,26,26,False,,32.0,27.0,4.0,2.0,0.0,15.0,19.0,13.0,15.0,1.0,9.0,4.0,,,,69.0,52.0,6.6,12.0,0.0239706,0,,5.0,1.0,,,6.0,2.0,2.0,,,,,1.0,2.0,masuaku26,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,45.0,39.0,5.0,2.0,0.0,23.0,24.0,16.0,21.0,1.0,8.0,12.0,,,,90.0,62.0,7.4,9.0,0.0188046,1,,2.0,,2.0,,4.0,2.0,1.0,2.0,,,,,2.0,gedson_83,,,1.0,1.0,1.0,1.0,1.0,0.0329,1.0,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2806,M,868958,EUR,828748800,M,6,6,False,,45.0,38.0,7.0,3.0,0.0,27.0,29.0,11.0,16.0,1.0,3.0,5.0,,,,90.0,51.0,6.6,8.0,0.0111482,0,,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,7,7,False,,29.0,25.0,3.0,1.0,0.0,7.0,8.0,18.0,24.0,,5.0,3.0,,,,79.0,47.0,8.8,11.0,0.260854,4,,5.0,,,,1.0,1.0,3.0,2.0,4.0,,,,,MRashica,3.0,,3.0,2.0,2.0,1.0,,0.5009,2.0,1.0,3.0,2.0,1.5993,,,,,,,,
12764318,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,36.0,31.0,2.0,2.0,2.0,10.0,12.0,21.0,25.0,,8.0,4.0,,,,87.0,58.0,8.8,12.0,0.500557,3,,6.0,,,2.0,2.0,1.0,1.0,3.0,,,,1.0,3.0,Rafa_Silva,1.0,,5.0,3.0,1.0,,1.0,1.3955,4.0,2.0,3.0,1.0,1.4714,,,,,,,,
12764318,home,Beşiktaş JK,Ernest Muçi,ernest-muci,E. Muçi,M,10,180,5691,M,924670,EUR,984960000,M,23,23,False,,24.0,19.0,3.0,2.0,0.0,7.0,7.0,12.0,17.0,,3.0,2.0,,,,87.0,42.0,7.1,12.0,0.24211,1,,6.0,,,1.0,1.0,1.0,4.0,1.0,1.0,,,2.0,3.0,ernest_muci,,,1.0,1.0,,,,0.0126,1.0,,1.0,,0.0193,,,,,,,,
12764318,home,Beşiktaş JK,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,14969,M,45923,EUR,635472000,F,17,17,False,,15.0,8.0,,,0.0,3.0,4.0,5.0,11.0,1.0,3.0,,,,,69.0,25.0,6.5,13.0,0.175213,1,,10.0,3.0,,,,,1.0,2.0,,,,3.0,3.0,ciroimmobile17,,,1.0,,,,1.0,0.0702,1.0,,1.0,,0.2261,,,,,,,,
12764318,home,Beşiktaş JK,Bakhtiyar Zaynutdinov,bakhtiyar-zaynutdinov,B. Zaynutdinov,M,19,183,3645,M,887382,EUR,891475200,M,22,22,True,,9.0,5.0,3.0,,0.0,2.0,4.0,3.0,5.0,,,,,,,21.0,14.0,6.2,6.0,0.0003027,0,,5.0,,3.0,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Semih Kılıçsoy,semih-kilicsoy,S. Kilicsoy,F,9,178,11924,M,1142606,EUR,1124064000,F,9,9,True,,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,21.0,6.0,6.7,3.0,0.00013538,0,,4.0,,,,,,1.0,1.0,1.0,,,1.0,,semihkilicsoy9,,,2.0,,,,,,,,,,,1.0,,,,,,,
12764318,home,Beşiktaş JK,João Mário,joao-mario,J. Mário,M,10,179,3772,M,97001,EUR,727401600,M,18,18,True,,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,2.0,2.0,,,,11.0,9.0,7.5,2.0,0.0044409,1,,1.0,1.0,,,,,,1.0,,,,,,JoaoMario,,,1.0,1.0,,,,0.7884,,,1.0,1.0,0.7514,,,,,,,,
12764318,home,Beşiktaş JK,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,D,4,4,True,,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,1.0,,,,8.0,2.0,6.5,1.0,0.0001252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Cher Ndour,ndour-cher,C. Ndour,M,27,190,2165,M,1114422,EUR,1090886400,M,73,73,True,,,,,,0.0,,,,,,,,,,,8.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Ersin Destanoğlu,ersin-destanoglu,E. Destanoğlu,G,30,195,1609,M,913656,EUR,978307200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Göktuğ Baytekin,goktug-baytekin,G. Baytekin,G,34,186,580,M,1138799,EUR,1100908800,G,94,94,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Salih Uçan,salih-ucan,S. Uçan,M,8,182,1367,M,135695,EUR,757814400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Fahri Ay,fahri-kerem-ay,F. Ay,M,33,178,693,M,1195756,EUR,1104537600,M,44,44,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Fahri Kerem Ay,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Jean Onana,jean-onana,J. Onana,M,14,189,1392,M,978301,EUR,947289600,M,71,71,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Mustafa Hekimoğlu,mustafa-hekimoglu,M. Hekimoğlu,F,91,186,3037,M,1524303,EUR,1177200000,F,91,91,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Mustafa Hekimoglu,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,home,Beşiktaş JK,Can Keleş,can-keles,C. Keleş,F,70,180,519,M,918408,EUR,999388800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764318,away,Athletic Club,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1101,M,1014412,EUR,977788800,G,13,13,False,,17.0,12.0,8.0,3.0,0.0,9.0,9.0,3.0,8.0,,1.0,4.0,,3.0,4.0,90.0,26.0,6.6,5.0,0.00051356,0,0.0675,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
