match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_keyPass,player_sofascoreId,captain,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_bigChanceCreated,stat_errorLeadToAShot,stat_hitWoodwork
10390126,home,Angers,Paul Bernardoni,,,paul-bernardoni,P. Bernardoni,G,40,190.0,166,M,361314,EUR,861321600,G,1,1,False,25.0,15.0,19.0,9.0,9.0,11.0,6.0,14.0,2.0,8.0,2.0,2.0,2.0,1.0,90.0,34.0,6.4,10.0,0.0,0.0,0.00052141,0,0.1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390126,home,Angers,Yan Valery,,,yan-valery,Y. Valery,D,22,186.0,2305,M,826202,EUR,919641600,D,94,94,False,31.0,16.0,8.0,3.0,9.0,17.0,7.0,16.0,3.0,5.0,,,,,90.0,69.0,6.9,26.0,0.0,0.0,0.00380754,0,,2.0,1.0,1.0,7.0,1.0,3.0,3.0,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,
10390126,home,Angers,Cédric Hountondji,,,cedric-hountondji,C. Hountondji,D,4,195.0,551,M,342911,EUR,758937600,D,22,22,False,22.0,17.0,1.0,,15.0,18.0,2.0,4.0,4.0,1.0,,,,,90.0,28.0,6.4,6.0,0.0,0.0,0.00021896,0,,,5.0,3.0,5.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
10390126,home,Angers,Miha Blažič,,,miha-blazic,M. Blažič,D,16,185.0,178,M,96552,EUR,736819200,D,5,5,False,33.0,22.0,8.0,2.0,19.0,23.0,3.0,10.0,3.0,1.0,,,,,90.0,41.0,6.4,11.0,0.0,0.0,0.00058655,0,,,3.0,3.0,4.0,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10390126,home,Angers,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175.0,136,M,366760,EUR,843523200,D,3,3,False,33.0,21.0,7.0,2.0,14.0,21.0,7.0,12.0,,10.0,,,,,78.0,56.0,5.8,17.0,0.0,0.0,0.00284771,0,,,,7.0,5.0,,5.0,2.0,1.0,2.0,1.0,,3.0,,1.0,2.0,2.0,,,,,,,,,,,,,,
10390126,home,Angers,Amine Salama,Salama,,amine-salama,A. Salama,F,19,192.0,769,M,1175856,EUR,963878400,M,11,11,False,18.0,11.0,,,5.0,8.0,6.0,11.0,,7.0,,,,,82.0,35.0,6.2,16.0,0.2087,0.0,0.00758834,1,,1.0,,10.0,3.0,,5.0,1.0,2.0,4.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10390126,home,Angers,Batista Mendy,,,batista-mendy,B. Mendy,M,19,191.0,1300,M,859021,EUR,947635200,M,2,2,False,27.0,22.0,2.0,1.0,12.0,14.0,10.0,13.0,,3.0,,,,,90.0,34.0,6.6,7.0,0.0,0.0,0.0153671,0,,,2.0,3.0,4.0,,1.0,,,1.0,,,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,
10390126,home,Angers,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187.0,8306,M,368120,EUR,785635200,M,6,6,False,44.0,33.0,5.0,2.0,20.0,26.0,14.0,20.0,3.0,6.0,,,,,90.0,71.0,7.3,18.0,0.047,0.0,0.28548,1,,2.0,2.0,8.0,10.0,2.0,6.0,3.0,,1.0,1.0,2.0,,,1.0,4.0,3.0,,2.0,nabilbentaleb,True,1.0,1.0,1.0,,,,,,,
10390126,home,Angers,Himad Abdelli,,,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,945830,EUR,942796800,M,10,10,False,24.0,14.0,3.0,1.0,6.0,10.0,8.0,15.0,,5.0,,,,,90.0,42.0,6.7,16.0,0.0,0.0,0.0096268,0,,1.0,3.0,9.0,10.0,,3.0,2.0,1.0,3.0,2.0,2.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,,,
10390126,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176.0,98,M,283083,EUR,758937600,F,23,23,False,21.0,16.0,,,4.0,5.0,12.0,16.0,1.0,4.0,,,,,87.0,38.0,7.1,9.0,0.0716,0.1018,0.0167321,2,,,,2.0,5.0,,,,,3.0,1.0,2.0,,,,4.0,1.0,1.0,,,,,,,1.0,,,,,,
