match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceCreated,captain,stat_goalAssist,stat_bigChanceMissed,stat_outfielderBlock,stat_penaltyMiss,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded
10438212,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,17.0,13.0,13.0,9.0,8.0,8.0,5.0,9.0,1.0,7.0,1.0,2.0,3.0,1.0,90.0,26.0,7.4,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,70,70,False,54.0,47.0,9.0,7.0,21.0,23.0,27.0,38.0,,6.0,,,,,90.0,88.0,8.3,18.0,0,7.0,1.0,1.0,1.0,5.0,12.0,1.0,1.0,1.0,2.0,7.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Vítor Tormena,vitor-tormena,V. Tormena,D,3,192,192,M,892426,EUR,820713600,D,3,3,False,57.0,54.0,7.0,5.0,26.0,28.0,28.0,29.0,2.0,4.0,,,,,90.0,64.0,7.9,4.0,1,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Sikou Niakaté,sikou-niakate,S. Niakaté,D,4,186,1565,M,868235,EUR,931564800,D,4,4,False,62.0,53.0,9.0,3.0,25.0,28.0,28.0,34.0,2.0,5.0,,,,,90.0,70.0,6.9,9.0,1,,,,2.0,3.0,4.0,3.0,,,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Nuno Sequeira,nuno-sequeira,N. Sequeira,D,6,184,53,M,170117,EUR,651024000,D,6,6,False,57.0,44.0,8.0,6.0,12.0,13.0,35.0,54.0,1.0,7.0,,,,,90.0,85.0,7.3,25.0,0,10.0,3.0,1.0,2.0,4.0,4.0,,1.0,1.0,,2.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Iuri Medeiros,iuri-medeiros,I. Medeiros,M,45,174,247,M,252613,EUR,773798400,M,45,45,False,19.0,17.0,2.0,1.0,5.0,6.0,12.0,14.0,,3.0,,,,,60.0,30.0,6.6,6.0,3,1.0,,,,4.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,
10438212,home,Sporting Braga,Mutassim Al-Musrati,mutassim-al-musrati,M. Al-Musrati,M,73,189,2821,M,868958,EUR,828748800,M,8,8,False,35.0,29.0,12.0,9.0,12.0,14.0,17.0,21.0,,6.0,,,,,60.0,44.0,6.8,8.0,0,,,,1.0,6.0,5.0,1.0,2.0,,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,41.0,39.0,4.0,3.0,10.0,10.0,30.0,35.0,1.0,3.0,,,,,76.0,52.0,6.9,7.0,2,4.0,1.0,,,5.0,1.0,1.0,,1.0,,1.0,,,3.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,
10438212,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,36.0,29.0,3.0,1.0,4.0,7.0,25.0,30.0,1.0,4.0,,,,,90.0,55.0,6.7,15.0,3,1.0,,,,3.0,2.0,2.0,,1.0,,,,2.0,,,3.0,,,5.0,,1.0,2.0,,,1.0,True,1.0,1.0,1.0,1.0,,,
10438212,home,Sporting Braga,Simon Banza,simon-banza,S. Banza,F,9,189,10452,M,825945,EUR,839894400,F,23,23,False,9.0,6.0,1.0,,,1.0,6.0,8.0,1.0,4.0,,,,,90.0,31.0,6.9,12.0,2,,,3.0,1.0,10.0,8.0,,2.0,5.0,1.0,,,4.0,3.0,,,,,5.0,3.0,2.0,,,,,,,,,,simbnz,,
10438212,home,Sporting Braga,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,99,99,False,11.0,10.0,1.0,1.0,2.0,2.0,8.0,10.0,2.0,3.0,,,,,87.0,42.0,6.5,15.0,5,1.0,,1.0,1.0,11.0,7.0,1.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,,1.0,,,6.0,,4.0,1.0,,,,,,1.0,,,,,
10438212,home,Sporting Braga,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,88,88,True,25.0,21.0,1.0,1.0,9.0,11.0,13.0,15.0,1.0,4.0,,,,,30.0,32.0,6.9,4.0,0,1.0,1.0,4.0,1.0,4.0,3.0,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,14,14,True,3.0,1.0,,,,,4.0,7.0,,1.0,,,,,30.0,19.0,6.8,7.0,1,4.0,3.0,,,5.0,5.0,,1.0,4.0,,1.0,,2.0,2.0,,2.0,,,1.0,2.0,,1.0,Álvaro Djaló,,,,,,,,,,
10438212,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,True,3.0,3.0,,,,,4.0,5.0,,,,,,,14.0,5.0,6.7,1.0,0,2.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Diego Lainez,diego-lainez,D. Lainez,M,16,168,2266,M,874535,EUR,960508800,F,18,18,True,7.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,,,,,,,12.0,9.0,6.6,1.0,0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10438212,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
