match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_goals,stat_goodHighClaim,stat_bigChanceMissed,stat_totalOffside
10382025,home,Feyenoord,Justin Bijlow,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,False,41.0,38.0,6.0,3.0,35.0,35.0,3.0,6.0,1.0,12.0,1.0,2.0,90.0,50.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382025,home,Feyenoord,Marcus Pedersen,marcus-pedersen,M. Pedersen,D,16,178,655,M,934409,EUR,963705600,D,2,2,False,31.0,23.0,3.0,,9.0,14.0,15.0,19.0,1.0,5.0,,,74.0,51.0,6.4,13.0,1,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10382025,home,Feyenoord,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2489,M,856739,EUR,963878400,D,4,4,False,78.0,74.0,3.0,1.0,54.0,56.0,20.0,22.0,2.0,4.0,,,90.0,88.0,7.4,5.0,0,,,1.0,3.0,,1.0,,4.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,
10382025,home,Feyenoord,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,88.0,81.0,8.0,3.0,62.0,63.0,19.0,27.0,3.0,8.0,,,90.0,104.0,7.2,11.0,1,2.0,,2.0,6.0,,,,1.0,5.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10382025,home,Feyenoord,Quilindschy Hartman,quilindschy-hartman,Q. Hartman,D,3,183,1253,M,1392044,EUR,1005696000,D,5,5,False,48.0,39.0,6.0,2.0,21.0,23.0,18.0,25.0,4.0,8.0,,,90.0,66.0,7.3,12.0,0,,,3.0,5.0,,1.0,,1.0,2.0,1.0,1.0,,2.0,,1.0,3.0,1.0,,,,1.0,,,,,,,,,,,
10382025,home,Feyenoord,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2174,M,959628,EUR,942710400,M,20,20,False,60.0,56.0,9.0,7.0,30.0,30.0,26.0,31.0,1.0,7.0,,,90.0,75.0,8.8,8.0,1,1.0,,3.0,7.0,,3.0,,,4.0,2.0,3.0,,3.0,,1.0,,2.0,1.0,,,1.0,2.0,3.0,1.0,1.0,,,,,,,
10382025,home,Feyenoord,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,13499,M,907461,EUR,978048000,M,10,10,False,72.0,60.0,12.0,6.0,32.0,33.0,30.0,42.0,1.0,8.0,,,90.0,96.0,7.3,19.0,2,3.0,2.0,6.0,4.0,3.0,3.0,2.0,2.0,1.0,,2.0,2.0,4.0,,,1.0,,,,,,,2.0,,,orkunkokcu,True,,,,,
10382025,home,Feyenoord,Igor Paixão,igor-paixao,I. Paixão,F,14,168,12525,M,981815,EUR,962150400,M,14,14,False,18.0,15.0,2.0,,2.0,3.0,13.0,16.0,,1.0,,,62.0,26.0,8.3,5.0,2,1.0,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,2.0,1.0,,,
10382025,home,Feyenoord,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10886,M,847983,EUR,926294400,M,17,17,False,18.0,12.0,1.0,1.0,6.0,9.0,6.0,10.0,,6.0,,,62.0,32.0,6.7,11.0,1,1.0,,5.0,4.0,,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,szymanski_11,,,,,,
10382025,home,Feyenoord,Oussama Idrissi,oussama-idrissi,O. Idrissi,M,11,175,2812,M,823963,EUR,825292800,M,26,26,False,31.0,24.0,4.0,4.0,6.0,7.0,19.0,25.0,1.0,2.0,,,89.0,51.0,7.7,11.0,3,1.0,1.0,9.0,6.0,2.0,1.0,,,2.0,1.0,2.0,5.0,2.0,2.0,,1.0,2.0,1.0,,,,,1.0,,,,,2.0,1.0,,,
10382025,home,Feyenoord,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32499,M,892141,EUR,987552000,F,29,29,False,18.0,12.0,1.0,,,,12.0,18.0,1.0,1.0,,,89.0,31.0,7.5,9.0,3,,,4.0,6.0,2.0,1.0,1.0,,,,1.0,2.0,,4.0,1.0,1.0,,,,,,,1.0,,,sant.gimenez,,2.0,1.0,,,
