match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_wasFouled,stat_goals,stat_keyPass,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_dispossessed,captain,stat_goalAssist,stat_accurateCross,stat_errorLeadToAShot,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_bigChanceCreated,stat_punches,stat_hitWoodwork,stat_totalOffside
10438024,home,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,23.0,12.0,15.0,4.0,11.0,11.0,1.0,12.0,1.0,1.0,1.0,10.0,2.0,3.0,4.0,90.0,36.0,7.5,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438024,home,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,37.0,30.0,6.0,4.0,15.0,18.0,15.0,20.0,4.0,1.0,3.0,4.0,,,,90.0,56.0,7.7,11.0,0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438024,home,Chaves,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,False,37.0,37.0,,,31.0,31.0,6.0,6.0,2.0,,2.0,6.0,,,,90.0,50.0,7.5,,1,,1.0,2.0,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438024,home,Chaves,Steven Vitória,,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,35.0,31.0,5.0,2.0,24.0,25.0,7.0,10.0,3.0,,1.0,6.0,,,,59.0,43.0,7.8,4.0,2,,2.0,2.0,2.0,,2.0,1.0,,1.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
10438024,home,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,38.0,27.0,7.0,4.0,15.0,16.0,12.0,22.0,4.0,1.0,3.0,3.0,,,,90.0,65.0,7.2,15.0,1,,,,7.0,,1.0,1.0,3.0,2.0,4.0,3.0,,2.0,1.0,,,1.0,2.0,,,,,,,,,,,,
10438024,home,Chaves,João Pedro,,,joao-pedro,J. Pedro,M,,176,61,M,251217,EUR,733795200,M,83,83,False,31.0,24.0,1.0,1.0,12.0,12.0,12.0,19.0,8.0,2.0,,3.0,,,,90.0,43.0,6.7,10.0,0,,,1.0,5.0,,,3.0,3.0,3.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,
10438024,home,Chaves,João Teixeira,,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,37.0,29.0,5.0,2.0,13.0,16.0,19.0,29.0,1.0,,2.0,5.0,,,,87.0,64.0,8.0,15.0,0,8.0,,2.0,11.0,,1.0,2.0,4.0,,1.0,1.0,,2.0,4.0,,3.0,,1.0,1.0,True,1.0,3.0,1.0,,,,,,,
10438024,home,Chaves,Issah Abass,,,abass-issah,I. Abass,M,8,173,216,M,873419,EUR,906768000,M,17,17,False,18.0,16.0,3.0,3.0,8.0,9.0,8.0,11.0,7.0,,,7.0,,,,90.0,41.0,6.6,11.0,6,2.0,,1.0,5.0,,,1.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,,,,,1.0,2.0,,,,,
10438024,home,Chaves,João Mendes,,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,8,8,False,31.0,22.0,2.0,1.0,9.0,9.0,14.0,23.0,7.0,3.0,,7.0,,,,69.0,44.0,6.3,12.0,2,1.0,,,3.0,,,1.0,1.0,2.0,2.0,,1.0,,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,
10438024,home,Chaves,Euller,,,euller,Euller,M,7,173,63,M,336843,EUR,789177600,M,16,16,False,16.0,12.0,2.0,2.0,1.0,2.0,12.0,21.0,7.0,2.0,1.0,2.0,,,,59.0,29.0,6.6,12.0,0,7.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,
