match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalClearance,stat_errorLeadToAShot,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_goals,stat_outfielderBlock,captain,stat_hitWoodwork,stat_totalOffside,stat_clearanceOffLine
11388432,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,38.0,32.0,14.0,8.0,26.0,26.0,6.0,12.0,9.0,1.0,4.0,5.0,1.0,1.0,90.0,49.0,7.7,6.0,0.00114557,0,0.2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388432,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,48.0,42.0,2.0,1.0,27.0,29.0,15.0,21.0,6.0,,,,,,88.0,66.0,7.3,11.0,0.460063,0,,1.0,2.0,3.0,7.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11388432,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,D,22,22,False,77.0,64.0,4.0,3.0,46.0,54.0,18.0,23.0,9.0,,,,,,90.0,92.0,6.6,15.0,0.0259043,0,,,,3.0,5.0,3.0,,1.0,,3.0,3.0,3.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11388432,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,101.0,91.0,13.0,11.0,61.0,66.0,30.0,35.0,5.0,,,,,,88.0,114.0,7.6,11.0,0.0154164,1,,,,2.0,4.0,9.0,1.0,,,,1.0,1.0,1.0,1.0,,5.0,,6.0,1.0,1.0,1.0,2.0,0.1048,0.0506,,,,,,,,,,,
11388432,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,44.0,40.0,1.0,1.0,19.0,19.0,21.0,26.0,6.0,,,,,,90.0,60.0,7.5,7.0,0.298968,2,,1.0,1.0,,3.0,5.0,1.0,7.0,1.0,,,,,1.0,,1.0,,,,,,,0.0446,,sergino,5.0,1.0,1.0,,,,,,,
11388432,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,56.0,46.0,8.0,7.0,24.0,28.0,24.0,33.0,5.0,,,,,,90.0,74.0,8.2,15.0,0.291956,2,,,5.0,1.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,1.0,,1.0,,1.0,,,0.2049,0.3403,,,1.0,,2.0,1.0,,,,,
11388432,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,M,17,17,False,46.0,37.0,3.0,2.0,24.0,27.0,13.0,19.0,3.0,,,,,,82.0,58.0,7.0,12.0,0.0343582,1,,,,,2.0,3.0,1.0,2.0,,1.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,0.0286,,,1.0,1.0,,,,1.0,,,,
11388432,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,11,11,False,34.0,30.0,1.0,,14.0,16.0,18.0,21.0,9.0,,,,,,90.0,60.0,8.9,12.0,0.531144,4,,1.0,3.0,,2.0,7.0,,2.0,1.0,,2.0,2.0,1.0,4.0,,,,,1.0,1.0,4.0,4.0,0.4937,0.8244,johanbakayoko,1.0,3.0,,2.0,1.0,,,,,
11388432,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,17.0,12.0,1.0,,5.0,10.0,7.0,10.0,5.0,,,,,,72.0,29.0,6.9,10.0,0.119394,2,,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.0837,0.0389,,1.0,1.0,,,,,,,,
11388432,home,PSV Eindhoven,Malik Tillman,,,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,M,10,10,False,35.0,30.0,,,13.0,14.0,17.0,21.0,3.0,,,,,,90.0,47.0,7.7,10.0,1.01722,0,,2.0,,,5.0,1.0,,4.0,2.0,1.0,1.0,,,4.0,1.0,1.0,,,,,,,,,MalikTillman8,,,,,,,,,,
