match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_wonContest,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_penaltyConceded,stat_outfielderBlock,stat_totalOffside,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goals,stat_hitWoodwork,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated
11452952,home,Al Tai,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800,G,1,1,False,20.0,17.0,6.0,3.0,16.0,16.0,1.0,4.0,1.0,1.0,7.0,1.0,1.0,2.0,90.0,30.0,6.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,23,171.0,15,M,1398859,EUR,992131200,D,23,23,False,22.0,16.0,,,4.0,6.0,12.0,17.0,4.0,1.0,1.0,,,,67.0,45.0,6.3,12.0,0,Nawaf Al Qamiri,,1.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,27,27,False,36.0,27.0,4.0,3.0,21.0,24.0,6.0,12.0,5.0,6.0,4.0,,,,90.0,52.0,6.0,10.0,0,,,,,3.0,,1.0,2.0,3.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Enzo Roco,enzo-roco,E. Roco,D,3,191.0,398,M,105971,EUR,713923200,D,5,5,False,54.0,43.0,11.0,5.0,34.0,38.0,9.0,16.0,3.0,2.0,9.0,,,,90.0,60.0,6.0,11.0,0,,,,,,,1.0,,,,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
11452952,home,Al Tai,Hussain Qasim,hussain-qasim,H. Qasim,D,12,179.0,18,M,948595,EUR,874800000,D,12,12,False,49.0,40.0,4.0,3.0,16.0,21.0,24.0,32.0,10.0,3.0,5.0,,,,90.0,81.0,6.9,17.0,0,,,4.0,2.0,6.0,1.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,
11452952,home,Al Tai,Alfa Semedo,alfa-semedo,A. Semedo,M,30,190.0,367,M,887343,EUR,872899200,M,30,30,False,54.0,48.0,4.0,3.0,29.0,30.0,19.0,24.0,5.0,4.0,12.0,,,,90.0,74.0,6.4,15.0,0,,,,2.0,8.0,3.0,3.0,,1.0,,1.0,1.0,2.0,,3.0,,2.0,,1.0,,,True,,,,,,,,,,
11452952,home,Al Tai,Salem Abdullah Al-Toiawy,al-toiawy-salem-abdullah-salem,S. Al-Toiawy,D,13,175.0,4,M,1633371,EUR,991872000,M,13,13,False,10.0,8.0,,,1.0,3.0,7.0,7.0,1.0,,1.0,,,,45.0,19.0,6.3,7.0,1,,,,,7.0,3.0,,,1.0,,1.0,3.0,,,2.0,,,,,,,,1.0,,,,,,,,,
11452952,home,Al Tai,Abdulaziz Al Harabi,abdulaziz-al-harabi,A. A. Harabi,M,18,176.0,18,M,1127117,EUR,864777600,M,6,6,False,11.0,10.0,1.0,1.0,2.0,2.0,8.0,9.0,3.0,,,,,,45.0,17.0,6.5,2.0,0,Abdulaziz Al Harabi,,,1.0,6.0,1.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,53.0,51.0,8.0,7.0,19.0,19.0,33.0,36.0,10.0,,6.0,,,,90.0,77.0,7.5,6.0,3,,,2.0,,8.0,1.0,4.0,1.0,4.0,2.0,4.0,2.0,3.0,,1.0,3.0,,,1.0,,,,1.0,1.0,2.0,,,,,,,
11452952,home,Al Tai,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,281,M,148623,EUR,743472000,M,10,10,False,34.0,31.0,2.0,2.0,9.0,10.0,23.0,28.0,7.0,,10.0,,,,90.0,59.0,6.4,15.0,2,,,4.0,1.0,11.0,3.0,7.0,,4.0,1.0,1.0,3.0,3.0,,2.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,
11452952,home,Al Tai,Rakan Shamlan,rakan-shamlan,R. Shamlan,M,70,175.0,13,M,948599,EUR,900374400,F,70,70,False,23.0,19.0,1.0,1.0,3.0,4.0,16.0,19.0,6.0,,5.0,,,,87.0,37.0,6.8,11.0,0,,,,,6.0,2.0,7.0,,,,1.0,,4.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,
11452952,home,Al Tai,Abdulfattah Asiri,abdulfattah-asiri,A. Asiri,M,,167.0,63,M,374524,EUR,762220800,M,45,45,True,9.0,6.0,,,2.0,4.0,4.0,5.0,,,1.0,,,,22.0,12.0,6.5,5.0,0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170.0,26,M,871619,EUR,810345600,D,8,8,True,23.0,18.0,1.0,,6.0,7.0,14.0,18.0,3.0,,2.0,,,,45.0,35.0,6.7,10.0,0,,,2.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,,,,,2.0,,,2.0,,,,,,,,
11452952,home,Al Tai,Ibrahim Alnakhli,ibrahim-alnakhli,I. Alnakhli,D,88,176.0,35,M,847004,EUR,857865600,D,88,88,True,10.0,8.0,,,4.0,5.0,4.0,5.0,2.0,1.0,1.0,,,,23.0,19.0,6.6,6.0,0,,,,,,,,1.0,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,
11452952,home,Al Tai,Hazzaa Al-Hazzaa,hazzaa-al-hazzaa,H. Al-Hazzaa,F,90,175.0,11,M,847236,EUR,681609600,F,99,99,True,6.0,6.0,,,4.0,4.0,2.0,2.0,3.0,,1.0,,,,23.0,12.0,6.4,3.0,0,,,,,3.0,1.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,,
11452952,home,Al Tai,Adeeb Al-Haizan,adeeb-al-haizan,A. Al-Haizan,F,7,180.0,4,M,2294204,EUR,991180800,F,90,90,True,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,11.0,4.0,6.4,2.0,0,Adeeb,Al-Haizan,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Moataz Al-Baqaawi,moataz-al-baqaawi,M. Al-Baqaawi,G,33,180.0,23,M,892891,EUR,883872000,G,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Abdulkarim Al Sulaima,abdulkarim-al-sulaima,A. A. Sulaima,D,4,,5,M,1127119,EUR,961804800,D,4,4,True,,,,,,,,,,,,,,,,,,,0,Abdulkarim Al Sulaima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,D,33,162.0,10,M,818828,EUR,680054400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452952,home,Al Tai,Jamal Bajandouh,jamal-bajandouh,J. Bajandouh,M,,180.0,21,M,540424,EUR,714441600,M,26,26,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
