match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,captain,stat_goodHighClaim,stat_bigChanceMissed,player_sofascoreId
11409201,home,Moreirense,Kewin,kewin,Kewin,G,1,187,111,M,865371,EUR,790992000,G,40,40,False,32.0,18.0,20.0,6.0,16.0,20.0,2.0,12.0,2.0,5.0,1.0,2.0,2.0,90.0,40.0,6.3,15.0,0.0,0.0,0.00093402,0,-1.0305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,2,2,False,39.0,30.0,14.0,8.0,10.0,14.0,20.0,27.0,2.0,12.0,,,,90.0,67.0,6.5,19.0,0.035,0.0,0.0278074,1,,2.0,1.0,1.0,7.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,40.0,24.0,15.0,4.0,15.0,19.0,9.0,21.0,3.0,3.0,,,,90.0,53.0,6.7,16.0,0.0,0.0,0.00624006,0,,,2.0,4.0,2.0,7.0,,,,,,1.0,3.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,
11409201,home,Moreirense,Maracás,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,42.0,36.0,2.0,,32.0,33.0,4.0,9.0,2.0,4.0,,,,90.0,48.0,6.2,6.0,0.0,0.0,0.00172214,0,,,1.0,4.0,4.0,5.0,,,1.0,1.0,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,
11409201,home,Moreirense,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180,173,M,931743,EUR,924652800,D,23,23,False,28.0,20.0,5.0,,10.0,11.0,10.0,20.0,,5.0,,,,90.0,54.0,6.2,17.0,0.0,0.0,0.0100361,0,,3.0,3.0,,4.0,2.0,,,1.0,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11409201,home,Moreirense,Gonçalo Franco,goncalo-franco,G. Franco,M,17,176,243,M,984866,EUR,974419200,M,88,88,False,26.0,19.0,4.0,2.0,14.0,16.0,6.0,11.0,2.0,10.0,,,,87.0,45.0,7.8,10.0,0.0,0.0,0.201022,0,,1.0,2.0,1.0,5.0,8.0,,,1.0,,,4.0,5.0,3.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
11409201,home,Moreirense,Lawrence Ofori,lawrence-ofori,L. Ofori,M,80,181,149,M,892170,EUR,898992000,M,80,80,False,41.0,38.0,2.0,1.0,14.0,15.0,24.0,26.0,1.0,5.0,,,,90.0,49.0,6.5,5.0,0.0,0.0,0.0295291,0,,,,,2.0,3.0,,,3.0,2.0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,
11409201,home,Moreirense,Madson de Souza Silva,madson-de-souza-silva,M. d. S. Silva,M,9,164,238,M,937555,EUR,935625600,M,31,31,False,21.0,17.0,,,7.0,8.0,11.0,15.0,,6.0,,,,77.0,47.0,7.2,15.0,0.2721,0.153,0.0214236,3,,2.0,,,7.0,5.0,,3.0,6.0,2.0,2.0,,1.0,1.0,3.0,2.0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,
11409201,home,Moreirense,Alan,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,34.0,28.0,1.0,,13.0,15.0,15.0,24.0,,4.0,,,,87.0,51.0,7.0,14.0,0.2376,0.0,0.0220156,3,,5.0,1.0,,3.0,3.0,1.0,,,,2.0,,2.0,1.0,2.0,1.0,1.0,,,,,,3.0,,,,,1.0,1.0,,,,
11409201,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,M,19,19,False,19.0,16.0,2.0,2.0,6.0,8.0,11.0,12.0,1.0,5.0,,,,89.0,38.0,7.1,9.0,0.0563,0.0643,0.151712,2,,1.0,2.0,2.0,5.0,7.0,,,4.0,2.0,,,1.0,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,,,
11409201,home,Moreirense,André Luis,andre-luis,A. Luis,F,9,182,773,M,904297,EUR,763171200,F,9,9,False,26.0,18.0,,,8.0,9.0,10.0,17.0,1.0,1.0,,,,90.0,40.0,7.0,14.0,0.4499,0.9337,0.0820234,3,,,5.0,2.0,8.0,3.0,,1.0,2.0,,,1.0,,,3.0,1.0,1.0,,,,,,1.0,,,1.0,1.0,2.0,1.0,True,,,
11409201,home,Moreirense,Jeremy Antonisse,jeremy-antonisse,J. Antonisse,F,7,177,139,M,1092638,EUR,1017360000,F,17,17,True,7.0,5.0,,,3.0,5.0,2.0,2.0,,4.0,,,,13.0,10.0,6.6,3.0,0.0,0.0,0.00783194,0,,,,,3.0,2.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,,,Jeremy,Antonisse,,,,,,,,
11409201,home,Moreirense,Pedro Aparício,pedro-aparicio,P. Aparício,M,10,171,39,M,1091674,EUR,809049600,M,10,10,True,4.0,3.0,,,2.0,2.0,1.0,2.0,,1.0,,,,13.0,4.0,6.4,1.0,0.0,0.0,0.0005724,0,,,,,,,,,,,,,,,,,,,,,,,,Pedro Aparício,,,,,,,,,
11409201,home,Moreirense,Rúben Ramos Ismael,ruben-ramos-ismael,Ismael,M,16,184,179,M,1469058,EUR,922320000,M,6,6,True,3.0,1.0,1.0,,,1.0,1.0,2.0,,1.0,,,,13.0,3.0,6.3,2.0,0.0,0.0,0.00018191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,True,,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Caio,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Carlos Ponck,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,14,14,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Matheus Aiás,matheus-aias,M. Aiás,F,9,175,293,M,899902,EUR,851904000,F,7,7,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409201,home,Moreirense,Matar Manga,manga-matar,M. Manga,F,,180,19,M,1513561,EUR,1084147200,M,77,77,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Matar Manga,,,,,,,,,
11409201,away,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,28.0,20.0,14.0,6.0,15.0,16.0,5.0,12.0,1.0,14.0,1.0,1.0,,90.0,38.0,6.7,8.0,0.0,0.0,0.00343891,0,-0.849,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,
11409201,away,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,29.0,21.0,5.0,1.0,14.0,17.0,8.0,18.0,3.0,8.0,,,,77.0,57.0,6.6,15.0,0.0,0.0,0.0556562,0,,6.0,1.0,1.0,3.0,5.0,1.0,,,,,1.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
11409201,away,Sporting Braga,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,75.0,62.0,10.0,4.0,34.0,40.0,28.0,35.0,3.0,4.0,,,,90.0,84.0,6.6,14.0,0.0,0.0,0.0276122,0,,,,3.0,2.0,3.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,True,,,
11409201,away,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,False,65.0,58.0,8.0,3.0,44.0,44.0,15.0,22.0,6.0,7.0,,,,90.0,86.0,7.2,10.0,0.0,0.0,0.117578,0,,1.0,2.0,1.0,5.0,5.0,,,2.0,,,2.0,4.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,
11409201,away,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,34.0,29.0,4.0,3.0,14.0,16.0,16.0,20.0,,2.0,,,,64.0,54.0,6.9,7.0,0.0,0.0,0.0710334,0,,2.0,,1.0,1.0,4.0,,,,,,,3.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,
11409201,away,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,18,18,False,30.0,25.0,3.0,1.0,13.0,13.0,12.0,17.0,,6.0,,,,57.0,35.0,6.4,7.0,0.0,0.0,0.0218027,0,,,1.0,2.0,4.0,3.0,1.0,,,,,1.0,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,
11409201,away,Sporting Braga,André Horta,andre-horta,A. Horta,M,6,174,845,M,775699,EUR,847324800,M,10,10,False,38.0,34.0,4.0,1.0,16.0,16.0,18.0,22.0,1.0,3.0,,,,45.0,46.0,6.4,5.0,0.0,0.0,0.0191017,0,,,,,2.0,2.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11409201,away,Sporting Braga,Rony Lopes,rony-lopes,R. Lopes,M,16,174,626,M,190147,EUR,820108800,M,20,20,False,23.0,19.0,2.0,1.0,6.0,7.0,13.0,16.0,1.0,2.0,,,,64.0,33.0,7.3,8.0,0.3696,0.7115,0.031758,2,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,2.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,
11409201,away,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,M,14,14,False,19.0,13.0,1.0,,1.0,1.0,13.0,19.0,1.0,5.0,,,,90.0,46.0,6.5,20.0,0.3861,0.4137,0.142922,4,,1.0,,2.0,8.0,3.0,3.0,2.0,3.0,,2.0,1.0,,,9.0,1.0,1.0,,,1.0,1.0,1.0,2.0,Álvaro Djaló,,1.0,,1.0,1.0,,,1.0,
