match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_blockedScoringAttempt,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_penaltyConceded,stat_wonContest,stat_penaltyWon,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,captain,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
11369488,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191.0,3299,M,253809,EUR,760579200,G,13,13,False,34.0,19.0,22.0,7.0,15.0,20.0,4.0,14.0,1.0,8.0,2.0,1.0,1.0,1.0,90.0,42.0,6.7,15.0,0.00062608,0,0.7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369488,home,Real Betis,Héctor Bellerín,,,hector-bellerin,H. Bellerín,D,2,178.0,3870,M,188365,EUR,795571200,D,2,2,False,40.0,26.0,6.0,,16.0,28.0,10.0,13.0,1.0,5.0,,,,,90.0,71.0,6.6,23.0,0.0412162,0,,Bellerín,1.0,3.0,4.0,8.0,9.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11369488,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187.0,3493,M,158241,EUR,677980800,D,6,6,False,63.0,46.0,7.0,1.0,41.0,52.0,5.0,11.0,7.0,5.0,,,,,90.0,76.0,6.9,18.0,0.00151694,1,,germanpezzella,,1.0,8.0,2.0,11.0,1.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0594,,,,,,,,,,,,,,,
11369488,home,Real Betis,Sokratis Papastathopoulos,Sokratis,Papastathopoulos,sokratis-papastathopoulos,S. Papastathopoulos,D,3,187.0,628,,2322979,EUR,581817600,D,19,19,False,30.0,25.0,4.0,2.0,20.0,21.0,5.0,9.0,4.0,2.0,,,,,65.0,40.0,6.7,6.0,0.0252489,0,,,,1.0,1.0,2.0,1.0,,,,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11369488,home,Real Betis,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181.0,3931,M,973838,EUR,959385600,D,20,20,False,6.0,4.0,1.0,,2.0,3.0,2.0,3.0,,,,,,,13.0,8.0,4.7,2.0,0.00037613,0,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11369488,home,Real Betis,Johnny Cardoso,,,johnny,J. Cardoso,M,5,186.0,5097,M,990169,EUR,1000944000,M,4,4,False,44.0,34.0,1.0,,23.0,29.0,11.0,15.0,1.0,7.0,,,,,90.0,67.0,7.7,13.0,0.00802091,0,,,,4.0,3.0,6.0,13.0,,1.0,1.0,,5.0,6.0,3.0,2.0,3.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,
11369488,home,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188.0,1049,M,1137814,EUR,998697600,M,27,27,False,39.0,36.0,4.0,3.0,19.0,20.0,17.0,19.0,1.0,6.0,,,,,66.0,50.0,6.6,9.0,0.0145895,0,,,,,,5.0,2.0,,2.0,1.0,,,1.0,,3.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,
11369488,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175.0,565,M,1031421,EUR,958435200,M,17,17,False,32.0,26.0,4.0,2.0,11.0,13.0,15.0,20.0,,6.0,,,,,90.0,48.0,6.9,11.0,0.129025,1,,,1.0,2.0,,5.0,5.0,,1.0,4.0,,2.0,,,1.0,3.0,,,,0.0119,,2.0,,,1.0,0.0598,,,,,,,,,
11369488,home,Real Betis,Isco,,,isco,Isco,M,22,176.0,26276,M,103417,EUR,703814400,M,22,22,False,28.0,23.0,2.0,1.0,10.0,10.0,14.0,20.0,,6.0,,,,,82.0,49.0,8.1,12.0,0.277697,2,,iscoalarcon,2.0,,,3.0,9.0,,2.0,5.0,,,2.0,2.0,3.0,2.0,,1.0,,0.8147,,5.0,,2.0,1.0,0.9895,1.0,1.0,1.0,1.0,,,,,
11369488,home,Real Betis,Assane Diao,,,assane-diao,A. Diao,F,38,185.0,18044,M,1493689,EUR,1126051200,M,38,38,False,14.0,7.0,,,4.0,4.0,3.0,10.0,,5.0,,,,,66.0,29.0,6.5,13.0,0.00380351,1,,,,6.0,,10.0,4.0,1.0,1.0,3.0,,,1.0,,4.0,1.0,1.0,1.0,,0.0299,,2.0,,,,,,,,,,,,,
