match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_totalTackle,stat_accurateCross,stat_blockedScoringAttempt,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,player_sofascoreId,stat_goals,stat_penaltyFaced,stat_outfielderBlock,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed
11779982,home,Cruzeiro,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,1,1,False,True,27.0,23.0,13.0,9.0,19.0,19.0,4.0,8.0,2.0,1.0,2.0,2.0,90.0,31.0,6.4,5.0,0.00058267,0,-0.7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11779982,home,Cruzeiro,William,william,William,D,12,176,2476,M,604274,EUR,796867200,D,12,12,False,,31.0,22.0,3.0,1.0,8.0,8.0,14.0,33.0,,2.0,,,90.0,59.0,6.5,24.0,0.032171,0,,,,10.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11779982,home,Cruzeiro,Neris,neris,Neris,D,77,190,332,M,840247,EUR,708739200,D,27,27,False,,43.0,42.0,4.0,3.0,16.0,16.0,26.0,27.0,2.0,,,,90.0,50.0,6.4,3.0,0.0285209,1,,,,,5.0,3.0,1.0,,,3.0,,3.0,,1.0,3.0,1.0,0.0213,,,,,,,,,,,,,,,,,
11779982,home,Cruzeiro,Luciano Castan,luciano-castan,Luciano Castan,D,4,187,212,M,845110,EUR,621648000,D,4,4,False,,63.0,51.0,14.0,7.0,27.0,30.0,24.0,33.0,5.0,,,,90.0,77.0,6.9,13.0,0.0109243,1,,,,,6.0,6.0,,2.0,2.0,6.0,1.0,,,6.0,3.0,1.0,0.0307,1.0,,,,,,,,,,,,,,,,
11779982,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,3,3,False,,33.0,22.0,5.0,1.0,13.0,14.0,10.0,20.0,8.0,1.0,,,83.0,61.0,6.5,12.0,0.0894964,2,,,,1.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,0.042,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,
11779982,home,Cruzeiro,Ian Luccas,ian-luccas,Ian Luccas,M,5,187,203,M,1046496,EUR,1044921600,M,20,20,False,,12.0,9.0,,,,,9.0,12.0,,2.0,,,83.0,24.0,6.8,6.0,0.0618201,0,,,,,4.0,5.0,1.0,1.0,,2.0,,,2.0,2.0,,,,4.0,,,4.0,1.0,1.0,,,,,,,,,,,
11779982,home,Cruzeiro,Filipe Machado,filipe-machado,Filipe Machado,M,8,174,336,M,844601,EUR,822096000,M,23,23,False,,47.0,38.0,6.0,2.0,20.0,21.0,19.0,29.0,11.0,1.0,,,89.0,66.0,7.2,13.0,0.0609037,4,,,,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,0.1197,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.0826,,,,,,,,
11779982,home,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,823653,EUR,887241600,M,7,7,False,,22.0,19.0,1.0,1.0,8.0,9.0,11.0,13.0,3.0,2.0,,,69.0,30.0,6.4,8.0,0.00617756,0,,,,,6.0,2.0,1.0,3.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,
11779982,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,377238,EUR,831254400,M,96,96,False,,41.0,28.0,2.0,,5.0,8.0,25.0,40.0,4.0,1.0,,,90.0,61.0,6.9,20.0,0.1716,2,,,,7.0,4.0,6.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,0.1432,1.0,2.0,1.0,,1.0,,,,,,matheus_pereira,,,,,,
11779982,home,Cruzeiro,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,667,M,822524,EUR,899424000,M,19,19,False,,16.0,14.0,,,3.0,3.0,11.0,14.0,1.0,,,,69.0,25.0,7.1,3.0,0.0224819,1,,,,1.0,5.0,2.0,,,,,1.0,2.0,1.0,3.0,,,0.056,,,,,2.0,,,1.0,0.1469,,,1.0,,,,,
