match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_totalTackle,stat_wonTackle,stat_accurateCross,stat_wonContest,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_outfielderBlock,stat_goals
14065133,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,True,46.0,26.0,30.0,10.0,0.0,20.0,23.0,6.0,23.0,8.0,90.0,48.0,6.4,20.0,0.00602171,0,-0.8259,0.1,0.03,-0.11,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Robin Fellhauer,robin-fellhauer,R. Fellhauer,M,19,185,123,M,860461,EUR,885340800,D,19,19,False,,29.0,23.0,4.0,,0.0,9.0,10.0,14.0,19.0,4.0,81.0,48.0,6.3,9.0,0.0265429,0,,0.04,0.03,-0.11,,,,2.0,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193,620,M,1597260,EUR,1164931200,D,40,40,False,,48.0,45.0,5.0,4.0,0.0,28.0,29.0,17.0,19.0,2.0,90.0,59.0,6.7,4.0,0.0354587,1,,0.22,0.1,-0.06,,Noahkai,Banks,2.0,1.0,4.0,2.0,,5.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0244,0.0471,-0.04,,,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,662,M,963198,EUR,1021420800,D,5,5,False,,38.0,36.0,6.0,4.0,0.0,23.0,23.0,13.0,15.0,7.0,90.0,61.0,7.0,3.0,0.0116504,0,,0.1,0.06,0.16,,,,4.0,3.0,4.0,6.0,,11.0,3.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,,62.0,45.0,13.0,6.0,0.0,24.0,29.0,21.0,33.0,1.0,90.0,76.0,7.2,18.0,0.022318,0,,0.19,0.07,-0.05,,,,4.0,6.0,4.0,10.0,1.0,5.0,,,,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178,1037,M,354878,EUR,813888000,D,13,13,False,,40.0,28.0,1.0,1.0,0.0,11.0,14.0,17.0,26.0,8.0,76.0,70.0,6.8,18.0,0.034734,0,,0.25,0.07,-0.13,,,,,1.0,3.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,,1.0,,,,,3.0,3.0,,1.0,1.0,,,,,,,,,,,,,
14065133,home,FC Augsburg,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1560,M,929620,EUR,1013817600,M,32,32,False,,32.0,21.0,3.0,2.0,0.0,3.0,5.0,18.0,27.0,3.0,90.0,55.0,6.6,21.0,0.491347,1,,0.43,0.26,-0.25,,,,2.0,,12.0,5.0,3.0,1.0,,3.0,3.0,5.0,,1.0,,0.0125,,-0.07,2.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,
14065133,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,8,8,False,,43.0,34.0,4.0,3.0,0.0,15.0,17.0,19.0,26.0,5.0,90.0,72.0,6.7,17.0,0.0261737,3,,-0.11,0.15,-0.11,,,,1.0,1.0,7.0,8.0,2.0,2.0,2.0,4.0,1.0,1.0,,4.0,,0.1655,,-0.08,2.0,1.0,,1.0,1.0,2.0,2.0,,2.0,1.0,,,,,,,,
14065133,home,FC Augsburg,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175,579,M,927340,EUR,994377600,M,4,4,False,,31.0,25.0,1.0,,0.0,11.0,13.0,14.0,18.0,4.0,63.0,37.0,6.4,8.0,0.0124499,0,,0.03,0.03,-0.12,,,,,,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
14065133,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,897,M,822877,EUR,897091200,M,20,20,False,,29.0,23.0,,,0.0,8.0,10.0,15.0,19.0,2.0,82.0,45.0,6.1,17.0,0.0151807,1,,-0.11,0.01,-0.13,,,,1.0,2.0,8.0,4.0,3.0,,,6.0,1.0,,,2.0,,0.0695,,-0.02,,,,,,1.0,2.0,,1.0,,,,,,,,,
14065133,home,FC Augsburg,Mert Kömür,mert-komur,M. Kömür,M,36,183,897,M,1390682,EUR,1121558400,F,36,36,False,,14.0,13.0,1.0,,0.0,8.0,8.0,5.0,6.0,1.0,63.0,22.0,6.4,7.0,0.0127288,1,,0.09,0.06,-0.04,,,,1.0,1.0,5.0,2.0,1.0,,,3.0,1.0,1.0,,1.0,,0.0997,,-0.3,,,,,,1.0,1.0,,,1.0,,,,,,,,
14065133,home,FC Augsburg,Anton Kade,anton-kade,A. Kade,M,30,179,294,M,1129365,EUR,1074297600,M,30,30,True,,8.0,5.0,2.0,1.0,0.0,2.0,3.0,3.0,5.0,,27.0,17.0,6.6,5.0,0.00721803,2,,0.02,0.01,0.14,,Anton,Kade,,1.0,,3.0,,1.0,,1.0,,,,1.0,,0.4626,,-0.58,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,
14065133,home,FC Augsburg,Elias Saad,elias-saad,E. Saad,F,24,185,4301,M,1130946,EUR,946252800,F,26,26,True,,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,2.0,27.0,23.0,6.4,9.0,0.0500396,0,,-0.04,-0.03,0.13,,Elias Saad,,,,4.0,2.0,1.0,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,2.0,,3.0,,,,,,,,,,,
14065133,home,FC Augsburg,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7571,M,1113488,EUR,1081555200,F,11,11,True,,2.0,2.0,,,0.0,,,2.0,2.0,,14.0,9.0,6.6,3.0,0.00860057,0,,-0.08,-0.05,0.25,,,,1.0,,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
14065133,home,FC Augsburg,Phillip Tietz,tietz-phillip,P. Tietz,F,20,190,467,M,822340,EUR,868406400,F,21,21,True,,2.0,2.0,,,0.0,,,2.0,2.0,,9.0,3.0,6.4,,0.0138883,0,,0.04,,0.17,,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Samuel Essende,samuel-essende,S. Essende,F,9,192,6430,M,855808,EUR,885513600,F,9,9,True,,2.0,2.0,,,0.0,,,2.0,2.0,1.0,8.0,5.0,6.6,1.0,0.00415958,0,,0.04,,0.0,,,,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,essende.s,,,,,,
14065133,home,FC Augsburg,Nediljko Labrović,nediljko-labrovic,N. Labrović,G,22,196,1320,M,947986,EUR,939513600,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065133,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191,349,M,798926,EUR,898646400,D,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
