match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_interceptionWon,stat_errorLeadToAGoal,stat_fouls,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_wonContest,stat_goals,stat_bigChanceMissed,stat_totalOffside,player_lastName,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_errorLeadToAShot,stat_lastManTackle
12450882,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,30.0,23.0,10.0,3.0,0.0,23.0,26.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,4.0,4.0,90.0,43.0,6.7,7.0,8.7e-05,0,-0.8479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450882,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,False,83.0,76.0,3.0,1.0,0.0,50.0,53.0,31.0,2.0,6.0,2.0,5.0,1.0,,,,,,90.0,104.0,6.9,11.0,0.0133878,0,,26.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12450882,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,133.0,127.0,5.0,4.0,0.0,83.0,86.0,47.0,,1.0,3.0,2.0,1.0,,,,,,90.0,140.0,6.4,6.0,0.0175812,0,,44.0,,2.0,1.0,,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12450882,home,Olympique de Marseille,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,,988907,EUR,941500800,D,20,20,False,84.0,78.0,2.0,1.0,0.0,50.0,53.0,31.0,4.0,4.0,6.0,9.0,,,,,,,90.0,97.0,7.0,9.0,0.0123307,2,,28.0,,2.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.0881,0.1187,,,,,,,,,,,,,,,,
12450882,home,Olympique de Marseille,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,,1102502,EUR,1021507200,D,3,3,False,45.0,35.0,2.0,,1.0,12.0,16.0,37.0,1.0,2.0,1.0,5.0,1.0,,,,,,90.0,75.0,7.2,23.0,0.220021,3,,26.0,8.0,4.0,,,,,,,,,2.0,1.0,2.0,1.0,5.0,0.0876,0.7496,Quentin Merlin,3.0,1.0,1.0,2.0,,,,,,,,,,,
12450882,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,M,19,19,False,42.0,38.0,1.0,,0.0,17.0,17.0,25.0,1.0,3.0,1.0,1.0,,,,,,,90.0,51.0,6.6,5.0,0.0811007,2,,21.0,,3.0,,1.0,,2.0,,,,,2.0,,,1.0,,0.2275,,,,,,,1.0,,,,,,,,,,
12450882,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,96.0,93.0,3.0,3.0,0.0,47.0,47.0,49.0,1.0,3.0,,8.0,2.0,,,,,,90.0,107.0,7.3,5.0,0.0547528,2,,46.0,,3.0,2.0,1.0,,,,,1.0,,,,2.0,,,0.1131,0.3238,,,,,1.0,,,,,,,,,,,
12450882,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,26.0,22.0,5.0,3.0,0.0,5.0,7.0,19.0,1.0,4.0,1.0,3.0,2.0,,,,,,90.0,42.0,7.6,10.0,0.0478216,5,,17.0,,7.0,3.0,2.0,,,,,,,,3.0,2.0,1.0,2.0,0.5941,0.9225,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,
12450882,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,amineharit,827522,EUR,866592000,M,11,11,False,30.0,25.0,2.0,2.0,0.0,7.0,8.0,24.0,,3.0,,4.0,1.0,,,,,,78.0,40.0,7.9,9.0,0.335111,1,,19.0,2.0,4.0,,1.0,,,,,,,,3.0,1.0,,1.0,0.2511,0.9464,,1.0,2.0,1.0,2.0,,2.0,1.0,,,,,,,,
12450882,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,44,44,False,37.0,31.0,1.0,,0.0,7.0,8.0,31.0,,1.0,,3.0,,,,,,,90.0,45.0,7.1,8.0,0.185286,0,,25.0,2.0,1.0,,,1.0,,,,1.0,,,2.0,,,,,,,1.0,,1.0,2.0,,1.0,,,,,,,,,
12450882,home,Olympique de Marseille,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,e.wahi7,979315,EUR,1041465600,F,9,9,False,15.0,12.0,1.0,1.0,0.0,5.0,7.0,8.0,,2.0,,,2.0,,,,,,67.0,24.0,5.8,5.0,0.00800679,4,,7.0,,4.0,1.0,,,,,,,,3.0,,3.0,,2.0,1.5814,0.4402,,,,,1.0,1.0,,,3.0,3.0,,,,,,
12450882,home,Olympique de Marseille,Jonathan Rowe,jonathan-rowe,J. Rowe,F,11,173,2307,M,,1065261,EUR,1051660800,F,17,17,True,5.0,4.0,,,0.0,1.0,2.0,4.0,,1.0,,,,,,,,,23.0,11.0,6.6,4.0,0.0990957,2,,3.0,1.0,1.0,1.0,,,,,,,,,1.0,,1.0,2.0,0.3234,,Jon Rowe,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,
