match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed
11910344,home,Middlesbrough,Tom Glover,tom-glover,T. Glover,G,23,196.0,123,M,801462,EUR,882921600,G,23,23,False,38.0,21.0,26.0,9.0,15.0,17.0,6.0,21.0,1.0,10.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,90.0,51.0,8.0,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11910344,home,Middlesbrough,Rav van den Berg,rav-van-den-berg,R. v. d. Berg,D,33,190.0,1076,M,1014493,EUR,1089158400,D,3,3,False,26.0,22.0,,,19.0,22.0,3.0,4.0,2.0,2.0,,,,,,,,90.0,46.0,6.9,9.0,0,,,1.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11910344,home,Middlesbrough,Dael Fry,dael-fry,D. Fry,D,6,185.0,117,M,548194,EUR,872899200,D,6,6,False,33.0,29.0,5.0,3.0,29.0,31.0,,2.0,12.0,,,,,,,,,90.0,52.0,7.4,4.0,0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
11910344,home,Middlesbrough,Lukas Engel,engel-lukas,L. Engel,D,4,178.0,137,M,945477,EUR,913593600,D,27,27,False,36.0,24.0,7.0,3.0,18.0,23.0,6.0,14.0,8.0,5.0,,,,,,,,90.0,61.0,7.2,14.0,1,,,1.0,,4.0,5.0,,3.0,2.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11910344,home,Middlesbrough,Isaiah Jones,isaiah-jones,I. Jones,M,25,181.0,158,M,1007056,EUR,930355200,M,11,11,False,11.0,9.0,1.0,1.0,5.0,5.0,4.0,8.0,,9.0,,,,,,,,90.0,40.0,6.6,14.0,0,,,,,9.0,2.0,3.0,,,3.0,1.0,,,2.0,1.0,5.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,
11910344,home,Middlesbrough,Daniel Barlaser,daniel-barlaser,D. Barlaser,M,22,184.0,128,M,817564,EUR,853545600,M,4,4,False,37.0,31.0,8.0,5.0,23.0,26.0,8.0,12.0,1.0,8.0,,,,,,,,90.0,48.0,7.2,9.0,1,,,,1.0,4.0,6.0,,2.0,2.0,2.0,1.0,,,1.0,3.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,
11910344,home,Middlesbrough,Jonathan Howson,jonathan-howson,J. Howson,D,6,180.0,62,M,16589,EUR,580176000,M,16,16,False,22.0,15.0,3.0,2.0,11.0,15.0,4.0,7.0,4.0,3.0,1.0,,,,,,,90.0,45.0,6.4,12.0,0,,,,,7.0,9.0,1.0,6.0,1.0,2.0,2.0,,1.0,,2.0,2.0,,,3.0,,,,,True,,,,,,
11910344,home,Middlesbrough,Alex Bangura,alex-bangura,A. Bangura,D,24,183.0,149,M,967178,EUR,931824000,M,24,24,False,5.0,4.0,,,4.0,5.0,,1.0,,,,,,,,,,20.0,8.0,6.6,2.0,0,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
11910344,home,Middlesbrough,Matt Crooks,matt-crooks,M. Crooks,M,25,193.0,129,M,140479,EUR,759024000,F,25,25,False,28.0,20.0,1.0,1.0,7.0,10.0,13.0,18.0,1.0,4.0,,,,,,,,90.0,37.0,6.9,10.0,0,,,3.0,1.0,7.0,5.0,2.0,4.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,
11910344,home,Middlesbrough,Hayden Hackney,hayden-hackney,H. Hackney,M,7,178.0,1282,M,1008471,EUR,1025049600,F,7,7,False,18.0,13.0,1.0,,6.0,9.0,7.0,9.0,,4.0,,,,,,,,90.0,42.0,6.9,17.0,2,,,,,10.0,4.0,4.0,2.0,2.0,3.0,2.0,,,,,5.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,
