match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_interceptionWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_clearanceOffLine,stat_wasFouled,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_goals
14566746,home,Club Brugge KV,Dani van den Heuvel,Dani van den Heuvel,,dani-van-den-heuvel,D. v. d. Heuvel,G,16,184,381,M,1049432,EUR,1054080000,G,16,16,False,31.0,21.0,19.0,9.0,0.0,20.0,28.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,4.0,7.0,3.0,90.0,47.0,7.8,10.0,0.0003653,21.42,5.28185,0.0,10.754870407088,3.0,5.145,3.885,0.9988,0,0.9586,-0.02,-0.01,-0.22,0.57,3.72,1.43,0.1,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,D,41,41,False,25.0,20.0,7.0,4.0,0.0,9.0,11.0,11.0,14.0,,4.0,2.0,4.0,,,,,67.0,44.0,6.4,10.0,0.0481535,31.104,8.36598,12.0,50.488838845731,6.0,32.025,13.965,,0,,0.19,0.1,-0.45,,2.15,4.0,1.35,0.61,0.26,1.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Joel Ordóñez,,,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,48.0,45.0,2.0,1.0,0.0,32.0,32.0,13.0,16.0,3.0,4.0,7.0,3.0,,,,,90.0,62.0,6.5,3.0,0.00721131,30.672,9.94111,5.0,93.482265660149,14.0,17.325,7.455,,0,,0.07,0.06,-0.25,,3.04,5.35,1.1,0.36,0.1,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Brandon Mechele,,,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,64.0,63.0,4.0,3.0,0.0,46.0,47.0,17.0,17.0,,1.0,6.0,1.0,,,,,90.0,80.0,6.2,3.0,0.0119222,27.756,10.2857,3.0,91.420223007263,18.0,11.025,7.77,,1,,0.15,0.08,-0.34,,2.9,5.56,1.39,0.38,0.05,,5.0,,,1.0,,2.0,1.0,,,4.0,,1.0,1.0,0.0465,-0.06,,,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Joaquin Seys,,,joaquin-seys,J. Seys,D,65,178,1484,M,1395881,EUR,1111968000,D,65,65,False,38.0,32.0,3.0,,0.0,16.0,21.0,16.0,17.0,1.0,6.0,6.0,2.0,,,,,74.0,60.0,6.2,11.0,0.0210347,30.924,9.09789,10.0,180.10094467371,16.0,89.67,39.27,,0,,0.02,0.13,-0.44,,2.22,4.67,1.44,0.55,0.21,1.0,5.0,2.0,1.0,4.0,3.0,2.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Aleksandar Stanković,,,aleksandar-stankovic,A. Stanković,M,25,187,2865,M,1153957,EUR,1123027200,M,25,25,False,52.0,46.0,3.0,2.0,0.0,19.0,22.0,27.0,30.0,,1.0,1.0,6.0,,,,,90.0,67.0,6.6,8.0,0.0447492,31.032,11.63861,12.0,167.16372549331,18.0,74.655,17.745,,6,,0.25,0.2,-0.23,,2.81,5.65,2.02,0.93,0.23,1.0,1.0,,,1.0,1.0,1.0,1.0,,2.0,,2.0,2.0,,0.2945,-0.46,,,1.0,3.0,1.0,1.0,0.1462,,,,,,,,
14566746,home,Club Brugge KV,Raphael Onyedika,,,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,47.0,43.0,1.0,,0.0,27.0,28.0,16.0,19.0,1.0,4.0,2.0,3.0,,,,,74.0,55.0,6.6,5.0,0.0207655,28.764,9.0304,5.0,56.182148163073,9.0,1.68,3.465,,0,,0.14,0.05,-0.11,,2.13,4.55,1.72,0.54,0.09,,5.0,1.0,1.0,2.0,1.0,,3.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,
14566746,home,Club Brugge KV,Carlos Forbs,Carlos Forbs,,carlos-borges,C. Forbs,F,9,169,11143,M,1069486,EUR,1079654400,M,9,9,False,30.0,28.0,,,0.0,10.0,12.0,18.0,18.0,1.0,3.0,3.0,7.0,,,,,83.0,43.0,7.5,4.0,0.270621,33.084,9.48579,17.0,229.95313663135,16.0,122.64,35.07,,2,,0.54,0.48,-0.1,,2.9,4.26,1.37,0.63,0.33,1.0,2.0,,,1.0,1.0,1.0,1.0,,4.0,1.0,,1.0,,0.0648,-0.29,1.0,1.0,,,1.0,,0.117,,,,,,,,
14566746,home,Club Brugge KV,Hans Vanaken,,,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,53.0,46.0,4.0,3.0,0.0,23.0,26.0,23.0,27.0,,2.0,1.0,4.0,,,,,90.0,64.0,7.2,10.0,0.202922,29.844,11.96987,9.0,221.17043139094,25.0,64.47,16.905,,1,,0.11,0.23,-0.08,,2.92,5.76,2.18,0.91,0.2,1.0,2.0,,1.0,,,,2.0,,4.0,,,,1.0,0.2796,-0.52,1.0,1.0,,1.0,,1.0,,True,1.0,1.0,1.0,,,,
14566746,home,Club Brugge KV,Christos Tzolis,,,tzolis-christos,C. Tzolis,M,8,180,9510,M,1031259,EUR,1012348800,M,8,8,False,33.0,30.0,2.0,2.0,0.0,14.0,16.0,16.0,17.0,,1.0,1.0,1.0,,,,,90.0,50.0,6.7,11.0,0.115438,32.436,11.13893,19.0,78.578289099841,12.0,25.41,10.71,,4,,0.27,0.07,-0.19,,3.13,4.88,1.72,0.96,0.44,8.0,1.0,,,,,2.0,,,2.0,,,1.0,,0.2286,0.01,1.0,,,1.0,2.0,,0.2594,,,,1.0,absolute_christostzolis,3.0,,
