match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_aerialWon,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_aerialLost,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_errorLeadToAShot
11396220,home,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,1,1,False,49.0,41.0,15.0,7.0,39.0,40.0,2.0,9.0,1.0,8.0,1.0,3.0,2.0,2.0,90.0,56.0,7.5,8.0,0.00066374,0,1.0125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396220,home,VfB Stuttgart,Leonidas Stergiou,leonidas-stergiou,L. Stergiou,D,25,180,684,M,962898,EUR,1015113600,D,20,20,False,35.0,28.0,4.0,,17.0,19.0,12.0,19.0,3.0,3.0,,,,,90.0,54.0,6.9,11.0,0.481956,0,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11396220,home,VfB Stuttgart,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,48.0,40.0,5.0,,35.0,41.0,5.0,7.0,8.0,8.0,,,,,90.0,67.0,7.6,9.0,0.00141472,1,,,,1.0,5.0,,1.0,2.0,1.0,,1.0,,True,2.0,1.0,1.0,2.0,1.0,1.0,0.0503,0.025,,,,,,,,,,,,,
11396220,home,VfB Stuttgart,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,873106,EUR,926467200,D,21,21,False,103.0,89.0,10.0,1.0,76.0,81.0,13.0,22.0,4.0,4.0,,,,,90.0,112.0,7.0,16.0,0.00521665,0,,,,,1.0,,,,,,2.0,,,1.0,,,2.0,,,,,hiroki_ito38,,,,,,,,,,,,
11396220,home,VfB Stuttgart,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,54.0,48.0,4.0,3.0,27.0,28.0,21.0,26.0,4.0,4.0,,,,,90.0,84.0,7.5,13.0,0.016799,1,,,,4.0,10.0,3.0,3.0,1.0,4.0,2.0,5.0,,,,3.0,,,3.0,1.0,0.0119,,,1.0,,,,,,,,,,,
11396220,home,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,69.0,64.0,5.0,4.0,39.0,44.0,25.0,25.0,1.0,3.0,,,,,78.0,82.0,7.2,8.0,0.0187634,0,,,,1.0,6.0,,,1.0,2.0,,3.0,,,,,,,4.0,,,,,,1.0,,,,,,,,,,
11396220,home,VfB Stuttgart,Angelo Stiller,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,108.0,97.0,7.0,3.0,62.0,64.0,36.0,46.0,,8.0,,,,,90.0,118.0,7.6,15.0,0.27662,0,,2.0,1.0,3.0,4.0,1.0,,,2.0,1.0,2.0,2.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,
11396220,home,VfB Stuttgart,Jamie Leweling,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,27.0,19.0,3.0,,8.0,12.0,12.0,16.0,1.0,4.0,,,,,89.0,42.0,7.3,14.0,0.0631976,2,,1.0,1.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,1.0,2.0,,1.0,,0.6096,0.85,,,1.0,,2.0,,,,1.0,1.0,,,
11396220,home,VfB Stuttgart,Deniz Undav,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,M,26,26,False,32.0,28.0,1.0,1.0,9.0,12.0,19.0,20.0,,5.0,,,,,78.0,47.0,8.6,9.0,0.407846,2,,,,6.0,5.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,,3.0,1.0,0.2308,0.4729,denizundav,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,
11396220,home,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,36.0,33.0,1.0,1.0,12.0,13.0,22.0,25.0,1.0,1.0,,,,,66.0,47.0,7.1,6.0,0.230001,0,,2.0,1.0,2.0,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,
