match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyConceded,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goals,stat_penaltyWon
14025109,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,11.0,8.0,3.0,0.0,8.0,8.0,3.0,1.0,3.0,4.0,1.0,5.0,1.0,90.0,20.0,7.0,3.0,2.993e-05,0.7909,0,0.2854,-0.03,0.01,-0.33,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,47.0,46.0,3.0,0.0,11.0,12.0,35.0,1.0,2.0,,,,,90.0,71.0,6.5,12.0,0.273454,,2,,0.39,0.07,-0.44,,3.0,35.0,7.0,5.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0373,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,56.0,50.0,4.0,0.0,35.0,37.0,19.0,4.0,3.0,,,,,90.0,63.0,5.9,6.0,0.0127833,,1,,0.02,0.05,-0.58,,1.0,15.0,,3.0,3.0,,,,,,,1.0,0.0515,,-0.16,milenkovicn_4,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,75.0,64.0,5.0,0.0,34.0,35.0,40.0,3.0,9.0,,,,,90.0,84.0,6.1,12.0,0.0188916,,0,,0.33,0.04,-0.49,,1.0,30.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,1.0,,,,murillosantiago40,,,,Murillo,,1.0,,,,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,3,3,False,59.0,50.0,4.0,0.0,28.0,30.0,29.0,,5.0,,,,,90.0,93.0,6.3,21.0,0.0150586,,1,,0.08,0.2,-0.61,,2.0,22.0,5.0,5.0,8.0,2.0,1.0,1.0,2.0,3.0,1.0,,0.0332,,0.0,,3.0,2.0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Ibrahim Sangaré,ibrahim-sangare,I. Sangaré,M,6,191,10181,M,843754,EUR,881020800,M,6,6,False,67.0,58.0,3.0,0.0,23.0,25.0,42.0,5.0,5.0,,,,,89.0,80.0,6.2,11.0,0.0431635,,0,,0.27,0.16,-0.33,,1.0,35.0,1.0,6.0,2.0,,,,2.0,2.0,2.0,5.0,,,,ibrahim_sangare,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,
14025109,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,88.0,79.0,3.0,0.0,35.0,37.0,51.0,1.0,3.0,,,,,90.0,123.0,7.2,20.0,0.132763,,1,,0.25,0.27,-0.17,,1.0,44.0,9.0,10.0,13.0,1.0,1.0,1.0,,7.0,6.0,,0.0169,3.0,-0.05,,3.0,3.0,,,,2.0,5.0,,2.0,,3.0,,,,,,,,,,,
14025109,home,Nottingham Forest,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,944327,EUR,972432000,M,14,14,False,15.0,11.0,2.0,0.0,5.0,6.0,9.0,,4.0,,,,,58.0,29.0,6.7,8.0,0.00366596,,0,,-0.25,0.18,-0.02,,1.0,6.0,2.0,3.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14025109,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,60.0,48.0,1.0,0.0,9.0,10.0,50.0,,5.0,,,,,90.0,76.0,6.4,22.0,0.0774392,,2,,0.17,0.38,-0.17,,,39.0,1.0,5.0,4.0,1.0,,1.0,,1.0,1.0,1.0,0.146,,-0.47,Morgangibbs27,2.0,,,,,2.0,1.0,7.0,1.0,,,True,1.0,0.1341,,,,,,,,
14025109,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,7,7,False,32.0,28.0,1.0,0.0,1.0,1.0,31.0,1.0,2.0,,,,,89.0,47.0,6.4,15.0,0.0893181,,1,,0.09,0.31,-0.09,,1.0,27.0,8.0,3.0,,1.0,,,,,,2.0,0.0434,3.0,-0.11,Calteck10,,,,,,,,2.0,,,1.0,,1.0,0.0414,1.0,,,,,,,
