match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_goals,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_keyPass,captain,stat_aerialLost,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10438338,home,Marítimo,Giorgi Makaridze,giorgi-makaridze,G. Makaridze,G,31,190.0,68,M,31325,EUR,638841600,G,30,30,False,32.0,16.0,23.0,8.0,11.0,15.0,5.0,17.0,10.0,1.0,2.0,1.0,1.0,90.0,36.0,7.2,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438338,home,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,178,M,155998,EUR,766368000,D,2,2,False,35.0,28.0,6.0,3.0,11.0,14.0,17.0,24.0,4.0,,,,,90.0,68.0,7.4,18.0,2,3.0,6.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
10438338,home,Marítimo,Moises Mosquera,moises-mosquera,M. Mosquera,D,3,188.0,201,M,1066212,EUR,990662400,D,3,3,False,18.0,15.0,3.0,2.0,11.0,14.0,4.0,4.0,3.0,,,,,90.0,33.0,7.7,3.0,2,,,8.0,,,,1.0,,1.0,5.0,5.0,,1.0,,Moises Castillo Mosquera,,2.0,1.0,6.0,,,,,,,,,,
10438338,home,Marítimo,Renê Santos,rene-santos,R. Santos,M,,184.0,16,M,218804,EUR,703814400,D,15,15,False,25.0,19.0,7.0,2.0,15.0,17.0,4.0,8.0,3.0,,,,,89.0,36.0,7.6,6.0,1,,,4.0,,,,,1.0,,2.0,2.0,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,
10438338,home,Marítimo,Vitor Costa,vitor-costa,V. Costa,M,94,182.0,61,M,842345,EUR,773020800,D,94,94,False,30.0,22.0,4.0,1.0,16.0,21.0,7.0,11.0,9.0,,,,,90.0,53.0,7.2,12.0,1,2.0,4.0,7.0,,2.0,1.0,,,1.0,4.0,3.0,1.0,1.0,1.0,,,1.0,,2.0,,1.0,2.0,1.0,2.0,,,,,
10438338,home,Marítimo,Bruno Xadas,bruno-xadas,B. Xadas,M,8,179.0,249,M,837410,EUR,881020800,M,23,23,False,24.0,23.0,,,6.0,7.0,18.0,19.0,3.0,,,,,65.0,38.0,6.6,5.0,2,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,2.0,,,,,1.0,,1.0,,,1.0,True,,,,
10438338,home,Marítimo,João Afonso,joao-afonso,J. Afonso,M,6,181.0,26,M,358496,EUR,792288000,M,21,21,False,29.0,24.0,1.0,,14.0,16.0,10.0,13.0,6.0,,,,,60.0,41.0,6.0,5.0,0,,3.0,3.0,,,,,,3.0,1.0,,,2.0,2.0,,,,,3.0,,,,,,,1.0,,,
10438338,home,Marítimo,Val Soares,val-soares,V. Soares,M,97,176.0,108,M,871681,EUR,858124800,M,8,8,False,24.0,23.0,4.0,4.0,10.0,10.0,13.0,14.0,2.0,,,,,45.0,27.0,6.5,2.0,0,,4.0,,,1.0,,,,1.0,,,,,3.0,,,,,1.0,,,,,,,,,,
10438338,home,Marítimo,Léo Pereira,leo-pereira,L. Pereira,M,38,172.0,359,M,1008491,EUR,962236800,M,38,38,False,14.0,7.0,1.0,,1.0,3.0,7.0,14.0,3.0,,,,,90.0,32.0,6.1,18.0,0,3.0,9.0,2.0,1.0,6.0,,,,1.0,,,3.0,,2.0,,,1.0,,,,1.0,,1.0,2.0,,1.0,,,
10438338,home,Marítimo,Pablo Moreno,pablo-moreno,P. Moreno,F,,180.0,183,M,964729,EUR,1020384000,F,9,9,False,6.0,5.0,,,2.0,2.0,4.0,5.0,,,,,,45.0,14.0,6.6,5.0,1,1.0,5.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0
