match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,stat_keyPass,player_firstName,stat_aerialLost,stat_totalClearance,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName,stat_totalOffside,stat_lastManTackle,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed
12117136,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,21.0,20.0,1.0,0.0,20.0,21.0,6.0,1.0,1.0,90.0,27.0,6.4,1.0,0.00014422,0,-0.3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117136,home,Bahia,Cicinho,cicinho,Cicinho,D,2,168,196,M,243271,EUR,599097600,D,40,40,False,57.0,52.0,4.0,0.0,19.0,22.0,2.0,,,45.0,62.0,6.5,6.0,0.026766,0,,2.0,33.0,35.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117136,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,77.0,69.0,2.0,0.0,39.0,43.0,3.0,,,90.0,84.0,6.5,8.0,0.0106789,0,,2.0,30.0,34.0,4.0,4.0,4.0,,,,,,Gabriel Xavier,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117136,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,77.0,75.0,,0.0,42.0,44.0,5.0,,,90.0,88.0,7.0,3.0,0.0146579,2,,,33.0,33.0,1.0,3.0,3.0,,,2.0,1.0,,,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0875,,,,,,,,,,,,,,,,
12117136,home,Bahia,Iago Borduchi,iago,I. Borduchi,D,25,181,848,M,869644,EUR,859075200,D,25,25,False,72.0,68.0,4.0,0.0,26.0,26.0,4.0,,,90.0,90.0,7.2,6.0,0.0766803,0,,2.0,43.0,48.0,1.0,1.0,4.0,1.0,,1.0,,1.0,,,2.0,,,1.0,2.0,,,1.0,,2.0,1.0,,,,,,,,,,,,,,
12117136,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,M,7,7,False,24.0,21.0,,0.0,6.0,6.0,3.0,,,45.0,40.0,6.4,10.0,0.0205509,0,,,15.0,19.0,,8.0,2.0,2.0,3.0,,,,,2.0,,1.0,,,1.0,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
12117136,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,66.0,54.0,2.0,1.0,6.0,7.0,2.0,,,90.0,88.0,7.7,19.0,0.307645,1,,2.0,50.0,64.0,,3.0,4.0,2.0,1.0,,,4.0,,,,,1.0,2.0,2.0,1.0,2.0,1.0,0.0483,5.0,2.0,1.0,1.0,evertonri,True,,,,,,,,,,
12117136,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,101.0,94.0,11.0,0.0,28.0,28.0,4.0,,,90.0,114.0,7.4,12.0,0.176245,0,,10.0,67.0,78.0,,3.0,2.0,2.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,5.0,1.0,,,,,,,,,,,,,,
12117136,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,29.0,25.0,4.0,0.0,8.0,8.0,3.0,,,72.0,40.0,7.0,7.0,0.0417439,3,,2.0,17.0,21.0,,3.0,2.0,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,1.0,0.2039,,,,,,,1.0,2.0,1.0,0.4923,,,,,,
12117136,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,F,8,8,False,49.0,42.0,1.0,0.0,8.0,9.0,2.0,,,90.0,71.0,7.5,21.0,0.136908,4,,1.0,35.0,46.0,,2.0,3.0,,2.0,,,2.0,,,,,1.0,,,,7.0,1.0,0.2924,6.0,1.0,2.0,2.0,,,1.0,2.0,,0.1768,,,,,,
12117136,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,F,16,16,False,11.0,9.0,,0.0,2.0,4.0,3.0,,,82.0,23.0,6.9,5.0,0.0216886,1,,,7.0,7.0,1.0,3.0,3.0,1.0,,1.0,,,,2.0,1.0,,1.0,1.0,1.0,,3.0,1.0,0.1001,,,,,,,,,,,,,,,,
12117136,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,True,46.0,44.0,,0.0,12.0,12.0,3.0,,,45.0,62.0,6.7,7.0,0.0600439,0,,,32.0,38.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,4.0,,,,,,,,,,,1.0,,,,
