match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_challengeLost,stat_wonContest,stat_goals,stat_outfielderBlock,stat_goalAssist,stat_penaltyWon,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_ownGoals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_penaltyConceded,stat_blockedScoringAttempt
11408400,home,Moreirense,João Camacho,joao-camacho,J. Camacho,M,37,174,51,M,317677,EUR,772329600,F,19,19,False,16.0,12.0,1.0,4.0,6.0,11.0,1.0,8.0,,4.0,,,,90.0,33.0,6.9,9.0,0.216308,2,,,9.0,1.0,2.0,7.0,2.0,1.0,4.0,4.0,2.0,,,,2.0,,,1.0,3.0,0.8134,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,
11408400,home,Moreirense,Pedro Aparício,pedro-aparicio,P. Aparício,M,10,171,39,M,1091674,EUR,809049600,M,10,10,True,7.0,4.0,,1.0,2.0,6.0,1.0,3.0,,1.0,,,,20.0,14.0,6.6,7.0,0.0275264,0,,,3.0,1.0,,2.0,3.0,,,,1.0,Pedro Aparício,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
11408400,home,Moreirense,Luís Asué,luis-asue,L. Asué,F,12,186,441,M,1064103,EUR,994636800,F,9,9,True,3.0,2.0,,,1.0,2.0,,1.0,1.0,1.0,,,,20.0,7.0,6.5,1.0,0.0195063,0,,,2.0,,2.0,3.0,,,1.0,,1.0,Luís,Asué,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Matheus Aiás,matheus-aias,M. Aiás,F,9,175,293,M,899902,EUR,851904000,F,7,7,True,5.0,2.0,1.0,,1.0,4.0,1.0,2.0,,1.0,,,,12.0,12.0,7.0,5.0,0.00179229,2,,1.0,2.0,,1.0,3.0,1.0,,,,,,,,2.0,,,1.0,1.0,0.0993,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,
11408400,home,Moreirense,Mika,mika,Mika,G,16,195,33,M,107264,EUR,668390400,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Pedro Amador,pedro-amador,P. Amador,D,18,181,89,M,927038,EUR,913939200,D,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Dinis Pinto,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Dinis Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Marcelo,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Gilberto Batista,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,home,Moreirense,Miguel Rebelo,miguel-rebelo,M. Rebelo,M,,185,45,M,1417836,EUR,1063411200,M,45,45,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Miguel Rebelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,32.0,26.0,10.0,26.0,27.0,5.0,,1.0,,8.0,1.0,3.0,,90.0,42.0,6.5,6.0,0.0001305,0,-1.5506,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,,
11408400,away,CF Estrela Amadora,Kialonda Gaspar,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,45.0,31.0,6.0,27.0,32.0,13.0,2.0,4.0,1.0,2.0,,,,59.0,54.0,6.1,15.0,0.00669854,0,,3.0,4.0,,2.0,5.0,,,2.0,1.0,3.0,Kialonda Gaspar,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,55.0,47.0,9.0,34.0,37.0,18.0,4.0,5.0,1.0,3.0,,,,90.0,59.0,6.8,8.0,0.00759046,0,,7.0,13.0,,1.0,1.0,,1.0,,,,,,True,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Diogo Fonseca,fonseca-diogo,D. Fonseca,D,3,191,23,M,1120035,EUR,1018396800,D,3,3,False,67.0,48.0,11.0,42.0,50.0,17.0,7.0,9.0,4.0,4.0,,,,90.0,78.0,7.0,19.0,0.0027512,0,,3.0,6.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,21.0,13.0,3.0,4.0,7.0,16.0,3.0,5.0,,5.0,,,,84.0,53.0,6.3,19.0,0.00692105,0,,2.0,9.0,2.0,1.0,8.0,4.0,,1.0,1.0,1.0,,,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,False,16.0,7.0,2.0,6.0,11.0,5.0,1.0,2.0,,2.0,,,,45.0,23.0,6.5,11.0,0.00028705,1,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,0.0114,0.1079,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,False,35.0,26.0,3.0,17.0,19.0,16.0,,11.0,1.0,5.0,,,,90.0,58.0,7.2,12.0,0.018634,2,,1.0,9.0,,,2.0,4.0,1.0,3.0,,1.0,,,,2.0,,,1.0,5.0,0.0399,,,,1.0,,3.0,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Mansur,mansur,Mansur,D,70,181,47,M,328871,EUR,735004800,M,70,70,False,42.0,35.0,2.0,18.0,19.0,25.0,2.0,4.0,3.0,6.0,,,,89.0,62.0,6.8,13.0,0.0718161,0,,1.0,17.0,2.0,4.0,8.0,,,2.0,2.0,3.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,
11408400,away,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,15.0,8.0,2.0,4.0,6.0,9.0,,1.0,,3.0,,,,45.0,21.0,6.3,9.0,0.00277423,1,,1.0,4.0,,2.0,4.0,2.0,,1.0,,,,,,1.0,,,,,0.0447,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,False,7.0,5.0,,3.0,4.0,3.0,1.0,1.0,1.0,2.0,,,,45.0,13.0,6.5,5.0,0.00369225,0,,,2.0,,3.0,5.0,,,,,1.0,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,10,10,False,20.0,15.0,2.0,5.0,5.0,17.0,2.0,6.0,,5.0,,,,90.0,32.0,7.3,9.0,0.0315159,1,,1.0,11.0,2.0,2.0,6.0,3.0,,1.0,,1.0,André Luiz,,,,1.0,,1.0,2.0,0.92,0.9275,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
11408400,away,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,True,29.0,26.0,4.0,8.0,8.0,21.0,,2.0,,6.0,,,,45.0,33.0,6.8,3.0,0.0324453,1,,1.0,18.0,,,2.0,,,1.0,1.0,2.0,,,,,,,,1.0,0.0398,,,,,,,,,,,,,,,,,,,,,1.0
11408400,away,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,True,8.0,8.0,,2.0,2.0,7.0,,,,,,,,45.0,17.0,6.5,3.0,0.0195146,3,,,6.0,1.0,3.0,6.0,,,,,1.0,,,,,3.0,,,,0.5522,1.7476,,2.0,,,,1.0,,,,,2.0,,,,,,,,,
11408400,away,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,True,13.0,10.0,1.0,5.0,5.0,12.0,,4.0,1.0,,,,,45.0,26.0,6.7,9.0,0.013253,0,,,6.0,4.0,1.0,4.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,True,12.0,6.0,3.0,2.0,3.0,14.0,1.0,1.0,3.0,,,,,31.0,28.0,7.1,11.0,0.517469,0,,,6.0,5.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,1.0,,
11408400,away,CF Estrela Amadora,Jean Felipe,jean-felipe,J. Felipe,D,12,180,36,M,386094,EUR,769219200,D,12,12,True,3.0,1.0,2.0,,2.0,3.0,,,,,,,,13.0,9.0,6.4,4.0,0.00255169,1,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,0.0583,,,,,1.0,,,,,,,,,,,,,,,,1.0
11408400,away,CF Estrela Amadora,António Filipe,antonio-filipe,A. Filipe,G,,187,15,M,61246,EUR,482284800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Nanú,nanu,Nanú,D,14,177,273,M,343965,EUR,769132800,D,31,31,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Pedro Mendes,pedro-mendes,P. Mendes,D,5,187,77,M,44563,EUR,654739200,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408400,away,CF Estrela Amadora,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
