match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_goals,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,captain,stat_blockedScoringAttempt,stat_goodHighClaim,stat_outfielderBlock
11396264,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,37.0,24.0,24.0,11.0,15.0,15.0,9.0,22.0,3.0,1.0,1.0,90.0,39.0,7.1,13.0,0.0124304,0,0.1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Kevin Mbabu,kevin-mbabu,K. Mbabu,D,43,184,780,M,227900,EUR,798249600,D,43,43,False,29.0,21.0,6.0,4.0,8.0,11.0,13.0,20.0,3.0,,,90.0,58.0,7.3,18.0,0.036206,1,,2.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0171,0.037,,,,,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,59.0,40.0,18.0,8.0,27.0,32.0,13.0,27.0,6.0,,,90.0,66.0,7.7,21.0,0.0199867,1,,,1.0,3.0,3.0,5.0,,2.0,1.0,,,1.0,1.0,,,1.0,0.1538,0.1498,1.0,1.0,,,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,78.0,59.0,14.0,8.0,41.0,44.0,18.0,34.0,2.0,,,90.0,99.0,7.8,24.0,0.0189244,0,,,2.0,7.0,3.0,12.0,1.0,,,6.0,1.0,2.0,,4.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Iago Borduchi,iago,I. Borduchi,D,25,181,849,M,869644,EUR,859075200,D,22,22,False,49.0,38.0,14.0,6.0,17.0,22.0,21.0,28.0,7.0,,,90.0,81.0,7.3,20.0,0.0417866,1,,1.0,1.0,2.0,4.0,6.0,,2.0,1.0,1.0,2.0,,,1.0,2.0,2.0,0.1908,0.3217,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11396264,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,M,24,24,False,26.0,17.0,2.0,,3.0,5.0,14.0,25.0,1.0,,,89.0,42.0,6.4,18.0,0.0537918,0,,4.0,2.0,3.0,8.0,3.0,1.0,1.0,,1.0,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,57.0,47.0,8.0,6.0,28.0,31.0,19.0,26.0,4.0,,,90.0,72.0,7.0,12.0,0.0131923,0,,,2.0,2.0,5.0,10.0,,1.0,,1.0,1.0,3.0,1.0,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
11396264,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,27.0,25.0,5.0,5.0,13.0,14.0,13.0,16.0,1.0,,,60.0,35.0,7.2,6.0,0.0893043,0,,3.0,,,1.0,,,,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,
11396264,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179,2677,M,872919,EUR,902275200,M,16,16,False,36.0,23.0,1.0,,6.0,8.0,17.0,30.0,2.0,,,73.0,54.0,7.3,21.0,0.145818,1,,2.0,2.0,2.0,2.0,5.0,,1.0,,1.0,,2.0,1.0,2.0,,,0.0564,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,
11396264,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,15.0,13.0,,,3.0,3.0,10.0,12.0,2.0,,,90.0,30.0,6.6,6.0,0.014651,1,,,7.0,,13.0,4.0,2.0,2.0,,1.0,,,,1.0,3.0,3.0,0.0318,,1.0,,,1.0,,,,,,,,,,e.demirovic29,True,1.0,,
