match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_ownGoals,captain,stat_goals,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_totalOffside
14064419,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,28.0,19.0,14.0,5.0,0.0,17.0,22.0,2.0,6.0,6.0,2.0,2.0,2.0,90.0,36.0,7.8,9.0,0.00036589,65.82972713517,10.0,37.905,11.76,0.9988,0,-0.0535,0.05,0.01,-0.07,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064419,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,5,5,False,35.0,31.0,3.0,2.0,1.0,17.0,19.0,14.0,16.0,3.0,,,,85.0,47.0,7.4,4.0,0.225372,148.85772003558,16.0,82.95,16.275,,1,,0.39,0.19,-0.09,,2.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0844,2.0,-0.28,,,,,,,,,,,,,,,,,,,,,,,,
14064419,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,53.0,48.0,2.0,2.0,0.0,29.0,33.0,19.0,20.0,5.0,,,,90.0,71.0,7.6,7.0,0.00735963,254.85997126971,23.0,133.035,15.645,,0,,0.1,0.22,0.73,,1.0,,3.0,4.0,7.0,1.0,,,8.0,2.0,1.0,1.0,1.0,,,,,,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14064419,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,D,44,44,False,38.0,27.0,3.0,1.0,0.0,13.0,16.0,14.0,22.0,3.0,,,,90.0,60.0,6.9,16.0,0.168668,140.26123168836,14.0,78.33,17.01,,0,,0.3,0.18,-0.12,,3.0,1.0,1.0,7.0,7.0,,,,2.0,,1.0,2.0,1.0,,1.0,,,,5.0,3.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,
14064419,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,11,11,False,29.0,23.0,2.0,,0.0,7.0,9.0,16.0,20.0,2.0,,,,79.0,49.0,6.7,13.0,0.053158,52.264940963276,10.0,30.66,12.6,,1,,0.14,0.01,0.15,,7.0,2.0,,2.0,1.0,1.0,,,5.0,,,1.0,1.0,0.018,1.0,0.13,,,1.0,,,,2.0,,,1.0,0.1008,,,,,,,,,,,,,
14064419,home,Lorient,Arthur Avom Ebong,ebong-arthur-avom,A. A. Ebong,M,62,173,2849,M,1465307,EUR,1103068800,M,62,62,False,69.0,64.0,3.0,3.0,0.0,25.0,26.0,39.0,43.0,9.0,,,,90.0,82.0,6.9,7.0,0.193147,299.6431570476,28.0,164.22,38.64,,0,,0.56,0.35,-0.65,,1.0,,,3.0,3.0,2.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,,Arthur Ebong,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
14064419,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,6,6,False,53.0,48.0,11.0,8.0,0.0,22.0,25.0,26.0,28.0,2.0,,,,90.0,61.0,7.9,6.0,0.0480737,141.54986029002,17.0,91.35,19.32,,1,,0.1,0.2,-0.03,,,,1.0,4.0,2.0,1.0,,,3.0,,2.0,1.0,1.0,0.0696,1.0,0.54,,,1.0,,,,,,1.0,1.0,0.3224,1.0,,True,1.0,,,,,,,,,
14064419,home,Lorient,Arsène Kouassi,kan-guy-arsene-kouassi,A. Kouassi,D,43,178,5287,M,1855502,EUR,1094860800,M,43,43,False,30.0,26.0,3.0,1.0,1.0,5.0,7.0,21.0,23.0,4.0,,,,90.0,48.0,7.0,9.0,0.646445,150.77708719471,15.0,82.845,42.105,,0,,0.59,-1.0,-0.09,,3.0,1.0,,3.0,3.0,2.0,1.0,,3.0,,1.0,1.0,1.0,,3.0,,Kan Guy Arsène Kouassi,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
14064419,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,F,17,17,False,14.0,12.0,1.0,,0.0,1.0,1.0,11.0,13.0,1.0,,,,63.0,28.0,6.5,5.0,0.134143,58.602700268443,6.0,49.77,17.85,,2,,0.06,0.22,-0.04,,,,,3.0,2.0,,,1.0,3.0,,,1.0,1.0,0.1023,1.0,-0.06,,,1.0,2.0,1.0,,2.0,,1.0,1.0,0.0159,,,,,1.0,,,,,,,,
14064419,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,10,10,False,18.0,13.0,3.0,3.0,0.0,3.0,5.0,10.0,13.0,2.0,,,,64.0,31.0,7.0,10.0,0.152335,104.99624835243,9.0,35.805,17.64,,2,,0.48,0.04,0.0,,2.0,1.0,1.0,3.0,1.0,1.0,,1.0,1.0,,,,,0.0732,3.0,-0.2,Pablo Pagis,,,1.0,,,3.0,,1.0,,,,,,,,1.0,,,,,,,
14064419,home,Lorient,Sambou Soumano,soumano-sambou,S. Soumano,F,28,182,888,M,1103141,EUR,979344000,F,28,28,False,13.0,10.0,,,0.0,4.0,4.0,6.0,9.0,4.0,,,,79.0,29.0,7.7,9.0,0.00640383,112.68137603455,8.0,5.355,16.695,,5,,-0.14,0.13,0.16,,,,2.0,9.0,4.0,1.0,,1.0,2.0,,,,,1.2573,,0.62,,,3.0,2.0,,,3.0,2.0,2.0,3.0,1.4386,1.0,,,2.0,,1.0,,,,,,,
