match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_keyPass,stat_totalCross,stat_outfielderBlock,stat_penaltyConceded,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_lastManTackle,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_totalOffside,captain,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_penaltyWon
12499725,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,False,21.0,19.0,7.0,5.0,0.0,17.0,18.0,2.0,3.0,12.0,1.0,4.0,1.0,5.0,90.0,34.0,7.7,2.0,0.00669258,0,1.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499725,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,15,15,False,19.0,13.0,2.0,1.0,0.0,6.0,8.0,7.0,11.0,,,,,,76.0,36.0,6.6,8.0,0.0267934,2,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.093,0.1509,,,,,,,,,,,,,,,,,,,,,,,
12499725,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,45.0,39.0,6.0,2.0,0.0,22.0,25.0,17.0,20.0,7.0,,,,,90.0,52.0,6.4,6.0,0.00892898,0,,4.0,2.0,,,,2.0,,,,,2.0,3.0,,,Arthur Chaves,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499725,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,50.0,46.0,7.0,4.0,0.0,26.0,26.0,20.0,26.0,4.0,,,,,90.0,60.0,6.6,6.0,0.0558745,1,,1.0,3.0,,1.0,,2.0,2.0,,,,1.0,1.0,0.025,,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12499725,home,TSG Hoffenheim,David Jurásek,david-jurasek,D. Jurásek,D,39,183,1517,M,1030711,EUR,965606400,D,19,19,False,61.0,50.0,4.0,1.0,0.0,19.0,23.0,34.0,52.0,11.0,,,,,90.0,101.0,7.5,26.0,0.327442,2,,5.0,3.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,0.0378,0.0173,,,,,4.0,14.0,,,3.0,3.0,1.0,1.0,,,,,,,,,,,
12499725,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,50.0,39.0,5.0,3.0,0.0,17.0,18.0,23.0,34.0,4.0,,,,,90.0,67.0,7.4,15.0,0.297389,3,,5.0,5.0,2.0,,2.0,1.0,,3.0,3.0,1.0,,2.0,0.1486,0.2203,,,1.0,1.0,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
12499725,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,41.0,37.0,3.0,2.0,0.0,15.0,16.0,23.0,28.0,4.0,,,,,77.0,54.0,7.1,6.0,0.124959,2,,3.0,1.0,,1.0,,2.0,3.0,1.0,,,,3.0,0.066,,,,,,2.0,3.0,,,1.0,,,,,,1.0,,,,,,,,
12499725,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,M,23,23,False,18.0,10.0,3.0,1.0,1.0,2.0,2.0,9.0,19.0,3.0,,,,,90.0,41.0,9.0,12.0,0.745093,6,,2.0,9.0,5.0,3.0,1.0,1.0,1.0,,,1.0,,,0.5644,0.3071,,,,5.0,1.0,3.0,,,1.0,1.0,1.0,,,4.0,2.0,ahlozek,1.0,1.0,1.0,,,,
12499725,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,46.0,42.0,2.0,2.0,1.0,16.0,16.0,27.0,36.0,4.0,,,,,90.0,68.0,7.6,12.0,0.228962,5,,3.0,,,3.0,1.0,,,,,2.0,,1.0,0.4362,0.0294,,,1.0,,1.0,6.0,,,1.0,,1.0,,1.0,,1.0,andrejkramaric,1.0,,1.0,True,1.0,,
12499725,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,36.0,30.0,3.0,1.0,0.0,12.0,14.0,20.0,33.0,5.0,,,,,84.0,63.0,6.7,21.0,0.0971003,0,,6.0,4.0,3.0,,,,,2.0,1.0,,1.0,,,,,,,,2.0,11.0,,,2.0,1.0,,,3.0,1.0,,,,,,,,,
