match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_penaltyConceded,stat_fouls,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId,stat_goals
10382122,home,SC Cambuur,Felix Mambimbi,,,felix-mambimbi,F. K. Mambimbi,F,10,170,317,M,910076,EUR,979776000,F,7,7,False,17.0,10.0,1.0,,4.0,6.0,6.0,12.0,,2.0,4.0,4.0,1.0,,,,,,,63.0,34.0,6.6,14.0,0,,,,1.0,1.0,,,,,3.0,,4.0,,1.0,,2.0,,,,,,,,,,,
10382122,home,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,23,182,92,M,893744,EUR,881107200,M,8,8,True,7.0,6.0,1.0,,4.0,4.0,2.0,4.0,1.0,3.0,,2.0,,,,,,,,27.0,12.0,6.0,5.0,0,,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,,,,
10382122,home,SC Cambuur,Remco Balk,,,remco-balk,R. Balk,F,7,176,183,M,1023004,EUR,983491200,F,30,30,True,10.0,7.0,2.0,1.0,3.0,4.0,4.0,6.0,,,3.0,4.0,2.0,1.0,,,,,,27.0,16.0,6.8,4.0,1,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,
10382122,home,SC Cambuur,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177,220,M,280459,EUR,821318400,D,18,18,True,5.0,4.0,1.0,1.0,1.0,2.0,3.0,4.0,,3.0,,2.0,,,,,,,,12.0,11.0,5.9,6.0,0,,,1.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,
10382122,home,SC Cambuur,Milan Smit,Milan Smit,,milan-smit,M. Smit,F,49,191,546,M,1199214,EUR,1045094400,F,39,39,True,6.0,6.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,,1.0,,,,,,,,12.0,8.0,6.4,1.0,0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,,178,82,M,795221,EUR,772761600,D,24,24,True,2.0,,1.0,,,,,2.0,,,,1.0,,,,,,,,1.0,4.0,,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Bret Minnema,,,bret-minnema,B. Minnema,G,,192,13,M,981601,EUR,1010275200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Robbin Ruiter,,,robbin-ruiter,R. Ruiter,G,,196,25,M,40935,EUR,543628800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Jhondly van der Meer,Jhondly van der Meer,,jhondly-van-der-meer,J. v. d. Meer,D,,183,70,M,1062999,EUR,1016755200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Calvin Mac-Intosh,Calvin,Mac-Intosh,calvin-mac-intosh,C. Mac-Intosh,D,3,180,21,M,73801,EUR,618624000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,3,185,51,M,1394011,EUR,1043020800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Michael Breij,,,michael-breij,M. Breij,M,14,181,83,M,915171,EUR,853286400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,home,SC Cambuur,Tom Boere,,,tom-boere,T. Boere,F,9,182,43,M,215112,EUR,722563200,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Lars Unnerstall,,,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,17.0,12.0,8.0,3.0,11.0,12.0,1.0,5.0,,,,5.0,,,,,3.0,2.0,2.0,90.0,24.0,7.4,5.0,0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
10382122,away,FC Twente,Joshua Brenet,,,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,35.0,24.0,2.0,,6.0,12.0,18.0,25.0,,5.0,2.0,5.0,1.0,,,,,,,90.0,63.0,6.6,21.0,0,,,1.0,1.0,1.0,,4.0,,,1.0,,6.0,,2.0,,,,,,,,,,,,,
10382122,away,FC Twente,Mees Hilgers,,,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,64.0,50.0,14.0,5.0,27.0,32.0,23.0,32.0,1.0,2.0,2.0,11.0,1.0,,,,,,,90.0,79.0,7.1,15.0,0,1.0,,,7.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,meeshilgerss,
10382122,away,FC Twente,Robin Pröpper,,,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,61.0,47.0,15.0,10.0,27.0,29.0,20.0,32.0,2.0,4.0,6.0,2.0,1.0,,,,,,,90.0,67.0,7.2,14.0,1,5.0,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,True,,,,,
10382122,away,FC Twente,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,6.0,4.0,1.0,,2.0,3.0,2.0,4.0,1.0,2.0,,2.0,,,,,,,,21.0,10.0,6.5,4.0,0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
10382122,away,FC Twente,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,61.0,48.0,11.0,5.0,24.0,32.0,24.0,31.0,2.0,6.0,1.0,8.0,,,,,,,,90.0,77.0,6.9,17.0,1,1.0,1.0,,2.0,2.0,,2.0,,1.0,,,1.0,1.0,2.0,,1.0,,1.0,,,,,,,,rramizz_,
10382122,away,FC Twente,Mathias Kjølø,,,mathias-kjolo,M. Kjølø,M,4,174,167,M,966546,EUR,993600000,M,21,21,False,27.0,22.0,,,9.0,12.0,13.0,15.0,3.0,5.0,1.0,4.0,,,,,,,,67.0,34.0,6.5,5.0,1,,,,3.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Daan Rots,,,daan-rots,D. Rots,M,11,179,509,M,1048430,EUR,996019200,M,11,11,False,31.0,25.0,2.0,2.0,8.0,8.0,17.0,27.0,,5.0,2.0,2.0,2.0,1.0,,,,,,85.0,40.0,6.8,11.0,1,,1.0,,,,,3.0,,,,,,,4.0,,1.0,,,1.0,,1.0,,,,,,
10382122,away,FC Twente,Michel Vlap,,,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,38.0,36.0,,,13.0,13.0,23.0,26.0,1.0,1.0,4.0,6.0,2.0,1.0,,,,,,90.0,55.0,7.1,8.0,1,2.0,,,1.0,,,,,1.0,,,5.0,1.0,1.0,,,,,1.0,,,,,,,,
10382122,away,FC Twente,Virgil Misidjan,,,virgil-misidjan,V. Misidjan,F,7,173,282,M,148623,EUR,743472000,M,10,10,False,31.0,24.0,1.0,1.0,5.0,6.0,20.0,28.0,,11.0,7.0,2.0,,,,,,,,72.0,58.0,6.2,17.0,3,,1.0,5.0,,,,3.0,3.0,,5.0,,,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,
10382122,away,FC Twente,Ricky van Wolfswinkel,,,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,21.0,13.0,2.0,,3.0,5.0,10.0,16.0,4.0,6.0,7.0,5.0,2.0,2.0,,,,,,90.0,34.0,7.4,13.0,4,4.0,,,,,,1.0,1.0,,1.0,,4.0,,,,1.0,,2.0,1.0,,,,,,,,1.0
10382122,away,FC Twente,Anass Salah-Eddine,,,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,D,17,17,True,36.0,30.0,5.0,1.0,13.0,15.0,18.0,24.0,1.0,5.0,9.0,8.0,4.0,4.0,,,,,,69.0,64.0,7.3,12.0,0,2.0,,3.0,,1.0,,,,,1.0,,,4.0,3.0,1.0,3.0,2.0,,,,,,,,,,
10382122,away,FC Twente,Sem Steijn,,,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,True,14.0,10.0,1.0,,2.0,3.0,8.0,11.0,,1.0,1.0,1.0,1.0,1.0,,,,,,23.0,18.0,6.7,5.0,2,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
10382122,away,FC Twente,Denilho Cleonise,,,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,F,26,26,True,10.0,10.0,,,3.0,3.0,7.0,9.0,,2.0,,3.0,,,,,,,,18.0,17.0,6.5,5.0,1,,,2.0,,,,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,
10382122,away,FC Twente,Manfred Ugalde,,,manfred-ugalde,M. Ugalde,F,9,171,2754,M,993560,EUR,1022284800,F,27,27,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,13.0,3.0,6.5,1.0,0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10382122,away,FC Twente,Issam El Maach,,,issam-el-maach,I. E. Maach,G,16,187,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Przemysław Tytoń,,,przemyslaw-tyton,P. Tytoń,G,22,195,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Max Bruns,Max Bruns,,max-bruns,M. Bruns,D,38,186,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Luca Everink,,,luca-everink,L. Everink,D,36,179,80,M,1014260,EUR,981676800,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Julio Pleguezuelo,,,julio-pleguezuelo,J. Pleguezuelo,D,5,180,108,M,788238,EUR,854236800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Casper Staring,,,casper-staring,C. Staring,M,6,186,53,M,1048427,EUR,980985600,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382122,away,FC Twente,Thijs van Leeuwen,,,thijs-van-leeuwen,T. v. Leeuwen,M,10,175,37,M,1048428,EUR,995155200,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
