match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_wonContest,stat_fouls,captain,stat_challengeLost,stat_shotOffTarget,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_outfielderBlock
10382151,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,11.0,8.0,8.0,5.0,6.0,8.0,2.0,3.0,2.0,4.0,1.0,2.0,90.0,18.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180.0,197,M,842536,EUR,891820800,D,12,12,False,34.0,25.0,2.0,,8.0,12.0,17.0,24.0,1.0,3.0,,,62.0,56.0,7.2,14.0,1,2.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185.0,8875,M,1014288,EUR,989712000,D,2,2,False,49.0,45.0,4.0,4.0,17.0,20.0,28.0,29.0,,2.0,,,72.0,55.0,6.9,4.0,0,,1.0,2.0,3.0,1.0,,2.0,1.0,1.0,,,,meeshilgerss,1.0,1.0,1.0,,,,,,,,,,,,,,
10382151,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,88.0,80.0,5.0,3.0,25.0,30.0,55.0,58.0,2.0,8.0,,,90.0,103.0,7.3,10.0,1,,2.0,4.0,7.0,1.0,,,3.0,2.0,1.0,2.0,1.0,,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,
10382151,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183.0,339,M,860160,EUR,872985600,D,5,5,False,53.0,43.0,4.0,2.0,14.0,15.0,30.0,49.0,,7.0,,,90.0,75.0,7.1,23.0,0,11.0,1.0,2.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,
10382151,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8083,M,989882,EUR,896140800,M,8,8,False,67.0,55.0,6.0,3.0,14.0,18.0,42.0,55.0,,11.0,,,78.0,86.0,7.3,19.0,0,6.0,2.0,6.0,7.0,2.0,,2.0,1.0,1.0,,1.0,2.0,rramizz_,4.0,1.0,2.0,,,,,1.0,,,,1.0,,,,,
10382151,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168.0,329,M,825731,EUR,928108800,M,23,23,False,58.0,51.0,3.0,1.0,19.0,20.0,32.0,41.0,,7.0,,,90.0,76.0,7.7,11.0,4,3.0,2.0,3.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,2.0,,,,,,,1.0,1.0,1.0,,
10382151,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182.0,3495,M,280631,EUR,877046400,M,7,7,False,43.0,35.0,1.0,1.0,10.0,10.0,25.0,41.0,,7.0,,,79.0,66.0,7.2,18.0,2,8.0,2.0,4.0,2.0,3.0,,1.0,,,,,1.0,,,2.0,,,,1.0,,,1.0,,,1.0,,1.0,,,
10382151,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,9.0,8.0,,,4.0,4.0,4.0,5.0,,3.0,,,62.0,17.0,6.9,3.0,2,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,,
10382151,home,FC Twente,Virgil Misidjan,virgil-misidjan,V. Misidjan,F,7,173.0,282,M,148623,EUR,743472000,M,10,10,False,47.0,42.0,1.0,,9.0,9.0,36.0,49.0,,6.0,,,90.0,82.0,7.4,26.0,3,11.0,,9.0,2.0,5.0,,2.0,1.0,,6.0,1.0,4.0,,,,1.0,,1.0,3.0,,3.0,1.0,,,2.0,,,,1.0,
10382151,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186.0,794,M,35193,EUR,601862400,F,9,9,False,27.0,15.0,2.0,1.0,2.0,6.0,13.0,21.0,1.0,6.0,,,90.0,42.0,6.9,13.0,6,,2.0,7.0,4.0,,1.0,,1.0,1.0,1.0,1.0,3.0,,2.0,,2.0,,3.0,3.0,,,,,,,2.0,2.0,1.0,,
10382151,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181.0,142,M,296438,EUR,764121600,D,20,20,True,20.0,13.0,2.0,2.0,7.0,10.0,6.0,10.0,1.0,4.0,,,28.0,35.0,6.5,12.0,0,,,3.0,4.0,4.0,,1.0,1.0,1.0,2.0,,,,1.0,2.0,,,,,,,,,,1.0,,,,,
10382151,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189.0,423,M,798181,EUR,865209600,M,18,18,True,9.0,7.0,,,1.0,1.0,6.0,8.0,1.0,2.0,,,28.0,14.0,6.6,3.0,0,,1.0,3.0,2.0,,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,
10382151,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180.0,108,M,788238,EUR,854236800,D,4,4,True,12.0,10.0,1.0,1.0,7.0,7.0,3.0,5.0,1.0,,,,18.0,14.0,6.6,2.0,0,,1.0,2.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
10382151,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174.0,167,M,966546,EUR,993600000,M,21,21,True,13.0,9.0,2.0,1.0,7.0,9.0,2.0,4.0,,1.0,,,12.0,17.0,6.7,4.0,0,,1.0,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,509,M,1048430,EUR,996019200,F,11,11,True,8.0,6.0,,,4.0,4.0,2.0,4.0,,1.0,,,11.0,11.0,6.7,2.0,1,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,
10382151,home,FC Twente,Przemysław Tytoń,przemyslaw-tyton,P. Tytoń,G,22,195.0,453,M,27691,EUR,536716800,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Issam El Maach,issam-el-maach,I. E. Maach,G,16,187.0,445,M,904775,EUR,949363200,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Max Bruns,max-bruns,M. Bruns,D,38,186.0,104,M,1091627,EUR,1036540800,M,38,38,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Max Bruns,,,,,,,
10382151,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179.0,6705,M,961684,EUR,1011312000,D,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179.0,62,M,971006,EUR,1007769600,F,26,26,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,home,FC Twente,Manfred Ugalde,manfred-ugalde,M. Ugalde,F,9,171.0,2754,M,993560,EUR,1022284800,F,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382151,away,FC Emmen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,,188.0,97,M,242313,EUR,771465600,G,32,32,False,33.0,15.0,22.0,5.0,10.0,15.0,5.0,18.0,,8.0,1.0,,90.0,44.0,6.3,18.0,0,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10382151,away,FC Emmen,Mohamed Bouchouari,mohamed-bouchouari,M. Bouchouari,D,34,170.0,778,M,965329,EUR,974246400,D,34,34,False,27.0,16.0,4.0,,13.0,17.0,3.0,12.0,3.0,10.0,,,90.0,62.0,6.6,21.0,2,2.0,,2.0,4.0,2.0,,,3.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,
